,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
1284,Yes,Employed Full Time,2019-07-01,Yes,No,No
1285,No,Employed Full Time,2018-12-21,Yes,No,No
1286,No,Not employed,,No,No,No
1287,No,Employed Full Time,2017-06-01,Yes,No,No
1288,No,Employed Full Time,2018-07-21,Yes,No,No
1289,No,Employed Full Time,2017-04-01,Yes,No,No
1290,No,Not employed,,No,No,No
1291,Yes,Employed Full Time,2019-08-16,Yes,No,No
1292,No,Employed Full Time,2018-10-11,Yes,No,No
1293,No,Employed Part Time,2019-03-27,Yes,Yes,No
1294,No,Employed Full Time,2017-05-01,Yes,No,No
1295,No,Employed Full Time,2019-06-03,Yes,No,No
1296,Yes,Employed Full Time,2019-05-06,Yes,Yes,No
1297,No,Employed Full Time,2019-02-01,Yes,No,No
1298,No,Employed Full Time,2019-02-25,Yes,No,No
1299,No,Employed Full Time,2017-05-01,Yes,No,No
1300,No,Employed Full Time,2019-01-12,Yes,No,No
1301,No,Employed Full Time,2018-01-01,Yes,No,No
1302,Yes,Employed Full Time,2019-02-01,Yes,Yes,No
1303,No,Employed Full Time,2013-09-01,Yes,No,No
1304,No,Employed Part Time,2019-04-19,Yes,No,No
1305,No,Employed Full Time,2018-04-01,Yes,No,No
1306,No,Employed Full Time,2019-05-01,Yes,No,No
1307,No,Employed Full Time,2019-04-01,Yes,No,No
1308,No,Employed Full Time,2019-06-17,Yes,No,No
1309,No,Employed Full Time,2019-03-04,Yes,No,No
1310,No,Not employed,,No,No,No
1311,No,Employed Full Time,2018-03-01,Yes,No,No
1312,Yes,Employed Full Time,2016-10-01,Yes,No,No
1313,No,Not employed,,No,No,No
1314,No,Not employed,,No,No,No
1315,Yes,Not employed,,No,No,No
1316,Yes,Employed Part Time,2019-07-11,Yes,No,No
1317,Yes,Employed Full Time,2019-01-04,Yes,No,No
1318,No,Employed Full Time,2015-10-01,Yes,No,No
1319,Yes,Employed Part Time,2017-01-01,Yes,No,No
1320,Yes,Employed Full Time,2017-08-01,No,No,No
1321,Yes,Not employed,,No,No,No
1322,No,Not employed,,No,No,No
1323,No,Employed Full Time,2019-07-29,No,No,No
1324,No,Employed Full Time,2019-07-12,No,No,No
1325,No,Employed Full Time,2000-12-01,Yes,No,No
1326,No,Employed Full Time,2015-03-23,Yes,No,No
1327,No,Employed Full Time,2015-10-01,No,No,No
1328,Yes,Not employed,,,No,
1329,Yes,Employed Part Time,2019-06-06,,No,
1330,Yes,Not employed,,,Yes,
1331,Yes,Not employed,,,No,
1332,Yes,Employed Full Time,2018-10-15,,Yes,
1333,Yes,Not employed,,,No,
1334,Yes,Not employed,,,No,
1335,Yes,Not employed,,,No,
1336,Yes,Not employed,,,Yes,
1337,Yes,Employed Part Time,2019-02-04,,No,
1338,Yes,Not employed,,,No,
1339,Yes,Not employed,,,No,
1340,Yes,Not employed,,,No,
1341,Yes,Not employed,,,No,
1342,Yes,Employed Full Time,2018-12-18,,Yes,
1343,Yes,Not employed,,,No,
1344,Yes,Employed Part Time,2017-05-08,,No,
1345,Yes,Not employed,,,No,
1346,Yes,Not employed,,,No,
1347,Yes,Not employed,,,Yes,
1348,Yes,Not employed,,,No,
1349,Yes,Not employed,,,No,
1350,Yes,Employed Part Time,2018-07-07,,Yes,
1351,Yes,Not employed,,,Yes,
1352,Yes,Not employed,,,No,
1353,Yes,Not employed,,,No,
1354,Yes,Not employed,,,No,
1355,Yes,Not employed,,,No,
1356,Yes,Not employed,,,No,
1357,Yes,Not employed,,,No,
1358,Yes,Not employed,,,No,
1359,Yes,Not employed,,,No,
1360,Yes,Not employed,,,No,
1361,Yes,Not employed,,,No,
1362,Yes,Employed Full Time,2018-03-05,,No,
1363,Yes,Not employed,,,No,
1364,Yes,Employed Full Time,2015-01-01,,No,
1365,Yes,Not employed,,,No,
1366,Yes,Not employed,,,Yes,Yes
1367,Yes,Employed Part Time,1999-01-01,,No,
1368,Yes,Employed Full Time,2019-08-23,,No,
1369,Yes,Not employed,,,No,
1370,Yes,Not employed,,,Yes,
1371,,Employed Part Time,2019-09-09,,No,
1372,Yes,Employed Part Time,2019-09-04,,No,
1373,Yes,Employed Part Time,2017-11-15,,Yes,
1374,,Not employed,,,No,
1375,Yes,Not employed,,,Yes,Yes
1376,Yes,Employed Full Time,2017-03-01,,No,
1377,Yes,Not employed,,,No,
1378,Yes,Not employed,,,No,
1379,Yes,Not employed,,,No,
1380,Yes,Employed Part Time,2019-04-23,,Yes,
1381,Yes,Employed Part Time,2019-05-10,,No,
1382,Yes,Employed Full Time,2019-02-01,,No,
1383,Yes,Employed Part Time,2017-03-01,,No,
1384,Yes,Not employed,,,No,
1385,Yes,Not employed,,,No,
1386,Yes,Employed Full Time,2005-08-05,,Yes,
1387,Yes,Not employed,,,No,
1388,Yes,Employed Part Time,2017-03-20,,Yes,
1389,Yes,Not employed,,,No,
1390,Yes,Not employed,,,No,
1391,Yes,Not employed,,,No,
1392,Yes,Employed Part Time,2019-08-01,,No,
1393,Yes,Employed Part Time,2007-04-13,,Yes,
1394,Yes,Not employed,,,No,
1395,Yes,Not employed,,,No,
1396,Yes,Not employed,,,No,
1397,Yes,Not employed,,,No,
1398,Yes,Not employed,,,No,
1399,Yes,Not employed,,,No,
1400,Yes,Employed Full Time,2018-07-19,,No,
1401,Yes,Not employed,,,No,
1402,Yes,Employed Full Time,2019-08-24,,No,
1403,Yes,Not employed,,,Yes,
1404,Yes,Employed Part Time,2019-01-01,,No,
1405,Yes,Not employed,,,No,
1406,Yes,Not employed,,,Yes,
1407,Yes,Not employed,,,Yes,
1408,Yes,Employed Part Time,2019-03-04,,Yes,
1409,Yes,Employed Full Time,2019-06-01,,Yes,
1410,Yes,Not employed,,,Yes,Yes
1411,Yes,Not employed,,,Yes,Yes
1412,Yes,Not employed,,,No,
1413,Yes,Not employed,,,Yes,Yes
1414,Yes,Not employed,,,Yes,Yes
1415,Yes,Not employed,,,No,
1416,Yes,Employed Full Time,2019-02-04,,Yes,
1417,Yes,Not employed,,,No,
1418,Yes,Employed Part Time,2017-03-20,,Yes,
1419,Yes,Employed Full Time,2019-08-01,,Yes,
1420,Yes,Employed Part Time,2019-08-01,,No,
1421,Yes,Employed Part Time,2019-01-03,,Yes,
1422,Yes,Not employed,,,Yes,
1423,Yes,Not employed,,,Yes,
1424,Yes,Employed Full Time,2019-08-20,,No,
1425,Yes,Employed Full Time,2012-08-12,,No,
1426,Yes,Not employed,,,No,
1427,Yes,Employed Full Time,2017-08-11,,Yes,Yes
1428,Yes,Not employed,,,No,
1429,Yes,Employed Part Time,2008-03-01,,Yes,
1430,Yes,Employed Part Time,2017-11-08,,No,
1431,Yes,Employed Full Time,2019-07-11,,No,
1432,Yes,Employed Part Time,2018-07-09,,Yes,Yes
1433,Yes,Employed Part Time,2018-03-05,,No,
1434,Yes,Not employed,,,No,
1435,Yes,Employed Full Time,2015-12-29,,Yes,Yes
1436,Yes,Employed Full Time,2019-05-01,,No,Yes
1437,Yes,Employed Full Time,2018-05-18,,No,Yes
1438,Yes,Employed Full Time,2018-08-30,,No,
1439,Yes,Employed Full Time,2019-01-04,,Yes,Yes
1440,Yes,Not employed,,,Yes,
1441,Yes,Employed Part Time,2019-03-04,,No,
1442,Yes,Employed Full Time,2019-07-06,,No,Yes
1443,Yes,Employed Full Time,2019-04-02,,No,
1444,Yes,Employed Full Time,2018-11-12,,No,
1445,Yes,Not employed,,,No,
1446,Yes,Employed Part Time,2018-05-18,,Yes,Yes
1447,Yes,Employed Full Time,2019-06-06,,No,
1448,Yes,Employed Full Time,2019-08-21,,No,Yes
1449,Yes,Employed Full Time,2019-05-30,,No,Yes
1450,Yes,Employed Full Time,2018-10-01,,Yes,Yes
1451,Yes,Not employed,,,No,
1452,Yes,Not employed,,,No,
1453,Yes,Employed Full Time,2018-06-12,,No,
1454,Yes,Employed Full Time,2018-10-13,,Yes,Yes
1455,Yes,Not employed,,,Yes,
1456,Yes,Employed Full Time,2018-12-03,,Yes,Yes
1457,Yes,Employed Full Time,2018-11-26,,No,Yes
1458,Yes,Employed Full Time,2019-02-11,,Yes,Yes
1459,Yes,Employed Full Time,2018-09-27,,No,
1460,Yes,Employed Full Time,2018-09-21,,No,
1461,Yes,Employed Full Time,2018-08-23,,Yes,
1462,Yes,Employed Part Time,2019-02-04,,Yes,Yes
1463,Yes,Employed Part Time,2017-08-14,,Yes,
1464,Yes,Not employed,,,Yes,
1465,Yes,Employed Full Time,2014-04-01,,No,
1466,Yes,Employed Full Time,2019-06-24,,No,
1467,Yes,Employed Full Time,2019-08-13,,No,Yes
1468,Yes,Employed Full Time,2017-08-15,,Yes,
1469,Yes,Not employed,,,No,Yes
1470,Yes,Not employed,,,Yes,Yes
1471,Yes,Employed Full Time,2015-01-01,,No,
1472,Yes,Employed Part Time,2018-03-08,,Yes,Yes
1473,Yes,Employed Full Time,2018-09-01,,No,Yes
1474,Yes,Not employed,,,No,
1475,Yes,Employed Part Time,2018-09-26,,No,
1476,Yes,Employed Part Time,2018-09-15,,No,
1477,Yes,Not employed,,,Yes,
1478,Yes,Employed Full Time,2019-04-15,,Yes,Yes
1479,Yes,Not employed,,,No,
1480,Yes,Not employed,,,No,
1481,Yes,Employed Full Time,2019-09-16,,No,
1482,Yes,Employed Full Time,2019-03-04,,No,
1483,Yes,Employed Full Time,2016-09-16,,No,Yes
1484,Yes,Employed Full Time,2019-04-14,,No,
1485,Yes,Employed Full Time,2018-07-05,,Yes,
1486,Yes,Not employed,,,Yes,
1487,Yes,Not employed,,,Yes,
1488,Yes,Not employed,,,Yes,Yes
1489,Yes,Not employed,,,No,
1490,Yes,Not employed,,,No,
1491,,Employed Full Time,2019-03-12,,No,
1492,Yes,Employed Full Time,2019-01-03,,Yes,
1493,Yes,Employed Full Time,2019-05-14,,No,
1494,Yes,Not employed,,,Yes,
1495,Yes,Employed Part Time,2018-11-20,,No,
1496,Yes,Employed Full Time,2005-08-05,,Yes,
1497,Yes,Employed Part Time,2017-05-08,,No,
1498,Yes,Not employed,,,Yes,
1499,Yes,Not employed,,,No,
1500,Yes,Not employed,,,No,
1501,Yes,Not employed,,,Yes,
1502,Yes,Not employed,,,Yes,
1503,Yes,Employed Part Time,2019-02-04,,No,
1504,Yes,Employed Full Time,2019-09-09,,No,
1505,Yes,Not employed,,,No,Yes
1506,Yes,Not employed,,,No,Yes
1507,Yes,Employed Part Time,2017-11-15,,Yes,
1508,Yes,Employed Full Time,2018-05-07,,Yes,
1509,Yes,Employed Full Time,2019-08-01,,No,
1510,Yes,Employed Full Time,2019-07-15,,No,
1511,Yes,Employed Full Time,2019-06-24,,No,
1512,Yes,Not employed,,,No,
1513,Yes,Not employed,,,Yes,
1514,Yes,Employed Full Time,2018-10-15,,Yes,
1515,Yes,Not employed,,,Yes,
1516,Yes,Not employed,,,Yes,
1517,Yes,Employed Part Time,2019-08-14,,No,
1518,Yes,Employed Full Time,2019-02-26,,Yes,
1519,Yes,Employed Part Time,2019-08-20,,No,
1520,Yes,Not employed,,,No,
1521,Yes,Employed Part Time,2019-05-23,,No,
1522,Yes,Not employed,,,No,
1523,Yes,Not employed,,,No,
1524,Yes,Not employed,,,Yes,
1525,Yes,Employed Full Time,2019-09-09,,No,
1526,Yes,Not employed,,,No,
1527,Yes,Employed Full Time,2019-08-28,,No,
1528,Yes,Not employed,,,No,
1529,Yes,Not employed,,,No,
1530,Yes,Not employed,,,No,
1531,Yes,Not employed,,,Yes,
1532,Yes,Employed Part Time,2019-07-01,,No,
1533,Yes,Employed Part Time,2019-07-30,,No,
1534,Yes,Employed Full Time,2019-01-14,,Yes,
1535,Yes,Not employed,,,No,
1536,Yes,Not employed,,,No,
1537,Yes,Employed Part Time,2019-05-10,,No,
1538,Yes,Employed Full Time,2018-12-18,,Yes,
1539,Yes,Employed Part Time,2017-09-17,,Yes,
1540,Yes,Not employed,,,Yes,
1541,Yes,Not employed,,,No,
1542,Yes,Not employed,,,No,
1543,Yes,Employed Full Time,2019-08-12,,No,
1544,Yes,Employed Full Time,2019-07-29,,No,
1545,Yes,Employed Part Time,2019-01-04,,Yes,
1546,Yes,Not employed,,,Yes,
1547,Yes,Not employed,,,Yes,
1548,Yes,Not employed,,,No,
1549,Yes,Employed Full Time,2019-09-18,,No,
1550,Yes,Not employed,,,No,
1551,Yes,Not employed,,,Yes,
1552,Yes,Not employed,,,Yes,
1553,Yes,Not employed,,,Yes,
1554,Yes,Not employed,,,No,
1555,Yes,Not employed,,,No,
1556,Yes,Employed Full Time,2019-02-04,,Yes,
1557,Yes,Not employed,,,Yes,
1558,Yes,Not employed,,,No,
1559,Yes,Not employed,,,No,
1560,Yes,Employed Part Time,2019-06-06,,No,
1561,Yes,Employed Part Time,2019-08-09,,No,
1562,Yes,Not employed,,,Yes,
1563,Yes,Employed Full Time,2019-08-05,,No,
1564,Yes,Employed Part Time,2017-11-04,,No,
1565,Yes,Not employed,,,No,
1566,Yes,Not employed,,,No,
1567,Yes,Employed Full Time,2018-03-05,,No,
1568,Yes,Not employed,,,Yes,
1569,Yes,Not employed,,,No,
1570,Yes,Employed Part Time,2019-07-22,,No,
1571,Yes,Not employed,,,Yes,
1572,Yes,Not employed,,,No,
1573,Yes,Not employed,,,No,
1574,Yes,Not employed,,,No,
1575,Yes,Employed Full Time,2019-06-01,,Yes,
1576,Yes,Not employed,,,No,
1577,Yes,Not employed,,,No,
1578,Yes,Employed Full Time,2019-10-07,,No,
1579,Yes,Not employed,,,Yes,
1580,Yes,Not employed,,,No,
1581,Yes,Not employed,,,No,
1582,Yes,Not employed,,,No,
1583,Yes,Employed Full Time,2019-08-24,,No,
1584,Yes,Not employed,,,No,
1585,Yes,Not employed,,,Yes,
1586,Yes,Not employed,,,No,
1587,Yes,Not employed,,,No,
1588,Yes,Not employed,,,Yes,
1589,Yes,Not employed,,,No,
1590,Yes,Not employed,,,Yes,
1591,Yes,Employed Part Time,2019-10-21,,No,
1592,Yes,Not employed,,,No,
1593,Yes,Not employed,,,No,
1594,Yes,Not employed,,,No,
1595,Yes,Not employed,,,No,
1596,Yes,Employed Part Time,2018-07-07,,Yes,
1597,Yes,Not employed,,,No,
1598,Yes,Employed Full Time,2018-07-19,,No,
1599,Yes,Not employed,,,No,
1600,Yes,Not employed,,,No,
1601,Yes,Employed Part Time,2019-09-14,,No,
1602,Yes,Employed Full Time,2019-02-01,,No,
1603,Yes,Not employed,,,No,
1604,Yes,Employed Part Time,2017-03-01,,No,
1605,Yes,Employed Part Time,2019-04-23,,Yes,
1606,Yes,Not employed,,,Yes,
1607,Yes,Employed Part Time,2019-01-01,,No,
1608,Yes,Not employed,,,No,
1609,Yes,Employed Full Time,2019-08-23,,No,
1610,Yes,Not employed,,,No,
1611,,Employed Part Time,2019-09-20,,No,
1612,Yes,Not employed,,,No,
1613,,Not employed,,,No,
1614,,Not employed,,,No,
1615,Yes,Not employed,,,No,
1616,Yes,Not employed,,,No,
1617,Yes,Not employed,,,No,
