employmentid,accessemployment,employmentstatus,employmentstartdate,to_timestamp_from_excel,employmentstartdate
12963,Yes,Employed Full Time,42524,2016-06-03 00:00:00,6/3/2016
12964,Yes,Employed Full Time,42503,2016-05-13 00:00:00,5/13/2016
12965,Yes,Employed Full Time,39684,2008-08-24 00:00:00,8/24/2008
12966,Yes,Employed Part Time,42422,2016-02-22 00:00:00,2/22/2016
12967,Yes,Employed Part Time,42434,2016-03-05 00:00:00,3/5/2016
12968,Yes,Employed Full Time,42658,2016-10-15 00:00:00,10/15/2016
12969,Yes,Employed Full Time,42461,2016-04-01 00:00:00,4/1/2016
12970,Yes,Not employed,,,
12971,Yes,Employed Full Time,42461,2016-04-01 00:00:00,4/1/2016
12972,Yes,Employed Full Time,42073,2015-03-10 00:00:00,3/10/2015
12973,Yes,Employed Full Time,42503,2016-05-13 00:00:00,5/13/2016
12974,Yes,Employed Full Time,42552,2016-07-01 00:00:00,7/1/2016
12975,Yes,Employed Full Time,42637,2016-09-24 00:00:00,9/24/2016
12976,Yes,Not employed,,,
12977,Yes,Employed Full Time,42614,2016-09-01 00:00:00,9/1/2016
12978,Yes,Employed Full Time,42811,2017-03-17 00:00:00,3/17/2017
12979,Yes,Employed Part Time,42552,2016-07-01 00:00:00,7/1/2016
12980,Yes,Employed Full Time,42675,2016-11-01 00:00:00,11/1/2016
12981,Yes,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
12982,Yes,Employed Part Time,42614,2016-09-01 00:00:00,9/1/2016
12983,Yes,Employed Full Time,42723,2016-12-19 00:00:00,12/19/2016
12984,Yes,Employed Part Time,42639,2016-09-26 00:00:00,9/26/2016
12985,Yes,Not employed,,,
12986,Yes,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
12987,Yes,Employed Part Time,42522,2016-06-01 00:00:00,6/1/2016
12988,Yes,Employed Full Time,42705,2016-12-01 00:00:00,12/1/2016
12989,Yes,Employed Full Time,42598,2016-08-16 00:00:00,8/16/2016
12990,Yes,Employed Part Time,42614,2016-09-01 00:00:00,9/1/2016
12991,Yes,Employed Part Time,42794,2017-02-28 00:00:00,2/28/2017
12992,Yes,Employed Full Time,42314,2015-11-06 00:00:00,11/6/2015
12993,Yes,Employed Full Time,42705,2016-12-01 00:00:00,12/1/2016
12994,Yes,Employed Part Time,42714,2016-12-10 00:00:00,12/10/2016
12995,Yes,Employed Part Time,42552,2016-07-01 00:00:00,7/1/2016
12996,Yes,Employed Full Time,42309,2015-11-01 00:00:00,11/1/2015
12997,Yes,Employed Part Time,42358,2015-12-20 00:00:00,12/20/2015
12998,No,Employed Part Time,41856,2014-08-05 00:00:00,8/5/2014
12999,No,Employed Full Time,42372,2016-01-03 00:00:00,1/3/2016
13000,No,Employed Full Time,42620,2016-09-07 00:00:00,9/7/2016
13001,No,Not employed,,,
13002,No,Employed Full Time,42912,2017-06-26 00:00:00,6/26/2017
13003,No,Not employed,,,
13004,Yes,Employed Full Time,42597,2016-08-15 00:00:00,8/15/2016
13005,No,Employed Part Time,42815,2017-03-21 00:00:00,3/21/2017
13006,Yes,Employed Full Time,42736,2017-01-01 00:00:00,1/1/2017
13007,Yes,Employed Part Time,42731,2016-12-27 00:00:00,12/27/2016
13008,No,,,,
13009,No,Employed Part Time,42737,2017-01-02 00:00:00,1/2/2017
13010,No,,,,
13011,No,Employed Full Time,42409,2016-02-09 00:00:00,2/9/2016
13012,Yes,Employed Full Time,42874,2017-05-19 00:00:00,5/19/2017
13013,No,Employed Part Time,42394,2016-01-25 00:00:00,1/25/2016
13014,Yes,Employed Part Time,42481,2016-04-21 00:00:00,4/21/2016
13015,Yes,Employed Full Time,42409,2016-02-09 00:00:00,2/9/2016
13016,Yes,Employed Full Time,,,
13017,Yes,Employed Part Time,42583,2016-08-01 00:00:00,8/1/2016
13018,No,Not employed,,,
13019,No,Employed Full Time,42569,2016-07-18 00:00:00,7/18/2016
13020,Yes,Employed Part Time,,,
13021,No,,,,
13022,No,,,,
13023,No,Employed Full Time,,,
13024,No,Not employed,,,
13025,Yes,Employed Full Time,42600,2016-08-18 00:00:00,8/18/2016
13026,Yes,Employed Full Time,42563,2016-07-12 00:00:00,7/12/2016
13027,Yes,Employed Full Time,42585,2016-08-03 00:00:00,8/3/2016
13028,Yes,Employed Full Time,42586,2016-08-04 00:00:00,8/4/2016
13029,Yes,Employed Full Time,42663,2016-10-20 00:00:00,10/20/2016
13030,No,,,,
13031,Yes,Employed Full Time,42682,2016-11-08 00:00:00,11/8/2016
13032,Yes,Employed Full Time,42611,2016-08-29 00:00:00,8/29/2016
13033,Yes,Employed Full Time,42856,2017-05-01 00:00:00,5/1/2017
13034,No,Employed Full Time,42611,2016-08-29 00:00:00,8/29/2016
13035,No,Not employed,,,
13036,Yes,Employed Full Time,42625,2016-09-12 00:00:00,9/12/2016
13037,Yes,Employed Part Time,42709,2016-12-05 00:00:00,12/5/2016
13038,Yes,Employed Full Time,42786,2017-02-20 00:00:00,2/20/2017
13039,Yes,Employed Full Time,42746,2017-01-11 00:00:00,1/11/2017
13040,Yes,Employed Full Time,42746,2017-01-11 00:00:00,1/11/2017
13041,Yes,Employed Full Time,42702,2016-11-28 00:00:00,11/28/2016
13042,Yes,Employed Full Time,42682,2016-11-08 00:00:00,11/8/2016
13043,Yes,Employed Full Time,42709,2016-12-05 00:00:00,12/5/2016
13044,Yes,Not employed,,,
13045,No,Employed Full Time,,,
13046,No,Employed Full Time,42674,2016-10-31 00:00:00,10/31/2016
13047,No,,,,
13048,Yes,Employed Full Time,42670,2016-10-27 00:00:00,10/27/2016
13049,Yes,Employed Full Time,42670,2016-10-27 00:00:00,10/27/2016
13050,Yes,Employed Part Time,42628,2016-09-15 00:00:00,9/15/2016
13051,No,Employed Full Time,,,
13052,Yes,Employed Full Time,42753,2017-01-18 00:00:00,1/18/2017
13053,No,Not employed,,,
13054,Yes,Not employed,,,
13055,Yes,Not employed,,,
13056,No,Not employed,,,
13057,No,Not employed,,,
13058,No,,,,
13059,No,Employed Part Time,,,
13060,Yes,Employed Full Time,42745,2017-01-10 00:00:00,1/10/2017
13061,No,Employed Part Time,,,
13062,No,Not employed,,,
13063,Yes,Employed Full Time,42717,2016-12-13 00:00:00,12/13/2016
13064,Yes,Employed Part Time,42871,2017-05-16 00:00:00,5/16/2017
13065,Yes,Not employed,,,
13066,No,Not employed,,,
13067,No,Employed Full Time,,,
13068,Yes,Employed Full Time,42779,2017-02-13 00:00:00,2/13/2017
13069,No,,,,
13070,No,,,,
13071,No,,,,
13072,No,,,,
13073,No,,,,
13074,No,,,,
13075,No,Not employed,,,
13076,No,Employed Part Time,42730,2016-12-26 00:00:00,12/26/2016
13077,No,Not employed,,,
13078,No,Not employed,,,
13079,No,Employed Full Time,42770,2017-02-04 00:00:00,2/4/2017
13080,No,Not employed,,,
13081,Yes,Not employed,,,
13082,Yes,Employed Full Time,42872,2017-05-17 00:00:00,5/17/2017
13083,No,Not employed,,,
13084,No,Not employed,,,
13085,No,Not employed,,,
13086,No,Employed Part Time,,,
13087,No,Employed Full Time,,,
13088,No,Not employed,,,
13089,No,Employed Full Time,,,
13090,Yes,Employed Full Time,42707,2016-12-03 00:00:00,12/3/2016
13091,No,Not employed,,,
13092,No,,,,
13093,No,Not employed,,,
13094,No,Not employed,,,
13095,No,Employed Part Time,,,
13096,No,Employed Full Time,42762,2017-01-27 00:00:00,1/27/2017
13097,No,Employed Full Time,42774,2017-02-08 00:00:00,2/8/2017
13098,No,Not employed,,,
13099,No,Employed Full Time,,,
13100,No,Employed Full Time,,,
13101,Yes,Employed Part Time,42779,2017-02-13 00:00:00,2/13/2017
13102,No,Employed Full Time,,,
13103,No,Employed Full Time,,,
13104,No,Employed Full Time,,,
13105,No,Not employed,,,
13106,No,,,,
13107,No,Not employed,,,
13108,No,Employed Full Time,,,
13109,Yes,Not employed,,,
13110,Yes,Employed Full Time,42774,2017-02-08 00:00:00,2/8/2017
13111,No,Not employed,,,
13112,Yes,Not employed,,,
13113,No,Employed Full Time,42797,2017-03-03 00:00:00,3/3/2017
13114,No,,,,
13115,No,,,,
13116,Yes,Employed Full Time,42796,2017-03-02 00:00:00,3/2/2017
13117,Yes,Employed Full Time,42796,2017-03-02 00:00:00,3/2/2017
13118,Yes,Employed Full Time,42795,2017-03-01 00:00:00,3/1/2017
13119,No,Employed Full Time,42835,2017-04-10 00:00:00,4/10/2017
13120,Yes,Employed Part Time,,,
13121,Yes,Not employed,,,
13122,Yes,Not employed,42832,2017-04-07 00:00:00,4/7/2017
13123,No,Employed Part Time,,,
13124,No,,,,
13125,No,,,,
13126,No,Employed Full Time,,,
13127,No,Employed Full Time,,,
13128,No,,,,
13129,No,,,,
13130,No,Not employed,,,
13131,No,Not employed,,,
13132,No,Not employed,,,
13133,Yes,Employed Full Time,,,
13134,No,,,,
13135,Yes,Employed Full Time,42872,2017-05-17 00:00:00,5/17/2017
13136,No,,,,
13137,Yes,Employed Full Time,42879,2017-05-24 00:00:00,5/24/2017
13138,No,Not employed,,,
13139,Yes,Employed Full Time,42885,2017-05-30 00:00:00,5/30/2017
13140,Yes,Employed Full Time,42906,2017-06-20 00:00:00,6/20/2017
13141,No,Employed Full Time,,,
13142,Yes,Employed Full Time,42887,2017-06-01 00:00:00,6/1/2017
13143,No,,,,
13144,No,,,,
13145,No,Employed Full Time,42860,2017-05-05 00:00:00,5/5/2017
13146,Yes,Not employed,,,
13147,Yes,Not employed,,,
13148,Yes,Not employed,,,
13149,No,Not employed,,,
13150,Yes,Employed Full Time,,,
13151,Yes,Not employed,,,
13152,No,Not employed,,,
13153,No,Not employed,,,
13154,No,Not employed,,,
13155,No,Employed Full Time,42899,2017-06-13 00:00:00,6/13/2017
13156,No,Not employed,,,
13157,No,Employed Full Time,,,
13158,No,Employed Part Time,42220,2015-08-04 00:00:00,8/4/2015
13159,Yes,Not employed,,,
13160,Yes,Employed Full Time,42921,2017-07-05 00:00:00,7/5/2017
13161,No,Employed Full Time,42292,2015-10-15 00:00:00,10/15/2015
13162,Yes,Not employed,,,
13163,No,Not employed,,,
13164,Yes,Not employed,,,
13165,No,Employed Full Time,42353,2015-12-15 00:00:00,12/15/2015
13166,No,Employed Full Time,42180,2015-06-25 00:00:00,6/25/2015
13167,No,Not employed,,,
13168,No,Employed Full Time,42499,2016-05-09 00:00:00,5/9/2016
13169,No,Employed Part Time,42683,2016-11-09 00:00:00,11/9/2016
13170,No,Not employed,,,
13171,No,Employed Part Time,42217,2015-08-01 00:00:00,8/1/2015
13172,Yes,Not employed,,,
13173,Yes,Not employed,,,
13174,Yes,Employed Part Time,42913,2017-06-27 00:00:00,6/27/2017
13175,Yes,Employed Part Time,42913,2017-06-27 00:00:00,6/27/2017
13176,No,Not employed,,,
13177,Yes,Employed Full Time,42884,2017-05-29 00:00:00,5/29/2017
13178,No,Not employed,,,
13179,No,Employed Full Time,42737,2017-01-02 00:00:00,1/2/2017
13180,No,Not employed,,,
13181,No,Employed Part Time,42675,2016-11-01 00:00:00,11/1/2016
13182,No,Employed Full Time,42505,2016-05-15 00:00:00,5/15/2016
13183,No,Employed Full Time,42514,2016-05-24 00:00:00,5/24/2016
13184,No,Employed Part Time,41162,2012-09-10 00:00:00,9/10/2012
13185,No,Employed Full Time,42766,2017-01-31 00:00:00,1/31/2017
13186,Yes,Not employed,,,
13187,Yes,Employed Part Time,42773,2017-02-07 00:00:00,2/7/2017
13188,No,Employed Part Time,42537,2016-06-16 00:00:00,6/16/2016
13189,Yes,Employed Part Time,42906,2017-06-20 00:00:00,6/20/2017
13190,No,Employed Part Time,42805,2017-03-11 00:00:00,3/11/2017
13191,No,Employed Part Time,42699,2016-11-25 00:00:00,11/25/2016
13192,Yes,Not employed,,,
13193,No,Employed Part Time,42556,2016-07-05 00:00:00,7/5/2016
13194,No,Employed Full Time,42384,2016-01-15 00:00:00,1/15/2016
13195,Yes,Employed Full Time,42878,2017-05-23 00:00:00,5/23/2017
13196,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
13197,Yes,Employed Full Time,42892,2017-06-06 00:00:00,6/6/2017
13198,No,Employed Full Time,42146,2015-05-22 00:00:00,5/22/2015
13199,No,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
13200,No,Not employed,,,
13201,No,Employed Full Time,42270,2015-09-23 00:00:00,9/23/2015
13202,No,Not employed,,,
13203,No,Employed Full Time,42107,2015-04-13 00:00:00,4/13/2015
13204,No,Not employed,,,
13205,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
13206,No,Employed Full Time,42270,2015-09-23 00:00:00,9/23/2015
13207,No,Not employed,,,
13208,No,Not employed,,,
13209,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
13210,No,Employed Full Time,42037,2015-02-02 00:00:00,2/2/2015
13211,No,Employed Full Time,42254,2015-09-07 00:00:00,9/7/2015
13212,No,Employed Full Time,41981,2014-12-08 00:00:00,12/8/2014
13213,No,Employed Full Time,41988,2014-12-15 00:00:00,12/15/2014
13214,No,Employed Full Time,42689,2016-11-15 00:00:00,11/15/2016
13215,No,Employed Full Time,42192,2015-07-07 00:00:00,7/7/2015
13216,No,Not employed,,,
13217,Yes,Employed Part Time,42767,2017-02-01 00:00:00,2/1/2017
13218,No,Not employed,,,
13219,No,Employed Part Time,42527,2016-06-06 00:00:00,6/6/2016
13220,No,Not employed,,,
13221,No,Employed Full Time,42796,2017-03-02 00:00:00,3/2/2017
13222,No,Employed Full Time,42151,2015-05-27 00:00:00,5/27/2015
13223,No,Not employed,,,
13224,No,Employed Full Time,42136,2015-05-12 00:00:00,5/12/2015
13225,No,Not employed,,,
13226,No,Employed Full Time,42240,2015-08-24 00:00:00,8/24/2015
13227,No,Employed Full Time,42260,2015-09-13 00:00:00,9/13/2015
13228,No,Employed Full Time,42128,2015-05-04 00:00:00,5/4/2015
13229,No,Not employed,,,
13230,Yes,Employed Full Time,42461,2016-04-01 00:00:00,4/1/2016
13231,No,Employed Full Time,42368,2015-12-30 00:00:00,12/30/2015
13232,No,Employed Full Time,42135,2015-05-11 00:00:00,5/11/2015
13233,No,Employed Full Time,42292,2015-10-15 00:00:00,10/15/2015
13234,Yes,Employed Part Time,42913,2017-06-27 00:00:00,6/27/2017
13235,No,Not employed,,,
13236,No,Not employed,,,
13237,No,Not employed,,,
13238,No,Employed Part Time,42870,2017-05-15 00:00:00,5/15/2017
13239,Yes,Not employed,,,
13240,No,Employed Part Time,42408,2016-02-08 00:00:00,2/8/2016
13241,No,Employed Full Time,42534,2016-06-13 00:00:00,6/13/2016
13242,No,Employed Full Time,42430,2016-03-01 00:00:00,3/1/2016
13243,No,Employed Full Time,42339,2015-12-01 00:00:00,12/1/2015
13244,No,Employed Full Time,42636,2016-09-23 00:00:00,9/23/2016
13245,Yes,Not employed,,,
13246,Yes,Employed Full Time,42904,2017-06-18 00:00:00,6/18/2017
13247,No,Employed Part Time,42261,2015-09-14 00:00:00,9/14/2015
13248,No,Employed Full Time,42317,2015-11-09 00:00:00,11/9/2015
13249,No,Not employed,,,
13250,No,Employed Part Time,42375,2016-01-06 00:00:00,1/6/2016
13251,No,Not employed,,,
13252,No,Not employed,,,
13253,No,Employed Full Time,42374,2016-01-05 00:00:00,1/5/2016
13254,No,Not employed,,,
13255,No,Not employed,,,
13256,No,Employed Part Time,42318,2015-11-10 00:00:00,11/10/2015
13257,Yes,Employed Full Time,42598,2016-08-16 00:00:00,8/16/2016
13258,No,Not employed,,,
13259,No,Employed Full Time,42309,2015-11-01 00:00:00,11/1/2015
13260,Yes,Employed Full Time,42636,2016-09-23 00:00:00,9/23/2016
13261,No,Not employed,,,
13262,No,Employed Full Time,42327,2015-11-19 00:00:00,11/19/2015
13263,No,Not employed,,,
13264,Yes,Employed Full Time,42668,2016-10-25 00:00:00,10/25/2016
13265,Yes,Not employed,,,
13266,No,Not employed,,,
13267,No,Not employed,,,
13268,Yes,Employed Full Time,42866,2017-05-11 00:00:00,5/11/2017
13269,No,Employed Full Time,42340,2015-12-02 00:00:00,12/2/2015
13270,No,Not employed,,,
13271,No,Employed Part Time,42401,2016-02-01 00:00:00,2/1/2016
13272,Yes,Employed Part Time,42913,2017-06-27 00:00:00,6/27/2017
13273,No,Not employed,,,
13274,No,Employed Full Time,42411,2016-02-11 00:00:00,2/11/2016
13275,No,Employed Full Time,42541,2016-06-20 00:00:00,6/20/2016
13276,No,Employed Full Time,42793,2017-02-27 00:00:00,2/27/2017
13277,No,Not employed,,,
13278,No,Employed Full Time,42719,2016-12-15 00:00:00,12/15/2016
13279,No,Employed Full Time,42542,2016-06-21 00:00:00,6/21/2016
13280,No,Employed Full Time,42542,2016-06-21 00:00:00,6/21/2016
13281,No,Not employed,,,
13282,No,Employed Part Time,42660,2016-10-17 00:00:00,10/17/2016
13283,No,Employed Full Time,42524,2016-06-03 00:00:00,6/3/2016
13284,No,Employed Full Time,42522,2016-06-01 00:00:00,6/1/2016
13285,No,Employed Full Time,42772,2017-02-06 00:00:00,2/6/2017
13286,Yes,Not employed,,,
13287,No,Not employed,,,
13288,No,Employed Full Time,42719,2016-12-15 00:00:00,12/15/2016
13289,No,Employed Full Time,42536,2016-06-15 00:00:00,6/15/2016
13290,No,Employed Part Time,42402,2016-02-02 00:00:00,2/2/2016
13291,No,Employed Full Time,42445,2016-03-16 00:00:00,3/16/2016
13292,No,Employed Full Time,42647,2016-10-04 00:00:00,10/4/2016
13293,No,Not employed,,,
13294,No,Employed Full Time,42506,2016-05-16 00:00:00,5/16/2016
13295,No,Not employed,,,
13296,No,Employed Full Time,42562,2016-07-11 00:00:00,7/11/2016
13297,No,Employed Full Time,42548,2016-06-27 00:00:00,6/27/2016
13298,Yes,Employed Full Time,42814,2017-03-20 00:00:00,3/20/2017
13299,No,Not employed,,,
13300,No,Employed Full Time,42522,2016-06-01 00:00:00,6/1/2016
13301,No,Not employed,,,
13302,No,Employed Full Time,42509,2016-05-19 00:00:00,5/19/2016
13303,No,Employed Full Time,42478,2016-04-18 00:00:00,4/18/2016
13304,No,Employed Full Time,42499,2016-05-09 00:00:00,5/9/2016
13305,No,Not employed,,,
13306,No,Employed Full Time,42370,2016-01-01 00:00:00,1/1/2016
13307,No,Employed Full Time,42597,2016-08-15 00:00:00,8/15/2016
13308,Yes,Employed Full Time,42535,2016-06-14 00:00:00,6/14/2016
13309,No,Employed Part Time,42646,2016-10-03 00:00:00,10/3/2016
13310,No,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
13311,No,Employed Full Time,42611,2016-08-29 00:00:00,8/29/2016
13312,No,Employed Part Time,42528,2016-06-07 00:00:00,6/7/2016
13313,No,Employed Full Time,42738,2017-01-03 00:00:00,1/3/2017
13314,No,Employed Full Time,42543,2016-06-22 00:00:00,6/22/2016
13315,No,Employed Full Time,42550,2016-06-29 00:00:00,6/29/2016
13316,No,Not employed,,,
13317,Yes,Employed Full Time,42866,2017-05-11 00:00:00,5/11/2017
13318,Yes,Employed Part Time,42503,2016-05-13 00:00:00,5/13/2016
13319,No,Not employed,,,
13320,No,Employed Full Time,42569,2016-07-18 00:00:00,7/18/2016
13321,No,Employed Part Time,42541,2016-06-20 00:00:00,6/20/2016
13322,Yes,Not employed,,,
13323,No,Not employed,,,
13324,No,Not employed,,,
13325,No,Employed Full Time,42647,2016-10-04 00:00:00,10/4/2016
13326,No,Employed Full Time,42648,2016-10-05 00:00:00,10/5/2016
13327,No,Employed Full Time,42776,2017-02-10 00:00:00,2/10/2017
13328,No,Employed Full Time,42906,2017-06-20 00:00:00,6/20/2017
13329,Yes,Not employed,,,
13330,No,Not employed,,,
13331,No,Employed Full Time,42626,2016-09-13 00:00:00,9/13/2016
13332,No,Employed Full Time,42795,2017-03-01 00:00:00,3/1/2017
13333,Yes,Employed Full Time,42635,2016-09-22 00:00:00,9/22/2016
13334,Yes,Employed Part Time,42646,2016-10-03 00:00:00,10/3/2016
13335,No,Not employed,,,
13336,No,Employed Full Time,42606,2016-08-24 00:00:00,8/24/2016
13337,No,Employed Full Time,42590,2016-08-08 00:00:00,8/8/2016
13338,Yes,Employed Part Time,42620,2016-09-07 00:00:00,9/7/2016
13339,Yes,Employed Full Time,42773,2017-02-07 00:00:00,2/7/2017
13340,No,Employed Full Time,42814,2017-03-20 00:00:00,3/20/2017
13341,No,Employed Full Time,42705,2016-12-01 00:00:00,12/1/2016
13342,No,Employed Full Time,42583,2016-08-01 00:00:00,8/1/2016
13343,No,Not employed,,,
13344,No,Employed Full Time,42795,2017-03-01 00:00:00,3/1/2017
13345,No,Employed Full Time,42616,2016-09-03 00:00:00,9/3/2016
13346,Yes,Employed Full Time,42863,2017-05-08 00:00:00,5/8/2017
13347,No,Not employed,,,
13348,No,Employed Part Time,42248,2015-09-01 00:00:00,9/1/2015
13349,No,Employed Full Time,42619,2016-09-06 00:00:00,9/6/2016
13350,No,Not employed,,,
13351,No,Not employed,,,
13352,No,Not employed,,,
13353,No,Not employed,,,
13354,No,Not employed,,,
13355,Yes,Employed Full Time,42766,2017-01-31 00:00:00,1/31/2017
13356,No,Employed Full Time,42815,2017-03-21 00:00:00,3/21/2017
13357,No,Employed Full Time,42552,2016-07-01 00:00:00,7/1/2016
13358,No,Employed Full Time,42706,2016-12-02 00:00:00,12/2/2016
13359,Yes,Employed Full Time,42842,2017-04-17 00:00:00,4/17/2017
13360,No,Not employed,,,
13361,No,Employed Full Time,42828,2017-04-03 00:00:00,4/3/2017
13362,No,Employed Full Time,42829,2017-04-04 00:00:00,4/4/2017
13363,No,Not employed,,,
13364,No,Employed Full Time,42247,2015-08-31 00:00:00,8/31/2015
13365,No,Employed Full Time,42692,2016-11-18 00:00:00,11/18/2016
13366,Yes,Not employed,,,
13367,Yes,Not employed,,,
13368,No,Not employed,,,
13369,No,Employed Full Time,42885,2017-05-30 00:00:00,5/30/2017
13370,No,Employed Full Time,42744,2017-01-09 00:00:00,1/9/2017
13371,Yes,Employed Full Time,42881,2017-05-26 00:00:00,5/26/2017
13372,No,Employed Part Time,42653,2016-10-10 00:00:00,10/10/2016
13373,No,Not employed,,,
13374,No,Employed Full Time,42860,2017-05-05 00:00:00,5/5/2017
13375,Yes,Employed Full Time,42881,2017-05-26 00:00:00,5/26/2017
13376,Yes,Employed Full Time,42835,2017-04-10 00:00:00,4/10/2017
13377,Yes,Not employed,,,
13378,No,Employed Full Time,42709,2016-12-05 00:00:00,12/5/2016
13379,No,Employed Full Time,42695,2016-11-21 00:00:00,11/21/2016
13380,No,Employed Full Time,42727,2016-12-23 00:00:00,12/23/2016
13381,No,Not employed,,,
13382,No,Employed Part Time,42691,2016-11-17 00:00:00,11/17/2016
13383,No,Employed Part Time,42798,2017-03-04 00:00:00,3/4/2017
13384,Yes,Not employed,,,
13385,Yes,Not employed,,,
13386,Yes,Employed Part Time,42583,2016-08-01 00:00:00,8/1/2016
13387,Yes,Employed Full Time,42877,2017-05-22 00:00:00,5/22/2017
13388,Yes,Employed Full Time,42908,2017-06-22 00:00:00,6/22/2017
13389,Yes,Not employed,,,
13390,No,Employed Full Time,42807,2017-03-13 00:00:00,3/13/2017
13391,No,Employed Full Time,42807,2017-03-13 00:00:00,3/13/2017
13392,Yes,Employed Full Time,42877,2017-05-22 00:00:00,5/22/2017
13393,Yes,Employed Full Time,42835,2017-04-10 00:00:00,4/10/2017
13394,No,Employed Full Time,42830,2017-04-05 00:00:00,4/5/2017
13395,Yes,Employed Part Time,42903,2017-06-17 00:00:00,6/17/2017
13396,Yes,Not employed,,,
13397,No,Employed Full Time,42803,2017-03-09 00:00:00,3/9/2017
13398,No,Employed Full Time,42768,2017-02-02 00:00:00,2/2/2017
13399,Yes,Not employed,,,
13400,No,Employed Full Time,42849,2017-04-24 00:00:00,4/24/2017
13401,Yes,Not employed,,,
13402,Yes,Employed Full Time,42758,2017-01-23 00:00:00,1/23/2017
13403,Yes,Not employed,,,
13404,Yes,Not employed,,,
13405,Yes,Employed Full Time,42556,2016-07-05 00:00:00,7/5/2016
13406,Yes,Employed Full Time,42866,2017-05-11 00:00:00,5/11/2017
13407,Yes,Not employed,,,
13408,Yes,Employed Part Time,42844,2017-04-19 00:00:00,4/19/2017
13409,Yes,Not employed,,,
13410,Yes,Not employed,,,
13411,Yes,Not employed,,,
13412,Yes,Not employed,,,
13413,Yes,Not employed,,,
13414,Yes,Employed Part Time,42826,2017-04-01 00:00:00,4/1/2017
13415,Yes,Not employed,,,
13416,Yes,Not employed,,,
13417,Yes,Not employed,,,
13418,Yes,Employed Full Time,42909,2017-06-23 00:00:00,6/23/2017
13419,Yes,Not employed,,,
13420,Yes,Employed Full Time,42885,2017-05-30 00:00:00,5/30/2017
13421,No,Not employed,,,
13422,Yes,Employed Full Time,42892,2017-06-06 00:00:00,6/6/2017
13423,Yes,Not employed,,,
13424,Yes,Not employed,,,
13425,Yes,Employed Full Time,42879,2017-05-24 00:00:00,5/24/2017
13426,Yes,Employed Full Time,42888,2017-06-02 00:00:00,6/2/2017
13427,Yes,Employed Part Time,42884,2017-05-29 00:00:00,5/29/2017
13428,Yes,Employed Full Time,42879,2017-05-24 00:00:00,5/24/2017
13429,Yes,Employed Part Time,42842,2017-04-17 00:00:00,4/17/2017
13430,Yes,Not employed,,,
13431,Yes,Employed Full Time,42825,2017-03-31 00:00:00,3/31/2017
13432,Yes,Not employed,,,
13433,Yes,Employed Full Time,42835,2017-04-10 00:00:00,4/10/2017
13434,Yes,Employed Part Time,42893,2017-06-07 00:00:00,6/7/2017
13435,Yes,Not employed,,,
13436,Yes,Employed Part Time,42494,2016-05-04 00:00:00,5/4/2016
13437,Yes,Not employed,,,
13438,Yes,Employed Full Time,42913,2017-06-27 00:00:00,6/27/2017
13439,Yes,Not employed,,,
13440,Yes,Not employed,,,
13441,Yes,Employed Part Time,42913,2017-06-27 00:00:00,6/27/2017
13442,Yes,Not employed,,,
13443,Yes,Employed Full Time,42888,2017-06-02 00:00:00,6/2/2017
13444,Yes,Not employed,,,
13445,Yes,Employed Part Time,42795,2017-03-01 00:00:00,3/1/2017
13446,Yes,Not employed,,,
13447,Yes,Not employed,,,
13448,Yes,Not employed,,,
13449,Yes,Not employed,,,
13450,Yes,Not employed,42856,2017-05-01 00:00:00,5/1/2017
13451,Yes,Employed Part Time,42659,2016-10-16 00:00:00,10/16/2016
13452,Yes,Employed Full Time,42248,2015-09-01 00:00:00,9/1/2015
13453,Yes,Employed Full Time,42292,2015-10-15 00:00:00,10/15/2015
13454,Yes,Employed Full Time,42461,2016-04-01 00:00:00,4/1/2016
13455,Yes,Not employed,42370,2016-01-01 00:00:00,1/1/2016
13456,Yes,Not employed,41603,2013-11-25 00:00:00,11/25/2013
13457,,Not employed,,,
13458,,Not employed,42854,2017-04-29 00:00:00,4/29/2017
13459,Yes,Employed Full Time,39980,2009-06-16 00:00:00,6/16/2009
13460,Yes,Not employed,,,
13461,Yes,Not employed,,,
13462,Yes,Not employed,,,
13463,Yes,Employed Part Time,42716,2016-12-12 00:00:00,12/12/2016
13464,Yes,Not employed,,,
13465,Yes,Employed Full Time,42716,2016-12-12 00:00:00,12/12/2016
13466,,Employed Part Time,42744,2017-01-09 00:00:00,1/9/2017
13467,Yes,Not employed,42851,2017-04-26 00:00:00,4/26/2017
13468,,Employed Full Time,42835,2017-04-10 00:00:00,4/10/2017
13469,,Not employed,,,
13470,Yes,Employed Part Time,42646,2016-10-03 00:00:00,10/3/2016
13471,,Not employed,,,
13472,Yes,Not employed,,,
13473,,Employed Full Time,42774,2017-02-08 00:00:00,2/8/2017
13474,Yes,Not employed,,,
13475,Yes,Employed Full Time,42767,2017-02-01 00:00:00,2/1/2017
13476,Yes,Not employed,,,
13477,Yes,Not employed,,,
