agency,clientid,quarter,baseline_baseline,dob,dob_cat,gender,race,maritalstatus,highested,housingtype,hhadults,hhchildren,criminalbackground,zipcode,date,accessemployment_baseline,employmentstatus_baseline,employmentstartdate_baseline,employmentretention_baseline,jobtrainingenrolled_baseline,jobtrainingcompleted_baseline,savings_baseline,creditscore_baseline,debt_baseline,wages1_baseline,hours1_baseline,wages2_baseline,hours2_baseline,incomeclient_baseline,incomehh_baseline,publicbenefits_baseline,expenseshh_baseline,accessincome_baseline,accessfinancialcoach_baseline,bundledservices_baseline,fincap_budget_baseline,fincap_goals_baseline,fincap_emergencyfund_baseline,fincap_autodeposit_baseline,fincap_incomeexpenses_baseline,fincap_latefee_baseline,accessincome_alltime,accessemployment_alltime,accessfinancialcoach_alltime,bundledservices_alltime,clientid_checkin,quarter_checkin,accessemployment_checkin,employmentstatus_checkin,employmentstartdate_checkin,employmentretention_checkin,jobtrainingenrolled_checkin,jobtrainingcompleted_checkin,savings_checkin,creditscore_checkin,debt_checkin,wages1_checkin,hours1_checkin,wages2_checkin,hours_checkin,incomeclient_checkin,incomehh_checkin,publicbenefits_checkin,expenseshh_checkin,accessincome_checkin,accessfinancialcoach_checkin,bundledservices_checkin,fincap_budget_checkin,fincap_goals_checkin,fincap_emergencyfund_checkin,fincap_autodeposit_checkin,fincap_incomeexpenses_checkin,fincap_latefee_checkin
WCTC,1934108,2016 Q2,t,1977-10-10 00:00:00,1971-1980,Female,Hispanic,Married or Domestic Partnership,Graduate Degree or above,Rents,2,3,No,76063,2016-04-01 00:00:00,,,,,,,7000,740,,0.0,0.0,,,0.0,0.0,,4300.0,No,Yes,1,Yes,Very confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934174,2016 Q1,t,1984-06-10 00:00:00,1981-1990,Male,White,Married or Domestic Partnership,"HS, GED, or equivalent",Lives with Relatives/Friends,4,0,No,76123,2016-01-01 00:00:00,,,,,,,,635,,0.0,0.0,,,,1600.0,,,No,Yes,1,Yes,Very confident,No,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934355,2017 Q4,t,1982-10-27 00:00:00,1981-1990,Female,Unknown,Unknown,"HS, GED, or equivalent",Lives with Relatives/Friends,3,1,No,76132,2017-10-01 00:00:00,Yes,,,,,,,,,0.0,,,,0.0,0.0,,,Yes,,2,No,Not at all confident,No,Yes,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934369,2016 Q2,t,1970-06-19 00:00:00,1961-1970,Female,Black or African American,Single,Graduate Degree or above,Rents,2,1,No,75052,2016-04-01 00:00:00,,,,,,,,725,94000,0.0,0.0,,,3083.0,940.0,,823.0,No,Yes,1,No,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934401,2016 Q2,t,1989-08-17 00:00:00,1981-1990,Male,Hispanic,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,0,No,76164,2016-04-01 00:00:00,,Employed Part Time,,,,,,,10000,10.25,36.0,,,800.0,800.0,,830.0,No,Yes,1,Yes,Somewhat confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934552,2018 Q2,t,1960-01-09 00:00:00,1951-1960,Male,Black or African American,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,1,0,No,76015,2018-04-01 00:00:00,Yes,Not employed,,,,,0,473,1000,0.0,,,,1800.0,2800.0,,,No,,1,No,Somewhat confident,No,No,No,No,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934553,2017 Q2,t,1996-08-21 00:00:00,1991-2000,Male,White,Single,"HS, GED, or equivalent",,,,No,76123,2017-04-01 00:00:00,,,,,,,,,,0.0,0.0,,,,,,,No,Yes,1,No,Somewhat confident,No,No,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934558,2016 Q3,t,1995-07-20 00:00:00,1991-2000,Male,Black or African American,Single,"HS, GED, or equivalent",,,,No,76133,2016-07-01 00:00:00,,Employed Part Time,,,,,,531,,13.0,30.0,,,2400.0,2400.0,,2400.0,No,Yes,1,Yes,Somewhat confident,No,No,Yes,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934596,2017 Q4,t,1985-11-30 00:00:00,1981-1990,Male,White,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,Yes,76180,2017-10-01 00:00:00,Yes,Employed Full Time,3/1/2016,,Yes,Yes,0,,10000,8.35,39.0,,,1300.0,1300.0,,200.0,No,Yes,2,No,Very confident,No,Yes,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934597,2018 Q1,t,1979-05-08 00:00:00,1971-1980,Male,Hispanic,Married or Domestic Partnership,"HS, GED, or equivalent",,,,No,76039,2018-01-01 00:00:00,Yes,Employed Part Time,9/1/2014,,Yes,Yes,,,,10.0,39.0,,,1550.0,1550.0,,,No,,1,No,Somewhat confident,No,No,,No,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934609,2016 Q3,t,1957-12-12 00:00:00,1951-1960,Female,White,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,No,76135,2016-07-01 00:00:00,,,,,,,0,580,4400,0.0,0.0,,,,,,3736.0,No,Yes,1,No,Not at all confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934716,2016 Q3,t,1991-06-07 00:00:00,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Homeless,,,No,76104,2016-07-01 00:00:00,,Employed Part Time,,,,,0,,6850,9.0,32.0,,,1300.0,1300.0,,1120.0,No,Yes,1,Yes,Somewhat confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934799,2017 Q2,t,1994-07-31 00:00:00,1991-2000,Male,Black or African American,Single,"HS, GED, or equivalent",Rents,3,0,No,76140,2017-04-01 00:00:00,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,No,Yes,1,No,Very confident,No,No,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1934829,2016 Q3,t,1988-07-27 00:00:00,1981-1990,Female,Hispanic,Single,"HS, GED, or equivalent",Homeless,5,1,No,76164,2016-07-01 00:00:00,,,,,,,0,503,,0.0,0.0,,,1360.0,1360.0,,1080.0,No,Yes,1,No,Somewhat confident,No,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935132,2018 Q1,t,1992-04-09 00:00:00,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,7,1,Yes,76119,2018-01-01 00:00:00,Yes,,,,,,0,,5000,0.0,,,,0.0,0.0,0.0,0.0,Yes,,2,No,Somewhat confident,No,No,,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935177,2016 Q2,t,1986-03-14 00:00:00,1981-1990,Male,Hispanic,Married or Domestic Partnership,"HS, GED, or equivalent",,,,Yes,76131,2016-04-01 00:00:00,,,,,,,,,,0.0,0.0,,,,,,,No,Yes,1,Yes,Somewhat confident,No,Yes,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935292,2016 Q2,t,1988-09-15 00:00:00,1981-1990,Male,White,Single,"HS, GED, or equivalent",Homeless,1,0,Yes,76102,2016-04-01 00:00:00,,,,,,,,428,9000,0.0,0.0,,,60.0,60.0,,60.0,No,Yes,1,No,Somewhat confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935329,2017 Q2,t,1962-12-10 00:00:00,1961-1970,Male,Black or African American,Single,"HS, GED, or equivalent",,,,No,76133,2017-04-01 00:00:00,,Employed Full Time,,,,,,638,,13.0,40.0,,,,,,,No,Yes,1,Yes,Somewhat confident,No,Yes,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935431,2017 Q2,t,1980-07-09 00:00:00,1971-1980,Male,White,Single,"HS, GED, or equivalent",,,,Yes,76110,2017-04-01 00:00:00,,Employed Full Time,,,,,,637,,14.0,50.0,,,,,,,No,Yes,1,No,Somewhat confident,Yes,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935464,2016 Q4,t,1953-12-06 00:00:00,1951-1960,Female,Black or African American,Married or Domestic Partnership,"HS, GED, or equivalent",,,,No,76018,2016-10-01 00:00:00,Yes,Not employed,,,,,,,,,,,,,,,,No,,1,Yes,Very confident,No,Yes,Yes,No,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935489,2016 Q3,t,1977-06-14 00:00:00,1971-1980,Male,White,Divorced,"HS, GED, or equivalent",Lives with Relatives/Friends,3,1,No,76180,2016-07-01 00:00:00,,,,,,,1500,610,0,0.0,0.0,,,0.0,0.0,,1360.0,No,Yes,1,Yes,Very confident,Yes,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935503,2016 Q3,t,1977-06-30 00:00:00,1971-1980,Male,Hispanic,Divorced,"HS, GED, or equivalent",Lives with Relatives/Friends,2,3,Yes,75060,2016-07-01 00:00:00,,Employed Full Time,,,,,,575,,11.25,40.0,,,1900.0,3700.0,,3630.0,No,Yes,1,No,Somewhat confident,No,No,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935512,2017 Q2,t,1962-03-19 00:00:00,1961-1970,Male,Black or African American,Single,"HS, GED, or equivalent",,,,No,76119,2017-04-01 00:00:00,,,,,,,,,45000,0.0,0.0,,,2000.0,2050.0,,1650.0,No,Yes,1,No,Very confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935562,2016 Q2,t,1967-04-26 00:00:00,1961-1970,Male,Black or African American,Separated,Graduate Degree or above,Rents,1,2,No,76244,2016-04-01 00:00:00,,,,,,,0,515,40000,0.0,0.0,,,,0.0,,6410.0,No,Yes,1,No,Very confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935596,2016 Q2,t,1992-01-04 00:00:00,1991-2000,Male,White,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,0,No,76016,2016-04-01 00:00:00,,,,,,,,,,0.0,0.0,,,1100.0,1100.0,,,No,Yes,1,No,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935611,2016 Q2,t,1977-09-18 00:00:00,1971-1980,Female,Black or African American,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,2,0,No,76012,2016-04-01 00:00:00,,,,,,,2300,690,38520,0.0,0.0,,,820.0,820.0,,2339.0,No,Yes,1,No,Somewhat confident,No,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935620,2016 Q2,t,1970-02-17 00:00:00,1961-1970,Female,White,Divorced,"HS, GED, or equivalent",Owns,2,0,No,76085,2016-04-01 00:00:00,,Employed Full Time,,,,,,746,169050,15.0,40.0,,,2890.0,2890.0,,3360.0,No,Yes,1,Yes,Somewhat confident,No,No,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935626,2016 Q2,t,1978-06-11 00:00:00,1971-1980,Female,Black or African American,Divorced,"HS, GED, or equivalent",Lives with Relatives/Friends,2,1,No,76002,2016-04-01 00:00:00,,,,,,,0,512,40000,0.0,0.0,,,0.0,0.0,,3700.0,No,Yes,1,No,Somewhat confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1935886,2016 Q3,t,1972-02-09 00:00:00,1971-1980,Male,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,Yes,76120,2016-07-01 00:00:00,,,,,,,,,,0.0,0.0,,,900.0,900.0,,2000.0,No,Yes,1,No,Very confident,No,No,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936074,2017 Q1,t,1961-03-22 00:00:00,1961-1970,Female,Multiple,Married or Domestic Partnership,Graduate Degree or above,Owns,2,0,No,76112,2017-01-01 00:00:00,Yes,,,,,,0,710,30000,,,,,0.0,3036.0,,,Yes,Yes,3,No,Very confident,No,No,No,No,1,1,1,3,1936074,2018 Q4,,Not employed,,,,,,,22100,0.0,0.0,,,,675.0,,,,,0,Yes,Very confident,No,No,No,No
WCTC,1936081,2016 Q4,t,1971-06-22 00:00:00,1971-1980,Female,White,Widowed,"HS, GED, or equivalent",Rents,1,2,No,76180,2016-10-01 00:00:00,,Employed Full Time,,,,,,475,105000,9.57,34.0,,,2400.0,3200.0,,3990.0,No,Yes,1,No,Not at all confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936082,2016 Q2,t,1991-07-15 00:00:00,1991-2000,Female,Hispanic,Single,Bachelor's Degree,Rents,1,0,No,76458,2016-04-01 00:00:00,,,,,,,300,,6000,0.0,0.0,,,0.0,0.0,,400.0,No,Yes,1,No,Somewhat confident,No,No,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936084,2016 Q2,t,1996-05-17 00:00:00,1991-2000,Female,White,Single,"HS, GED, or equivalent",Receives free or subsidized housing,4,0,No,76458,2016-04-01 00:00:00,,Employed Part Time,,,,,400,,,9.0,25.0,,,,,,3550.0,No,Yes,1,No,Somewhat confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936085,2017 Q1,t,1990-01-11 00:00:00,1981-1990,Female,White,Single,"HS, GED, or equivalent",Rents,2,3,No,76137,2017-01-01 00:00:00,Yes,Employed Full Time,,,Yes,No,10,502,21000,2.13,40.0,,,1200.0,1200.0,,5067.0,No,,1,Yes,Somewhat confident,No,Yes,No,Yes,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936089,2016 Q3,t,1959-02-16 00:00:00,1951-1960,Male,Asian,Married or Domestic Partnership,"HS, GED, or equivalent",,,,No,76131,2016-07-01 00:00:00,,,,,,,,,,,,,,,,,,No,Yes,1,No,Somewhat confident,Yes,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936149,2016 Q3,t,1997-07-23 00:00:00,1991-2000,Male,Hispanic,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,4,0,No,76119,2016-07-01 00:00:00,,,,,,,,641,100,0.0,0.0,,,0.0,0.0,,1400.0,No,Yes,1,No,Very confident,No,No,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936163,2017 Q1,t,1975-04-17 00:00:00,1971-1980,Female,Unknown,Unknown,Unknown,,,,Unknown,76133,2017-01-01 00:00:00,,,,,,,,,,,,,,,,,,No,Yes,1,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936226,2016 Q3,t,1987-03-05 00:00:00,1981-1990,Male,Hispanic,Single,"HS, GED, or equivalent",Rents,2,0,No,76164,2016-07-01 00:00:00,,,,,,,300,672,12000,0.0,0.0,,,1900.0,4500.0,,3098.0,No,Yes,1,Yes,Somewhat confident,Yes,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936241,2016 Q3,t,1980-11-10 00:00:00,1971-1980,Female,White,Divorced,"HS, GED, or equivalent",Owns,1,1,No,76108,2016-07-01 00:00:00,,Employed Part Time,,,,,,570,2000,20.0,6.0,,,400.0,400.0,365.0,1200.0,No,Yes,1,No,Somewhat confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936243,2016 Q3,t,1958-09-12 00:00:00,1951-1960,Female,White,Separated,"HS, GED, or equivalent",,,,Yes,76117,2016-07-01 00:00:00,,Employed Full Time,,,,,,,,10.0,42.0,,,,,,,Yes,Yes,2,No,Very confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936285,2016 Q3,t,1991-11-27 00:00:00,1991-2000,Female,Hispanic,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,1,Yes,76115,2016-07-01 00:00:00,,Employed Part Time,,,,,5,703,20500,13.0,4.0,,,1160.0,1160.0,354.0,1640.0,No,Yes,1,Yes,Somewhat confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936286,2016 Q3,t,1991-04-11 00:00:00,1991-2000,Female,Hispanic,Single,"HS, GED, or equivalent",Rents,1,2,No,76180,2016-07-01 00:00:00,,,,,,,800,519,0,0.0,0.0,,,0.0,0.0,500.0,,No,Yes,1,Yes,Somewhat confident,No,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936441,2016 Q2,t,1987-12-22 00:00:00,1981-1990,Female,Hispanic,Single,"HS, GED, or equivalent",Rents,2,2,No,76085,2016-04-01 00:00:00,,,,,,,0,,13800,0.0,0.0,,,0.0,2800.0,,1225.0,No,Yes,1,No,Somewhat confident,No,No,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936594,2016 Q3,t,1958-09-30 00:00:00,1951-1960,Male,White,Single,"HS, GED, or equivalent",Rents,1,0,No,76015,2016-07-01 00:00:00,,,,,,,,659,,0.0,0.0,,,0.0,0.0,,,No,Yes,1,No,Somewhat confident,Yes,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936596,2017 Q1,t,1964-04-05 00:00:00,1961-1970,Female,White,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,3,1,No,76148,2017-01-01 00:00:00,Yes,Employed Full Time,,,Yes,No,1000,663,70900,9.75,40.0,,,3000.0,3000.0,,2600.0,Yes,,2,No,Somewhat confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936672,2016 Q3,t,1967-03-25 00:00:00,1961-1970,Female,Black or African American,Married or Domestic Partnership,"HS, GED, or equivalent",Rents,2,0,No,76105,2016-07-01 00:00:00,,Employed Full Time,,,,,,798,38000,2.23,50.0,,,500.0,500.0,,1588.0,No,Yes,1,No,Very confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936737,2016 Q3,t,1987-09-21 00:00:00,1981-1990,Male,Hispanic,Single,"HS, GED, or equivalent",Rents,1,0,No,76107,2016-07-01 00:00:00,,,,,,,1100,547,0,0.0,0.0,,,1650.0,1650.0,,1275.0,No,Yes,1,Yes,Somewhat confident,Yes,Yes,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936741,2016 Q3,t,1993-01-26 00:00:00,1991-2000,Female,Multiple,Single,"HS, GED, or equivalent",Rents,1,0,No,76012,2016-07-01 00:00:00,Yes,Employed Full Time,6/23/2016,,No,No,17,,,13.0,40.0,,,,,,,No,,1,No,Somewhat confident,No,No,No,Yes,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936827,2016 Q3,t,1988-05-11 00:00:00,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,0,Yes,76104,2016-07-01 00:00:00,,,,,,,,497,12200,0.0,0.0,,,500.0,500.0,,910.0,No,Yes,1,No,Somewhat confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936847,2016 Q3,t,1990-07-21 00:00:00,1981-1990,Male,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,1,0,Yes,76036,2016-07-01 00:00:00,,,,,,,100,443,5700,0.0,0.0,,,1228.0,1228.0,,707.0,No,Yes,1,No,Somewhat confident,No,No,Yes,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1936976,2016 Q3,t,1961-05-25 00:00:00,1961-1970,Female,White,Separated,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,No,76028,2016-07-01 00:00:00,,,,,,,,,,0.0,0.0,,,1400.0,1400.0,,1412.0,No,Yes,1,Yes,Very confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937017,2017 Q3,t,1986-04-18 00:00:00,1981-1990,Female,Hispanic,Unknown,"HS, GED, or equivalent",Receives free or subsidized housing,1,5,Unknown,76112,2017-07-01 00:00:00,Yes,Not employed,,,,,0,,12000,,,,,,,,30.0,No,,1,No,Not at all confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937030,2016 Q3,t,1974-04-16 00:00:00,1971-1980,Male,White,Divorced,"HS, GED, or equivalent",Owns,1,0,Yes,76036,2016-07-01 00:00:00,,,,,,,300,,0,0.0,0.0,,,0.0,0.0,,2525.0,No,Yes,1,Yes,Somewhat confident,No,Yes,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937136,2016 Q4,t,1972-09-24 00:00:00,1971-1980,Male,Black or African American,Divorced,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,Yes,76039,2016-10-01 00:00:00,,,,,,,0,524,189147.25,0.0,0.0,,,0.0,0.0,,1937.0,No,Yes,1,No,Somewhat confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937178,2017 Q1,t,1991-09-17 00:00:00,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,1,2,No,76116,2017-01-01 00:00:00,Yes,Employed Full Time,,,No,No,,,,8.0,42.0,,,,,,,Yes,,2,Yes,Somewhat confident,No,No,No,Yes,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937187,2017 Q1,t,1989-03-05 00:00:00,1981-1990,Male,Black or African American,Divorced,"HS, GED, or equivalent",Lives with Relatives/Friends,4,1,Yes,76133,2017-01-01 00:00:00,Yes,,,,Yes,Yes,0,500,300,0.0,0.0,,,0.0,400.0,,598.0,No,Yes,2,No,Somewhat confident,No,No,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937356,2016 Q4,t,1985-07-28 00:00:00,1981-1990,Male,Hispanic,Single,"HS, GED, or equivalent",Rents,2,0,Unknown,76010,2016-10-01 00:00:00,,,,,,,10,611,4050,0.0,0.0,,,0.0,0.0,,2535.0,No,Yes,1,Yes,Very confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937363,2016 Q3,t,1981-03-24 00:00:00,1981-1990,Male,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,3,0,No,76011,2016-07-01 00:00:00,,Employed Part Time,,,,,0.18,,,10.3,22.0,,,,,,,No,Yes,1,No,Somewhat confident,No,No,Yes,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937419,2016 Q3,t,1984-02-23 00:00:00,1981-1990,Male,Black or African American,Married or Domestic Partnership,Graduate Degree or above,Rents,2,2,No,76051,2016-07-01 00:00:00,,,,,,,,700,,0.0,0.0,,,4800.0,4800.0,,4326.0,No,Yes,1,Yes,Very confident,No,Yes,No,No,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937432,2017 Q1,t,1990-04-09 00:00:00,1981-1990,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,2,1,No,76053,2017-01-01 00:00:00,Yes,Employed Part Time,,,,,,,20000,0.0,0.0,,,100.0,100.0,350.0,1392.0,No,,1,Yes,Very confident,No,No,No,No,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937444,2016 Q3,t,1972-09-10 00:00:00,1971-1980,Female,Hispanic,Single,"HS, GED, or equivalent",Rents,1,1,No,76058,2016-07-01 00:00:00,,Employed Full Time,,,,,,,,10.5,40.0,,,,,,,No,Yes,1,Yes,Somewhat confident,No,No,Yes,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937445,2016 Q3,t,1971-05-04 00:00:00,1971-1980,Male,White,Single,"HS, GED, or equivalent",Owns,1,0,No,76060,2016-07-01 00:00:00,,,,,,,9900,768,114600,0.0,0.0,,,0.0,0.0,,2508.0,No,Yes,1,No,Somewhat confident,,Yes,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937541,2016 Q3,t,1969-01-08 00:00:00,1961-1970,Male,Black or African American,Married or Domestic Partnership,Graduate Degree or above,Owns,2,3,No,76002,2016-07-01 00:00:00,,,,,,,40,621,53000,0.0,0.0,,,1400.0,1400.0,,2525.0,No,Yes,1,No,Not at all confident,No,No,No,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937581,2016 Q3,t,1992-05-12 00:00:00,1991-2000,Female,Black or African American,Single,"HS, GED, or equivalent",Owns,1,1,Yes,76063,2016-07-01 00:00:00,,Employed Full Time,,,,,1.32,508,2350,10.0,40.0,,,1360.0,1400.0,,1136.0,No,Yes,1,No,Somewhat confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937617,2017 Q1,t,1974-07-28 00:00:00,1971-1980,Female,Black or African American,Single,"HS, GED, or equivalent",Rents,2,0,No,76120,2017-01-01 00:00:00,,,,,,,,,,,,,,,,,,Yes,Yes,2,Yes,Very confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937644,2018 Q3,t,1969-03-01 00:00:00,1961-1970,Female,Black or African American,Separated,"HS, GED, or equivalent",Lives with Relatives/Friends,3,1,No,75232,2018-07-01 00:00:00,Yes,Employed Part Time,8/1/2018,,,,,,,11.0,25.0,,,,,,,Yes,Yes,3,No,Very confident,No,No,Yes,No,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937808,2017 Q2,t,1982-04-14 00:00:00,1981-1990,Male,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,Yes,76140,2017-04-01 00:00:00,,Employed Full Time,,,,,600,,0,19.24,36.0,,,1000.0,1000.0,,1465.0,No,Yes,1,Yes,Somewhat confident,No,Yes,No,Yes,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1937842,2016 Q3,t,1964-06-02 00:00:00,1961-1970,Female,Black or African American,Single,"HS, GED, or equivalent",,,,No,76063,2016-07-01 00:00:00,Yes,Not employed,,,,,,,,,,,,,,,,Yes,Yes,3,No,Not at all confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCTC,1938068,2016 Q3,t,1982-01-01 00:00:00,1981-1990,Male,Black or African American,Single,"HS, GED, or equivalent",Lives with Relatives/Friends,2,0,No,76040,2016-07-01 00:00:00,,,,,,,161,458,27700,0.0,0.0,,,0.0,0.0,,2770.0,No,Yes,1,No,Somewhat confident,No,No,No,Yes,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
