employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted,to_timestamp_from_excel
13555,Yes,Not employed,41487,,,,2013-08-01 00:00:00
13556,Yes,Not employed,,,,,
13557,Yes,Not employed,,,,,
13558,Yes,Employed Full Time,42644,,,,2016-10-01 00:00:00
13559,Yes,Not employed,,,,,
13560,,0,,,,,
13561,Yes,Employed Full Time,42905,,,,2017-06-19 00:00:00
13562,Yes,Not employed,,,,,
13563,Yes,Not employed,,,,,
13564,,0,,,,,
13565,Yes,Not employed,42921,,,,2017-07-05 00:00:00
13566,Yes,Not employed,,,,,
13567,Yes,Not employed,42896,,,,2017-06-10 00:00:00
13568,Yes,Not employed,,,,,
13569,Yes,Not employed,,,,,
13570,Yes,Employed Part Time,42767,,,,2017-02-01 00:00:00
13571,Yes,Not employed,,,,,
13572,Yes,Not employed,42905,,,,2017-06-19 00:00:00
13573,Yes,Not employed,,,,,
13574,Yes,Not employed,,,,,
13575,Yes,Not employed,,,,,
13576,Yes,Not employed,42898,,,,2017-06-12 00:00:00
13577,Yes,Not employed,,,,,
13578,Yes,Not employed,42898,,,,2017-06-12 00:00:00
13579,Yes,Not employed,,,,,
13580,Yes,Not employed,,,,,
13581,Yes,Employed Full Time,42914,,,,2017-06-28 00:00:00
13582,Yes,Not employed,,,,,
13583,Yes,Not employed,,,,,
13584,Yes,Not employed,,,,,
13585,Yes,Not employed,42895,,,,2017-06-09 00:00:00
13586,Yes,Not employed,42895,,,,2017-06-09 00:00:00
13587,Yes,Not employed,42851,,,,2017-04-26 00:00:00
13588,Yes,Not employed,42853,,,,2017-04-28 00:00:00
13589,Yes,Not employed,,,,,
13590,Yes,Not employed,,,,,
13591,Yes,Not employed,,,,,
13592,Yes,Employed Part Time,42614,,,,2016-09-01 00:00:00
13593,Yes,Not employed,,,,,
13594,Yes,Not employed,,,,,
13595,,Employed Full Time,42827,,,,2017-04-02 00:00:00
13596,,Employed Full Time,42795,,,,2017-03-01 00:00:00
13597,,Not employed,42835,,,,2017-04-10 00:00:00
13598,No,Employed Full Time,32356,Yes,No,No,1988-08-01 00:00:00
13599,No,Employed Full Time,42765,Yes,No,No,2017-01-30 00:00:00
13600,No,Employed Part Time,42659,Yes,No,No,2016-10-16 00:00:00
13601,Yes,Not employed,,No,No,No,
13602,No,Employed Part Time,41669,Yes,No,No,2014-01-30 00:00:00
13603,No,Not employed,,No,No,No,
13604,No,Employed Full Time,42247,Yes,No,No,2015-08-31 00:00:00
13605,No,Employed Full Time,42366,Yes,No,No,2015-12-28 00:00:00
13606,No,Employed Full Time,42083,Yes,No,No,2015-03-20 00:00:00
13607,No,Employed Part Time,42517,Yes,No,No,2016-05-27 00:00:00
13608,No,Employed Full Time,42885,No,No,No,2017-05-30 00:00:00
13609,No,Employed Full Time,42036,Yes,No,No,2015-02-01 00:00:00
13610,No,Not employed,,No,No,No,
13611,No,Employed Full Time,40241,Yes,No,No,2010-03-04 00:00:00
13612,Yes,Employed Full Time,42744,Yes,No,No,2017-01-09 00:00:00
13613,No,Employed Part Time,42261,Yes,No,No,2015-09-14 00:00:00
13614,No,Employed Full Time,42415,Yes,Yes,Yes,2016-02-15 00:00:00
13615,No,Employed Full Time,42513,Yes,No,No,2016-05-23 00:00:00
13616,No,Employed Part Time,42624,Yes,No,No,2016-09-11 00:00:00
13617,Yes,Employed Full Time,42786,Yes,No,No,2017-02-20 00:00:00
13618,No,Employed Full Time,42019,Yes,Yes,Yes,2015-01-15 00:00:00
13619,No,Employed Full Time,42009,Yes,No,No,2015-01-05 00:00:00
13620,No,Employed Part Time,42522,Yes,No,No,2016-06-01 00:00:00
13621,No,Not employed,,No,No,No,
13622,No,Employed Full Time,42828,Yes,No,No,2017-04-03 00:00:00
13623,No,Employed Part Time,40425,Yes,No,No,2010-09-04 00:00:00
13624,No,Employed Full Time,42461,Yes,Yes,No,2016-04-01 00:00:00
13625,No,Not employed,,No,No,No,
13626,No,Not employed,,No,Yes,Yes,
13627,No,Employed Full Time,42136,Yes,Yes,No,2015-05-12 00:00:00
13628,No,Not employed,,No,No,No,
13629,No,Employed Part Time,42705,Yes,No,No,2016-12-01 00:00:00
13630,No,Not employed,,No,No,No,
13631,No,Employed Full Time,42809,Yes,Yes,No,2017-03-15 00:00:00
13632,Yes,Employed Full Time,42447,Yes,No,No,2016-03-18 00:00:00
13633,No,Not employed,,No,No,No,
13634,No,Employed Part Time,42240,Yes,No,No,2015-08-24 00:00:00
13635,No,Not employed,,No,No,No,
13636,No,Employed Part Time,41703,Yes,No,No,2014-03-05 00:00:00
13637,Yes,Not employed,,No,No,No,
13638,No,Employed Full Time,42814,Yes,No,No,2017-03-20 00:00:00
13639,No,Employed Full Time,42837,Yes,Yes,Yes,2017-04-12 00:00:00
13640,Yes,Not employed,,No,No,No,
13641,No,Employed Full Time,42422,Yes,No,No,2016-02-22 00:00:00
13642,Yes,Employed Part Time,42775,Yes,No,No,2017-02-09 00:00:00
13643,No,Employed Full Time,42521,Yes,No,No,2016-05-31 00:00:00
13644,No,Employed Part Time,42747,Yes,No,No,2017-01-12 00:00:00
13645,No,Employed Full Time,42828,Yes,No,No,2017-04-03 00:00:00
13646,No,Employed Full Time,41827,Yes,Yes,No,2014-07-07 00:00:00
13647,No,Not employed,,No,No,No,
13648,Yes,Employed Full Time,42874,Yes,Yes,No,2017-05-19 00:00:00
13649,No,Employed Part Time,42513,Yes,No,No,2016-05-23 00:00:00
13650,No,Not employed,,No,Yes,No,
13651,No,Not employed,,Yes,No,No,
13652,No,Employed Full Time,42667,Yes,No,No,2016-10-24 00:00:00
13653,No,Employed Full Time,37114,Yes,No,No,2001-08-11 00:00:00
13654,No,Employed Full Time,39326,Yes,No,No,2007-09-01 00:00:00
13655,No,Employed Full Time,39846,Yes,No,No,2009-02-02 00:00:00
13656,No,Employed Full Time,40422,Yes,No,No,2010-09-01 00:00:00
13657,No,Employed Full Time,42644,Yes,No,No,2016-10-01 00:00:00
13658,No,Employed Part Time,42219,Yes,No,No,2015-08-03 00:00:00
13659,No,Employed Full Time,42675,Yes,No,No,2016-11-01 00:00:00
13660,No,Employed Full Time,42228,Yes,No,No,2015-08-12 00:00:00
13661,No,Employed Full Time,42744,Yes,No,No,2017-01-09 00:00:00
13662,No,Employed Part Time,42705,Yes,No,No,2016-12-01 00:00:00
13663,No,Not employed,,No,No,No,
13664,No,Employed Part Time,42491,Yes,No,No,2016-05-01 00:00:00
13665,No,Not employed,,No,Yes,No,
13666,No,Not employed,,No,No,No,
13667,No,Employed Full Time,41193,Yes,No,No,2012-10-11 00:00:00
13668,No,Employed Full Time,42513,Yes,No,No,2016-05-23 00:00:00
13669,No,Employed Part Time,42217,Yes,No,No,2015-08-01 00:00:00
13670,Yes,Employed Full Time,42710,Yes,No,No,2016-12-06 00:00:00
13671,No,Employed Full Time,42491,Yes,No,No,2016-05-01 00:00:00
13672,Yes,Employed Full Time,42576,Yes,No,No,2016-07-25 00:00:00
13673,No,Employed Full Time,42668,Yes,No,No,2016-10-25 00:00:00
13674,Yes,Not employed,,No,No,No,
13675,No,Employed Full Time,42658,Yes,No,No,2016-10-15 00:00:00
13676,No,Employed Part Time,42767,Yes,No,No,2017-02-01 00:00:00
13677,No,Employed Full Time,40979,Yes,No,No,2012-03-11 00:00:00
13678,No,Employed Full Time,42217,Yes,No,No,2015-08-01 00:00:00
13679,No,Not employed,,No,No,No,
13680,No,Employed Full Time,37998,Yes,No,No,2004-01-12 00:00:00
13681,No,Employed Full Time,42751,Yes,No,No,2017-01-16 00:00:00
13682,No,Employed Part Time,42794,Yes,No,No,2017-02-28 00:00:00
13683,No,Employed Part Time,42282,Yes,No,No,2015-10-05 00:00:00
13684,Yes,Employed Part Time,42500,Yes,No,No,2016-05-10 00:00:00
13685,No,Employed Full Time,42736,Yes,Yes,No,2017-01-01 00:00:00
13686,No,Employed Full Time,42625,Yes,Yes,No,2016-09-12 00:00:00
13687,No,Employed Full Time,42556,Yes,No,No,2016-07-05 00:00:00
13688,Yes,Employed Full Time,42099,Yes,No,No,2015-04-05 00:00:00
13689,No,Not employed,,No,No,No,
13690,No,Employed Part Time,42309,Yes,No,No,2015-11-01 00:00:00
13691,No,Not employed,,No,No,No,
13692,No,Employed Full Time,42871,Yes,No,No,2017-05-16 00:00:00
13693,No,Employed Full Time,41669,Yes,Yes,Yes,2014-01-30 00:00:00
13694,No,Not employed,,No,No,No,
13695,No,Employed Part Time,42539,Yes,No,No,2016-06-18 00:00:00
13696,No,Employed Full Time,42608,Yes,No,No,2016-08-26 00:00:00
13697,Yes,Employed Full Time,42782,Yes,Yes,Yes,2017-02-16 00:00:00
13698,Yes,Employed Full Time,42688,Yes,No,No,2016-11-14 00:00:00
13699,No,Employed Full Time,42238,Yes,No,No,2015-08-22 00:00:00
13700,No,Not employed,,No,No,No,
13701,No,Employed Full Time,42220,Yes,No,No,2015-08-04 00:00:00
13702,No,Employed Full Time,42522,Yes,No,No,2016-06-01 00:00:00
13703,No,Employed Full Time,41426,Yes,No,No,2013-06-01 00:00:00
13704,No,Employed Part Time,42505,Yes,No,No,2016-05-15 00:00:00
13705,No,Employed Full Time,42611,Yes,No,No,2016-08-29 00:00:00
13706,No,Employed Part Time,42186,Yes,No,No,2015-07-01 00:00:00
13707,No,Employed Full Time,42231,Yes,No,No,2015-08-15 00:00:00
13708,No,Employed Part Time,41871,Yes,No,No,2014-08-20 00:00:00
13709,No,Employed Full Time,41153,Yes,No,No,2012-09-01 00:00:00
13710,No,Employed Full Time,42646,Yes,No,No,2016-10-03 00:00:00
13711,No,Employed Part Time,42646,Yes,No,No,2016-10-03 00:00:00
13712,No,Employed Part Time,42614,Yes,No,No,2016-09-01 00:00:00
13713,No,Employed Full Time,42660,Yes,No,No,2016-10-17 00:00:00
13714,No,Employed Part Time,42842,Yes,No,No,2017-04-17 00:00:00
13715,No,Employed Full Time,42217,Yes,No,No,2015-08-01 00:00:00
13716,No,Not employed,,No,No,No,
13717,Yes,Employed Full Time,42856,No,No,No,2017-05-01 00:00:00
13718,No,Employed Full Time,42604,Yes,No,No,2016-08-22 00:00:00
13719,No,Employed Full Time,42501,Yes,No,No,2016-05-11 00:00:00
13720,Yes,Employed Full Time,42794,Yes,No,No,2017-02-28 00:00:00
13721,No,Employed Full Time,42383,Yes,No,No,2016-01-14 00:00:00
13722,Yes,Employed Full Time,42688,Yes,No,No,2016-11-14 00:00:00
13723,No,Not employed,,No,No,No,
13724,Yes,Employed Full Time,,,Yes,Yes,
13725,Yes,,,,Yes,Yes,
13726,,Employed Full Time,42461,,Yes,Yes,2016-04-01 00:00:00
13727,,Employed Full Time,42450,,Yes,Yes,2016-03-21 00:00:00
13728,,Employed Part Time,,,Yes,Yes,
13729,,Employed Part Time,,,Yes,Yes,
13730,Yes,Employed Part Time,41796,,No,No,2014-06-06 00:00:00
13731,Yes,,,,,,
13732,Yes,Employed Full Time,,,Yes,Yes,
13733,Yes,,,,,,
13734,,Employed Full Time,,,Yes,,
13735,Yes,Not employed,,,Yes,,
13736,,Employed Part Time,,,Yes,Yes,
13737,Yes,Employed Full Time,42342,,Yes,Yes,2015-12-04 00:00:00
13738,Yes,Employed Full Time,41864,,Yes,Yes,2014-08-13 00:00:00
13739,,Employed Full Time,42269,,Yes,Yes,2015-09-22 00:00:00
13740,,Employed Full Time,42436,,Yes,Yes,2016-03-07 00:00:00
13741,Yes,Not employed,,,Yes,,
13742,,,,,Yes,,
13743,,Employed Full Time,42288,,Yes,Yes,2015-10-11 00:00:00
13744,,Employed Full Time,,,Yes,,
13745,,Employed Full Time,42380,,Yes,Yes,2016-01-11 00:00:00
13746,,Employed Full Time,42394,,Yes,Yes,2016-01-25 00:00:00
13747,,Employed Part Time,,,Yes,Yes,
13748,,Employed Full Time,42333,,Yes,Yes,2015-11-25 00:00:00
13749,Yes,Not employed,,,Yes,,
13750,,Not employed,,,Yes,Yes,
13751,,Employed Part Time,42457,,Yes,Yes,2016-03-28 00:00:00
13752,Yes,Employed Full Time,42495,,Yes,Yes,2016-05-05 00:00:00
13753,,Not employed,,,Yes,Yes,
13754,,Employed Full Time,42408,,,,2016-02-08 00:00:00
13755,,Employed Full Time,42430,,Yes,Yes,2016-03-01 00:00:00
13756,,Employed Full Time,42541,,Yes,Yes,2016-06-20 00:00:00
13757,,Employed Full Time,42310,,Yes,Yes,2015-11-02 00:00:00
13758,,Employed Full Time,42408,,Yes,Yes,2016-02-08 00:00:00
13759,,Employed Full Time,,,Yes,Yes,
13760,,Not employed,,,Yes,Yes,
13761,,Employed Full Time,42716,,Yes,Yes,2016-12-12 00:00:00
13762,,Not employed,,,Yes,Yes,
13763,Yes,Employed Full Time,42644,,Yes,Yes,2016-10-01 00:00:00
13764,,Employed Full Time,42590,,Yes,Yes,2016-08-08 00:00:00
13765,Yes,Employed Full Time,42681,,Yes,Yes,2016-11-07 00:00:00
13766,,Not employed,,,Yes,Yes,
13767,Yes,Employed Part Time,42515,,Yes,Yes,2016-05-25 00:00:00
13768,Yes,Employed Full Time,,,Yes,Yes,
13769,,Employed Full Time,42408,,Yes,Yes,2016-02-08 00:00:00
13770,Yes,Employed Part Time,42835,,,,2017-04-10 00:00:00
13771,Yes,Not employed,,,Yes,Yes,
13772,,Not employed,,,Yes,,
13773,,Not employed,,,No,No,
13774,Yes,Employed Full Time,,,Yes,,
13775,Yes,Employed Full Time,42711,,Yes,Yes,2016-12-07 00:00:00
13776,Yes,Employed Full Time,,,Yes,Yes,
13777,Yes,Not employed,,,Yes,,
13778,Yes,Not employed,,,Yes,Yes,
13779,Yes,Employed Full Time,42373,,,Yes,2016-01-04 00:00:00
13780,Yes,,,,,,
13781,Yes,Employed Full Time,42629,,Yes,Yes,2016-09-16 00:00:00
13782,Yes,Employed Full Time,42558,,No,Yes,2016-07-07 00:00:00
13783,Yes,Employed Full Time,42571,,Yes,Yes,2016-07-20 00:00:00
13784,Yes,Employed Full Time,42503,,Yes,Yes,2016-05-13 00:00:00
13785,Yes,Employed Full Time,,,Yes,Yes,
13786,Yes,Not employed,,,Yes,Yes,
13787,Yes,Not employed,,,Yes,,
13788,,Employed Full Time,42597,,,,2016-08-15 00:00:00
13789,Yes,Employed Full Time,42488,,Yes,Yes,2016-04-28 00:00:00
13790,Yes,Not employed,,,Yes,Yes,
13791,Yes,Employed Full Time,42706,,Yes,Yes,2016-12-02 00:00:00
13792,Yes,Not employed,,,Yes,Yes,
13793,Yes,Employed Full Time,42522,,Yes,Yes,2016-06-01 00:00:00
13794,Yes,Employed Full Time,42597,,Yes,Yes,2016-08-15 00:00:00
13795,Yes,Employed Part Time,,,Yes,Yes,
13796,Yes,Not employed,,,Yes,Yes,
13797,,Employed Part Time,,,Yes,Yes,
13798,,Not employed,,,,No,
13799,Yes,Employed Part Time,,,Yes,Yes,
13800,Yes,Not employed,,,Yes,Yes,
13801,Yes,Not employed,,,Yes,Yes,
13802,Yes,Employed Full Time,42548,,Yes,Yes,2016-06-27 00:00:00
13803,Yes,Employed Part Time,42811,,Yes,Yes,2017-03-17 00:00:00
13804,Yes,Employed Full Time,,,Yes,Yes,
13805,Yes,Employed Full Time,,,Yes,Yes,
13806,Yes,Not employed,,,Yes,Yes,
13807,Yes,Employed Full Time,,,Yes,Yes,
13808,Yes,Not employed,,,Yes,,
13809,Yes,Employed Full Time,42562,,Yes,Yes,2016-07-11 00:00:00
13810,Yes,Not employed,,,Yes,Yes,
13811,Yes,Employed Full Time,42576,,Yes,Yes,2016-07-25 00:00:00
13812,Yes,Employed Full Time,,,Yes,Yes,
13813,Yes,Not employed,,,Yes,Yes,
13814,Yes,Employed Full Time,42824,,Yes,Yes,2017-03-30 00:00:00
13815,Yes,,,,,,
13816,Yes,Employed Part Time,42821,,Yes,Yes,2017-03-27 00:00:00
13817,Yes,Employed Full Time,42732,,Yes,Yes,2016-12-28 00:00:00
13818,Yes,Employed Part Time,,,Yes,Yes,
13819,,,,,,,
13820,,Not employed,,,,,
13821,Yes,,,,,,
13822,Yes,Employed Full Time,42594,,Yes,Yes,2016-08-12 00:00:00
13823,Yes,Employed Part Time,,,Yes,Yes,
13824,Yes,Employed Full Time,,,Yes,Yes,
13825,Yes,Employed Full Time,42658,,Yes,Yes,2016-10-15 00:00:00
13826,Yes,Employed Full Time,42660,,Yes,Yes,2016-10-17 00:00:00
13827,Yes,Employed Full Time,42787,,Yes,Yes,2017-02-21 00:00:00
13828,Yes,Employed Full Time,42921,,No,Yes,2017-07-05 00:00:00
13829,Yes,Employed Full Time,,,Yes,Yes,
13830,Yes,Employed Full Time,42667,,Yes,Yes,2016-10-24 00:00:00
13831,Yes,Employed Full Time,42626,,Yes,Yes,2016-09-13 00:00:00
13832,,Not employed,,,No,No,
13833,Yes,Not employed,,,Yes,Yes,
13834,Yes,Employed Full Time,42912,,No,Yes,2017-06-26 00:00:00
13835,Yes,Not employed,,,Yes,Yes,
13836,Yes,Not employed,,,No,Yes,
13837,Yes,Employed Full Time,42737,,Yes,Yes,2017-01-02 00:00:00
13838,Yes,Employed Full Time,42786,,Yes,Yes,2017-02-20 00:00:00
13839,,Employed Part Time,,,No,No,
13840,,Not employed,,,,,
13841,,Employed Part Time,,,,,
13842,Yes,Employed Part Time,42716,,Yes,Yes,2016-12-12 00:00:00
13843,Yes,Employed Full Time,42653,,Yes,Yes,2016-10-10 00:00:00
13844,Yes,Employed Full Time,42632,,Yes,Yes,2016-09-19 00:00:00
13845,,Employed Full Time,,,No,No,
13846,Yes,Employed Full Time,42845,,,,2017-04-20 00:00:00
13847,Yes,Employed Full Time,,,Yes,Yes,
13848,Yes,Employed Full Time,42695,,Yes,Yes,2016-11-21 00:00:00
13849,,Employed Full Time,42717,,,,2016-12-13 00:00:00
13850,Yes,Employed Full Time,42864,,Yes,Yes,2017-05-09 00:00:00
13851,Yes,Not employed,,,No,Yes,
13852,Yes,,,,,,
13853,Yes,Employed Full Time,,,Yes,Yes,
13854,Yes,Not employed,,,Yes,Yes,
13855,Yes,Employed Part Time,,,Yes,Yes,
13856,,Employed Full Time,42740,,,,2017-01-05 00:00:00
13857,Yes,Employed Part Time,42744,,,,2017-01-09 00:00:00
13858,Yes,Employed Full Time,42832,,,,2017-04-07 00:00:00
13859,Yes,Employed Part Time,42644,,Yes,Yes,2016-10-01 00:00:00
13860,Yes,Employed Full Time,42850,,Yes,Yes,2017-04-25 00:00:00
13861,Yes,Not employed,,,Yes,Yes,
13862,Yes,Employed Full Time,,,Yes,,
13863,,Not employed,,,No,No,
13864,Yes,Employed Full Time,42877,,Yes,Yes,2017-05-22 00:00:00
13865,Yes,Employed Full Time,42720,,Yes,Yes,2016-12-16 00:00:00
13866,Yes,Employed Full Time,42828,,Yes,Yes,2017-04-03 00:00:00
13867,Yes,Not employed,,,Yes,Yes,
13868,Yes,Employed Full Time,,,,No,
13869,Yes,Employed Full Time,42888,,Yes,Yes,2017-06-02 00:00:00
13870,Yes,Not employed,,,Yes,Yes,
13871,Yes,Not employed,,,Yes,Yes,
13872,Yes,,,,,,
13873,Yes,Employed Full Time,42892,,Yes,Yes,2017-06-06 00:00:00
13874,Yes,Not employed,,,Yes,Yes,
13875,Yes,,,,,,
13876,Yes,,,,,,
13877,,Employed Part Time,42744,,,,2017-01-09 00:00:00
13878,Yes,Employed Full Time,42790,,Yes,No,2017-02-24 00:00:00
13879,Yes,Employed Full Time,42829,,Yes,Yes,2017-04-04 00:00:00
13880,Yes,Not employed,,,Yes,Yes,
13881,Yes,Employed Full Time,42898,,Yes,Yes,2017-06-12 00:00:00
13882,Yes,Employed Full Time,,,Yes,Yes,
13883,Yes,Employed Full Time,,,Yes,Yes,
13884,Yes,,,,,,
13885,Yes,Employed Full Time,42836,,Yes,Yes,2017-04-11 00:00:00
13886,Yes,Not employed,,,Yes,No,
13887,Yes,,,,,,
13888,Yes,Employed Part Time,,,Yes,Yes,
13889,Yes,Employed Full Time,,,Yes,Yes,
13890,Yes,,,,,,
13891,Yes,Employed Full Time,42814,,,,2017-03-20 00:00:00
13892,,Employed Part Time,42773,,,,2017-02-07 00:00:00
13893,Yes,Not employed,,,Yes,Yes,
13894,Yes,Employed Part Time,,,Yes,Yes,
13895,Yes,Employed Full Time,,,Yes,Yes,
13896,Yes,Employed Full Time,42904,,Yes,Yes,2017-06-18 00:00:00
13897,Yes,Not employed,,,Yes,Yes,
13898,Yes,Employed Full Time,,,Yes,Yes,
13899,Yes,,,,,,
13900,Yes,Employed Full Time,43067,,Yes,Yes,2017-11-28 00:00:00
13901,Yes,Employed Full Time,42758,,Yes,Yes,2017-01-23 00:00:00
13902,Yes,Employed Full Time,,,Yes,,
13903,Yes,Employed Part Time,,,Yes,Yes,
13904,Yes,Not employed,,,Yes,Yes,
13905,Yes,Employed Full Time,,,Yes,Yes,
13906,Yes,Employed Full Time,42907,,Yes,Yes,2017-06-21 00:00:00
13907,Yes,Employed Part Time,,,Yes,,
13908,Yes,Employed Part Time,42858,,,,2017-05-03 00:00:00
13909,Yes,Not employed,,,Yes,,
13910,Yes,,,,,,
13911,Yes,,,,,,
13912,Yes,,,,,,
13913,Yes,,,,,,
13914,Yes,,,,,,
13915,,,,,,,
13916,Yes,Employed Full Time,,,Yes,,
13917,Yes,Employed Full Time,,,Yes,,
13918,Yes,Not employed,,,Yes,,
13919,Yes,Employed Part Time,,,Yes,,
13920,Yes,Employed Full Time,,,Yes,,
13921,Yes,Employed Part Time,,,Yes,,
13922,Yes,Not employed,,,Yes,,
13923,Yes,Not employed,,,Yes,,
13924,Yes,Employed Part Time,,,Yes,,
13925,Yes,Employed Full Time,,,Yes,,
13926,Yes,Employed Full Time,,,Yes,,
13927,Yes,Employed Full Time,,,No,,
13928,Yes,Not employed,,,Yes,,
13929,Yes,Not employed,,,Yes,,
13930,Yes,Not employed,,,Yes,,
13931,Yes,Employed Full Time,,,Yes,,
13932,Yes,Employed Full Time,,,Yes,,
13933,Yes,Employed Full Time,,,Yes,,
13934,Yes,Not employed,,,Yes,,
13935,Yes,Not employed,,No,,,
13936,Yes,Employed Full Time,42870,Yes,,,2017-05-15 00:00:00
13937,Yes,Employed Full Time,42780,Yes,,,2017-02-14 00:00:00
13938,Yes,Employed Full Time,42780,Yes,Yes,Yes,2017-02-14 00:00:00
13939,Yes,Employed Full Time,42877,Yes,Yes,Yes,2017-05-22 00:00:00
13940,Yes,Employed Full Time,42814,Yes,,,2017-03-20 00:00:00
13941,Yes,Employed Full Time,42800,No,Yes,Yes,2017-03-06 00:00:00
13942,Yes,Employed Full Time,41852,Yes,,,2014-08-01 00:00:00
13943,Yes,Employed Full Time,42064,Yes,,,2015-03-01 00:00:00
13944,Yes,Employed Full Time,42877,Yes,,,2017-05-22 00:00:00
13945,Yes,Not employed,,No,,,
13946,Yes,Not employed,,No,,,
13947,Yes,Employed Full Time,42842,Yes,,,2017-04-17 00:00:00
13948,Yes,Not employed,,No,,,
13949,Yes,Employed Full Time,42814,Yes,,,2017-03-20 00:00:00
13950,Yes,Employed Full Time,42590,Yes,,,2016-08-08 00:00:00
13951,Yes,Employed Full Time,42489,Yes,,,2016-04-29 00:00:00
13952,Yes,Employed Full Time,42570,Yes,,,2016-07-19 00:00:00
13953,Yes,Employed Full Time,42499,Yes,,,2016-05-09 00:00:00
13954,Yes,Employed Full Time,42802,Yes,,,2017-03-08 00:00:00
13955,Yes,Employed Full Time,42670,Yes,,,2016-10-27 00:00:00
13956,No,Employed Full Time,42716,Yes,No,No,2016-12-12 00:00:00
13957,No,Not employed,,No,No,No,
13958,No,Employed Full Time,42639,Yes,No,No,2016-09-26 00:00:00
13959,No,Employed Full Time,42506,Yes,No,No,2016-05-16 00:00:00
13960,No,Employed Part Time,42646,Yes,No,No,2016-10-03 00:00:00
13961,Yes,Employed Full Time,42409,Yes,No,No,2016-02-09 00:00:00
13962,Yes,Not employed,,No,No,No,
13963,No,Employed Full Time,42661,Yes,No,No,2016-10-18 00:00:00
13964,No,Employed Full Time,39966,Yes,No,No,2009-06-02 00:00:00
13965,Yes,Not employed,,No,Yes,No,
13966,No,Not employed,,No,No,No,
13967,No,Employed Full Time,41426,Yes,No,No,2013-06-01 00:00:00
13968,No,Employed Full Time,42751,Yes,No,No,2017-01-16 00:00:00
13969,No,Not employed,,No,No,No,
13970,No,Employed Full Time,42753,Yes,No,No,2017-01-18 00:00:00
13971,No,Employed Full Time,39966,Yes,No,No,2009-06-02 00:00:00
13972,No,Employed Full Time,39083,Yes,No,No,2007-01-01 00:00:00
13973,Yes,Employed Full Time,42758,Yes,No,No,2017-01-23 00:00:00
13974,No,Employed Part Time,42597,Yes,Yes,Yes,2016-08-15 00:00:00
13975,No,Employed Part Time,39022,Yes,No,No,2006-11-01 00:00:00
13976,No,Employed Full Time,42690,Yes,No,No,2016-11-16 00:00:00
13977,No,Employed Full Time,42461,Yes,No,No,2016-04-01 00:00:00
13978,No,Employed Full Time,42510,Yes,No,No,2016-05-20 00:00:00
13979,No,Employed Full Time,41537,Yes,No,No,2013-09-20 00:00:00
13980,Yes,Employed Full Time,42863,No,Yes,Yes,2017-05-08 00:00:00
13981,No,Employed Full Time,42798,Yes,No,No,2017-03-04 00:00:00
13982,Yes,Not employed,,No,No,No,
13983,No,Employed Full Time,42552,Yes,No,No,2016-07-01 00:00:00
13984,No,Employed Full Time,42767,Yes,No,No,2017-02-01 00:00:00
13985,Yes,Employed Full Time,42552,Yes,No,No,2016-07-01 00:00:00
13986,No,Not employed,,No,No,No,
13987,Yes,Employed Full Time,42761,Yes,No,No,2017-01-26 00:00:00
13988,No,Employed Part Time,42746,Yes,No,No,2017-01-11 00:00:00
13989,Yes,Employed Full Time,42751,Yes,No,No,2017-01-16 00:00:00
13990,Yes,Employed Full Time,42790,Yes,No,No,2017-02-24 00:00:00
13991,Yes,Not employed,,No,No,No,
13992,Yes,Employed Full Time,42589,Yes,No,No,2016-08-07 00:00:00
13993,No,Employed Full Time,42461,Yes,No,No,2016-04-01 00:00:00
13994,No,Employed Part Time,39828,Yes,No,No,2009-01-15 00:00:00
13995,No,Not employed,,No,No,No,
13996,No,Employed Full Time,42619,Yes,No,No,2016-09-06 00:00:00
13997,No,Employed Full Time,41671,Yes,No,No,2014-02-01 00:00:00
13998,No,Not employed,,No,No,No,
13999,No,Not employed,,No,No,No,
14000,No,Employed Full Time,42790,No,No,No,2017-02-24 00:00:00
14001,Yes,Employed Part Time,42887,No,No,No,2017-06-01 00:00:00
14002,Yes,Not employed,,No,No,No,
14003,Yes,Employed Full Time,42711,Yes,,,2016-12-07 00:00:00
14004,Yes,Not employed,,No,Yes,Yes,
14005,Yes,Employed Full Time,42772,Yes,,,2017-02-06 00:00:00
14006,Yes,Employed Full Time,42863,Yes,Yes,Yes,2017-05-08 00:00:00
14007,Yes,Employed Full Time,40483,Yes,,,2010-11-01 00:00:00
14008,Yes,Employed Full Time,42652,Yes,,,2016-10-09 00:00:00
14009,Yes,Employed Full Time,42765,Yes,,,2017-01-30 00:00:00
14010,Yes,Employed Full Time,41548,Yes,,,2013-10-01 00:00:00
14011,Yes,Employed Full Time,42846,,,,2017-04-21 00:00:00
14012,Yes,Employed Full Time,42850,,,,2017-04-25 00:00:00
14013,,Not employed,,,,,
14014,,Employed Full Time,42774,,,,2017-02-08 00:00:00
14015,,Not employed,,,,,
14016,Yes,Employed Full Time,42804,,Yes,Yes,2017-03-10 00:00:00
14017,,Employed Full Time,42772,,,,2017-02-06 00:00:00
14018,,Employed Full Time,42786,,,,2017-02-20 00:00:00
14019,,Employed Full Time,42772,,,,2017-02-06 00:00:00
14020,,Employed Full Time,42772,,,,2017-02-06 00:00:00
14021,,Not employed,,,,,
14022,,Employed Full Time,42795,,,,2017-03-01 00:00:00
