clientid,emp,emp_date
16213144933,Not employed,
16215504333,Employed Full Time,8/1/2018
16215504334,Employed Full Time,7/1/2018
16217000691,,1/0/1900
16217000692,,1/0/1900
16217004572,,1/0/1900
16217008035,Employed Full Time,12/15/2016
16217008036,,
16217008881,,1/0/1900
16217009847,,
16217010391,,1/0/1900
16217010392,Not employed,3/9/2017
16217010393,,1/0/1900
16217011358,Employed Full Time,5/1/2017
16217011359,Employed Part Time,1/4/2017
16217011360,Employed Full Time,5/16/2017
16217011531,,
16217011532,,
16217011909,,
16217012667,,
16217012749,,
16217012785,Employed Full Time,3/20/2017
16217013525,,1/0/1900
16217013765,Employed Full Time,11/14/2016
16217013944,,
16217013945,,
16217014264,Employed Full Time,4/1/2017
16217014266,,
16217014399,,1/0/1900
16217015130,,
16217015131,,
16217015133,,
16217016544,Employed Full Time,2/24/2017
16217018549,,1/0/1900
16217024275,Employed Full Time,2/10/2017
16217024276,Not employed,
16217024280,Employed Full Time,
16217024281,,
16217024910,Employed Full Time,9/15/2016
16217024911,Employed Full Time,
16217025285,,
16217026992,Employed Full Time,11/10/2016
16217026993,,
16217028011,,
16217028012,Employed Part Time,2/13/2017
16217028607,,
16217029608,Employed Full Time,11/12/2016
16217029609,,
16217029626,,
16217029856,,
16217029857,,
16217030046,,
16217030437,,
16217030438,,
16217030493,Employed Full Time,1/10/2017
16217030713,Not employed,
16217030714,Not employed,
16217030770,,
16217030771,,
16217030868,,
16217030875,,
16217031277,Employed Full Time,11/16/2016
16217031334,Not employed,
16217032184,,
16217032185,,
16217032574,Not employed,
16217032745,Employed Full Time,3/8/2018
16217033208,Not employed,
16217040351,,
16217040354,,
16217040355,Employed Full Time,1/4/2017
16217040358,Employed Full Time,1/4/2017
16217040359,Employed Full Time,1/4/2017
16217050075,,1/0/1900
16217050076,,1/0/1900
16217050198,Employed Full Time,8/4/2017
16217050199,Not employed,
16217050810,,
16217050812,Employed Full Time,3/15/2018
16217050817,Employed Full Time,3/15/2018
16217053974,,
16217053975,Employed Full Time,1/4/2017
16217054467,Employed Full Time,10/24/2016
16217059546,Employed Full Time,6/1/2017
16217062297,,
16217062298,,
16217063122,,
16217063125,,
16217063182,,
16217063185,Employed Full Time,7/1/2017
16217063985,Employed Full Time,
16217063986,,
16217064939,Employed Full Time,11/16/2016
16217064940,,
16217065724,,
16217065725,,
16217068569,Employed Full Time,11/14/2016
16217068571,,
16217069969,,
16217069973,Employed Full Time,2/13/2017
16217069985,Employed Part Time,2/13/2017
16217070138,,
16217070169,,
16217071240,Employed Full Time,2/27/2017
16217071241,Employed Part Time,3/9/2017
16217071460,,
16217071461,Employed Full Time,1/9/2017
16217076163,Employed Part Time,7/28/2017
16217076164,Employed Full Time,4/1/2017
16217077457,,
16217077828,,1/0/1900
16217078410,Employed Full Time,2/1/2017
16217078411,,1/0/1900
16217080064,Employed Part Time,6/21/2018
16217081755,Not employed,
16217088994,Employed Full Time,8/13/2018
16217089641,,
16217089643,Employed Full Time,2/19/2018
16217107037,0,1/0/1900
16217107038,0,1/0/1900
16217107039,0,1/0/1900
16217107042,0,1/0/1900
16217107180,Employed Part Time,3/27/2017
16217107181,,
16217114783,Employed Full Time,1/15/2018
16217114784,Employed Part Time,3/1/2017
16217117743,Employed Full Time,7/11/2017
16217118543,,
16217118859,Employed Full Time,7/2/2017
16217119135,,1/0/1900
16217119568,Employed Full Time,7/13/2017
16217119827,,1/0/1900
16217119828,,1/0/1900
16217120961,Employed Full Time,8/7/2017
16217120962,Employed Full Time,
16217122352,Employed Full Time,8/14/2017
16217128306,Employed Part Time,6/26/2017
16217132695,Not employed,
16217133079,Employed Full Time,8/13/2018
16217133464,Not employed,
16217133466,Employed Full Time,8/31/2018
16217133470,Not employed,
16217133567,,
16217133569,,
16217166901,,
16217168569,Employed Full Time,10/29/2017
16217168570,Employed Full Time,11/7/2017
16217168577,Employed Full Time,11/6/2017
16217168578,,
16217168581,,
16217168584,Employed Full Time,10/27/2017
16217168585,Employed Full Time,12/1/2017
16217168588,Employed Full Time,10/27/2017
16217168589,Employed Full Time,11/7/2017
16217168598,Employed Part Time,12/22/2017
16217168601,Employed Full Time,10/24/2017
16217168602,Employed Full Time,12/12/2017
16217168603,Employed Full Time,11/7/2017
16217169929,Not employed,
16260117212,Employed Full Time,7/9/2018
16264657971,Employed Full Time,9/7/2016
16339722295,Not employed,
16352097541,Employed Full Time,12/1/2018
16397651936,Employed Part Time,9/1/2018
16418512863,Employed Full Time,6/16/2018
1642935856,Employed Part Time,10/10/2018
16443355896,Employed Full Time,12/10/2018
1646455860,Employed Part Time,1/17/2017
16490786296,Employed Full Time,12/26/2018
16492346212,Employed Full Time,6/24/2014
16516930296,Employed Part Time,9/22/2016
16531458696,Employed Part Time,8/1/2017
16560853796,Employed Full Time,6/20/2016
16601188212,Not employed,
1660704623,,
1660704624,Employed Part Time,3/27/2017
1660704626,,
1660704627,Employed Part Time,3/27/2017
166135905,Employed Full Time,7/2/2018
1661690828,,
1661690829,,
1662412742,Not employed,
1662420146,,1/0/1900
1663180788,,
1663300561,,1/0/1900
1663300562,,1/0/1900
1663436018,Employed Full Time,7/10/2017
1663436019,Employed Part Time,1/1/2018
1663459203,,
1663518309,,
1663608016,Employed Full Time,9/1/2016
1663608017,,
1663617094,,1/0/1900
1663617095,,1/0/1900
1663646443,,
1663652413,,
1663652414,,
1663652591,,
1663652592,,
1663696605,,
1664137052,Employed Full Time,1/0/1900
1664137053,,1/0/1900
1664137195,Employed Full Time,1/8/2018
1664138115,Employed Part Time,1/25/2016
1664151725,Employed Full Time,8/26/2016
1664152223,Employed Full Time,4/19/2016
1664152224,,
1664152338,Employed Full Time,5/26/2016
1664152339,,
1664301940,Employed Full Time,6/28/2016
1664301941,,
1664302165,Employed Full Time,
1664302436,Employed Full Time,2/16/2016
1664345437,Employed Full Time,4/18/2016
1664345743,Employed Full Time,4/16/2018
1664345882,,
1664345947,,
1664345948,,
1664420966,Employed Full Time,6/13/2016
1664420967,,
1664472443,Employed Full Time,5/3/2016
166450060,Employed Full Time,6/27/2016
1664532404,,
1664541527,,
1664541528,,
1664549053,Employed Full Time,6/10/2016
1664549054,,
1664550202,,
1664550203,,
1664550924,Employed Full Time,2/7/2017
1664550925,,
1664591626,Employed Full Time,9/19/2016
1664591627,,
1664609764,,
1664622631,,
1664622992,,
1664623004,,
1664623944,,1/0/1900
1664655859,Employed Full Time,1/20/2017
1664689882,,
1664689883,,
1664689884,Employed Full Time,12/7/2016
1664691579,Employed Full Time,4/21/2017
1664691732,,
1664762399,,
1664775915,Employed Full Time,1/18/2017
1664775916,,
1664776076,Employed Full Time,
1664776077,Employed Full Time,
1664813701,Not employed,1/15/2018
1664831711,,
1664831712,,
1664866183,,1/0/1900
1664866184,,1/0/1900
1664866381,,
1664866382,,
1664956094,Employed Full Time,6/23/2017
1664956095,,
1664971679,,
1664971680,,
1664971681,,
1664971682,,
1664995919,,
1664996018,Employed Full Time,3/1/2017
1664996210,,
1664996503,,1/0/1900
1664996504,,1/0/1900
1665009876,,
1665020375,,
1665020376,,
1665027286,,1/0/1900
1665027415,,
1665027416,,
16650664057,,1/0/1900
1665081876,,1/0/1900
1665081877,,1/0/1900
1665117290,,1/0/1900
1665117291,,1/0/1900
1665117496,,1/0/1900
1665117998,Employed Full Time,3/8/2018
1665155430,Employed Full Time,4/25/2017
1665371817,Employed Full Time,2/4/2018
1665435093,Employed Full Time,3/17/2018
1665435094,Not employed,
1665437090,,
1665437091,,
1665437443,,
1665437444,,
1665482723,Employed Full Time,10/19/2017
1665482724,,
16654988896,Employed Full Time,10/1/2017
1665507309,Employed Full Time,10/31/2017
1665850930,Not employed,
1665851050,Not employed,
1665851096,Not employed,
1665851299,Not employed,
1665853674,Not employed,
1665855006,Employed Full Time,2/12/2018
1665886409,Employed Full Time,11/7/2017
1665886410,,
1665927513,Employed Full Time,7/2/2018
1665941155,Employed Full Time,4/4/2018
1665941156,Not employed,
1665942743,Employed Full Time,12/18/2018
1665942744,,
1665953165,Employed Full Time,5/26/2018
1665953871,Employed Full Time,4/2/2018
1666176202,Employed Full Time,12/6/2018
16696290712,Employed Full Time,2/5/2018
16720476796,Employed Full Time,1/1/2018
16741398212,Not employed,
16750117212,Employed Full Time,7/23/2018
16768099602,Employed Full Time,10/24/2018
1683856,Not employed,
16850117212,Employed Full Time,7/16/2018
16873253441,Employed Part Time,12/1/2018
1687921514,,
16905281870,Employed Full Time,2/30/2018
1691424089,Employed Full Time,4/1/2018
16916146048,,
16922541441,Employed Full Time,10/2/2016
16950337204,Employed Part Time,12/7/2018
1698042419,Not employed,
169999992,Not employed,2/1/2018
1710745,Employed Full Time,8/8/2017
1712681,Employed Full Time,5/4/2016
1712785,Employed Full Time,5/1/2015
1712838,Employed Full Time,
1712863,Employed Full Time,9/28/2017
1712898,Not employed,5/1/2017
1713072,Not employed,
1713206,Employed Full Time,8/21/2017
1713235,Employed Full Time,10/10/2016
1713241,,
1713245,Employed Full Time,
1713247,Not employed,
1713321,Employed Full Time,1/3/2017
1713407,Not employed,
1713558,Employed Full Time,6/28/2016
1713592,Employed Full Time,5/18/2016
1713629,Not employed,8/1/2016
1713707,Employed Full Time,7/12/2016
1713728,Employed Full Time,8/28/2017
1713749,,
1713766,Employed Full Time,1/1/2017
1713781,Not employed,
1713782,Not employed,
1713831,,
1713832,Not employed,
1713850,Not employed,8/10/2016
1713876,Employed Full Time,8/17/2017
1713901,,
1713983,Employed Part Time,1/1/2000
1714004,Employed Full Time,
1714025,Employed Full Time,9/4/2017
1714113,Employed Full Time,4/3/2015
1714117,Employed Full Time,6/16/2015
1714134,Employed Full Time,10/3/2016
1724940,Not employed,
1725068,Not employed,
1725177,Employed Full Time,2/1/2008
1725479,Not employed,
1725631,Not employed,
1725792,Not employed,
1725961,Employed Full Time,3/26/2018
1726036,Employed Full Time,5/16/2016
1726387,Employed Part Time,4/3/2017
1726402,,
1726605,Not employed,
1727002,Not employed,
1727021,Not employed,
1727034,Employed Part Time,10/1/2015
1727170,Not employed,
1727542,Employed Full Time,11/9/2017
1727700,Not employed,
1727798,Employed Part Time,6/16/2016
1727848,Not employed,
1727979,Employed Part Time,1/1/2018
1728139,Employed Part Time,1/1/2018
1728243,Not employed,
1728249,Employed Full Time,9/1/2015
1728394,Employed Full Time,10/19/2017
1728399,Employed Full Time,8/14/2014
1728724,Employed Full Time,2/1/2011
1728726,Not employed,
1728731,Employed Full Time,1/1/2018
1728733,Not employed,3/19/2018
1728787,Employed Full Time,1/1/2016
1728808,Employed Full Time,4/10/2018
1728851,Not employed,
1729005,Employed Full Time,5/10/2018
1729065,Employed Full Time,1/1/2016
1729504,Not employed,
1729592,Not employed,
1729697,Employed Part Time,10/1/2018
1729708,Employed Part Time,1/1/2017
1729748,Employed Full Time,3/12/2018
1729770,Employed Full Time,5/1/2013
1730038,Not employed,
1730081,Employed Part Time,6/12/2016
1730139,Employed Full Time,11/1/2018
1730215,Not employed,
1730244,Not employed,
1730489,Employed Full Time,5/1/2016
1730556,Employed Full Time,1/1/1993
1730723,Not employed,
1730892,Employed Full Time,3/1/2017
1730956,Employed Part Time,3/19/2018
1731470,Not employed,
1731479,Employed Part Time,3/1/2018
1731542,Employed Part Time,1/1/2017
1731673,Not employed,
1731853,Not employed,
1731920,Not employed,
1732038,Not employed,4/15/2015
1732126,Employed Full Time,3/26/2018
1732348,Not employed,
1734416,Employed Part Time,1/1/2015
1736232,Employed Part Time,1/1/2012
1736538,Not employed,
1737272,Employed Part Time,1/1/2015
1738326,Employed Full Time,2/1/2015
1738481,,
1738564,Not employed,
1738575,Employed Full Time,3/8/2016
1738595,,
1738669,,
1738752,,
1738795,Not employed,10/3/2016
1738882,Not employed,
1738977,Employed Full Time,10/1/2015
1739077,Not employed,
1739078,Not employed,
1739328,Not employed,
1739382,Employed Part Time,1/1/2018
1739631,Not employed,
1740070,Not employed,
1740276,Not employed,
1740605,Employed Full Time,1/26/2018
1740690,Employed Full Time,1/10/2012
1740841,Not employed,
1741810,Not employed,
1742274,Employed Full Time,4/1/2018
1742281,Not employed,
1742686,,
1742688,Not employed,
1742809,Not employed,
1743098,Employed Full Time,5/22/2015
1743146,Employed Full Time,
1743172,Not employed,
1743173,Employed Full Time,4/29/2017
1743263,Employed Full Time,8/13/2018
1743495,Not employed,
1743537,Not employed,5/1/2016
1743545,Employed Part Time,9/15/2016
1743556,Not employed,
1743895,Employed Full Time,6/16/2009
1744045,Employed Full Time,5/31/2018
1744050,Employed Full Time,1/1/2014
1744332,,
1744864,Employed Full Time,6/1/2016
1744865,Employed Full Time,1/4/2016
1744925,Not employed,
1745100,Employed Part Time,4/1/2017
1745296,,
1745639,Employed Full Time,11/13/2015
1745640,Employed Full Time,8/15/2016
1745899,,
1746118,,
1746219,,
1746220,,
1746251,,
1746458,Not employed,3/8/2016
1746462,,
1746467,,
1746514,Employed Full Time,8/3/2016
1746517,,
1746533,,
1746595,Employed Full Time,2/1/2017
1746610,,
1746611,,
1746642,,
1746643,,
1746711,Employed Full Time,
1746712,,
1746872,Not employed,
1746926,,
1746927,,
1746945,Not employed,
1746956,,
1747078,Employed Full Time,3/13/2018
1747094,Employed Full Time,7/18/2016
1747095,,
1747109,Employed Full Time,7/1/2018
1747178,,9/1/2016
1747179,,
1747187,,
1747223,,
1747285,,9/1/2015
1747335,,
1747415,Employed Full Time,4/28/2016
1747417,,
1747477,Employed Full Time,1/1/2012
1747506,Not employed,
1747553,Employed Full Time,3/28/2016
1747698,Employed Full Time,4/4/2016
1747700,,
1747722,Employed Part Time,4/1/2017
1747816,,
1747821,,
1747822,,
1747824,,
1747825,,
1747965,Employed Full Time,5/6/2015
1748022,Not employed,8/1/2017
1748097,Employed Full Time,2/1/2016
1748121,Employed Part Time,1/1/2016
1748209,,
1748210,Employed Full Time,1/1/2016
1748346,Not employed,
1748350,,
1748371,Not employed,
1748374,,
1748409,Not employed,
1748555,,
1748562,Employed Full Time,1/1/2014
1748652,,
1748703,,
1748742,,
1748744,,
1748766,,
1748896,Not employed,
1749045,,
1749077,Not employed,
1749372,Employed Full Time,1/1/2019
1749384,,
1749387,Not employed,
1749440,Employed Full Time,4/28/2016
1749470,Employed Full Time,7/7/2017
1749495,Not employed,9/6/2016
1749499,Employed Full Time,6/1/2015
1749628,,
1749629,Employed Part Time,8/1/2000
1749663,,
1749846,Employed Full Time,8/1/2016
1749905,Not employed,
1749991,Employed Part Time,6/1/2018
1750011,Employed Full Time,5/2/2016
1750019,Employed Part Time,9/2/2016
1750020,Not employed,
1750040,,8/1/2016
1750154,Employed Full Time,9/5/2016
1750155,Employed Full Time,10/10/2016
1750298,,
1750301,Employed Full Time,9/12/2016
1750310,Not employed,
1750370,Not employed,
1750610,Employed Full Time,6/13/2016
1750691,,
1750864,Employed Full Time,8/10/2015
1750886,Not employed,11/30/2017
1750890,Not employed,
1750907,Not employed,
1750970,Employed Full Time,11/7/2016
1750974,Employed Part Time,1/1/2015
1751260,Employed Full Time,2/1/2016
1751261,Not employed,
1751353,Not employed,
1751402,Employed Full Time,1/1/2016
1751403,,
1751411,Employed Full Time,
1751412,Employed Full Time,
1751464,Employed Part Time,5/1/2015
1751502,Not employed,
1751503,Not employed,
1751587,Employed Part Time,3/1/2016
1751593,,
1751861,Not employed,
1751913,Not employed,
1752190,,
1752191,,
1752214,,
1752234,Not employed,
1752259,,
1752279,,
1752280,Employed Part Time,4/27/2017
1752285,,
1752286,Employed Full Time,7/1/2015
1752287,Employed Full Time,10/20/2016
1752289,Employed Full Time,
1752292,,
1752401,,
1752434,Employed Full Time,12/3/2018
1752455,Employed Full Time,
1752457,Not employed,
1752487,,
1752701,,
1752709,Not employed,
1752728,Not employed,
1752871,Not employed,
1752878,Employed Part Time,6/1/2018
1752912,Not employed,12/5/2016
1753036,Not employed,
1753152,Not employed,11/21/2016
1753200,Not employed,
1753201,Employed Full Time,
1753211,Employed Full Time,11/28/2016
1753244,Not employed,12/12/2016
1753331,Employed Full Time,1/9/2017
1753503,Not employed,
1753521,Employed Full Time,9/4/2007
1753522,Employed Full Time,
1753523,Employed Full Time,
1753524,Employed Full Time,
1753525,Employed Full Time,
1753644,Not employed,2/27/2016
1753750,Employed Part Time,12/19/2016
1753759,Not employed,
1753876,Not employed,
1753882,Employed Full Time,1/3/2017
1753903,Employed Full Time,4/3/2017
1753947,Employed Full Time,1/1/2003
1753948,Not employed,
1754008,Not employed,
1754009,,
1754077,Not employed,
1754106,Employed Full Time,4/30/2018
1754114,,
1754235,Employed Full Time,1/18/2010
1754304,Employed Full Time,12/12/2016
1754307,Employed Full Time,10/18/2016
1754308,Not employed,1/23/2017
1754309,Employed Part Time,1/9/2017
1754310,Not employed,4/26/2017
1754311,Employed Full Time,2/13/2017
1754313,Employed Part Time,12/5/2016
1754314,Employed Full Time,1/1/2017
1754416,Employed Full Time,12/12/2016
1754417,Employed Full Time,4/10/2017
1754477,Not employed,
1754483,Not employed,
1754486,Employed Full Time,7/1/2015
1754487,Not employed,
1754488,Not employed,
1754489,Employed Part Time,10/3/2016
1754490,Not employed,
1754493,Employed Full Time,1/1/2013
1754498,Not employed,
1754524,Not employed,
1754536,Employed Part Time,10/23/2017
1754563,Employed Full Time,9/1/2016
1754622,Employed Part Time,2/5/2018
1754652,Not employed,
1754765,Not employed,
1754768,Employed Full Time,2/8/2017
1754769,Not employed,
1754770,Not employed,
1754771,Employed Full Time,2/1/2017
1754772,Not employed,
1754842,Employed Part Time,11/1/2017
1754924,Employed Part Time,3/4/2014
1754927,Not employed,
1754928,Not employed,
1754932,Not employed,
1754934,Not employed,
1754935,Not employed,3/27/2017
1754936,Employed Full Time,1/1/2016
1755059,Employed Full Time,1/20/2016
1755088,Employed Full Time,4/25/2017
1755089,Not employed,4/20/2017
1755091,Employed Full Time,7/3/2017
1755092,Employed Full Time,5/8/2016
1755095,Not employed,3/1/2017
1755096,Not employed,3/13/2017
1755097,Not employed,
1755107,Employed Full Time,1/22/2018
1755133,Not employed,
1755171,Employed Full Time,7/20/2018
1755207,Not employed,
1755211,Employed Full Time,5/1/2015
1755213,Not employed,3/27/2017
1755215,Not employed,
1755218,Not employed,
1755219,Not employed,
1755225,Not employed,
1755267,Employed Full Time,5/1/2017
1755281,Not employed,
1755303,Employed Full Time,8/20/2018
1755348,Employed Part Time,6/1/2017
1755397,Not employed,
1755398,Not employed,
1755405,Not employed,
1755406,Not employed,3/1/2017
1755415,Not employed,
1755416,Not employed,
1755417,Not employed,
1755418,Employed Full Time,1/30/2017
1755419,Employed Part Time,11/1/2015
1755420,Employed Full Time,10/1/2015
1755426,Employed Full Time,12/1/2016
1755427,Not employed,
1755430,Employed Full Time,7/1/2016
1755433,Not employed,
1755437,Not employed,
1755456,Employed Full Time,8/15/2016
1755465,Employed Full Time,7/18/2017
1755470,Not employed,
1755493,Employed Full Time,5/23/2017
1755511,Employed Part Time,11/1/2016
1755516,Employed Full Time,12/19/2017
1755531,Not employed,
1755533,Employed Full Time,4/3/2017
1755546,Employed Full Time,1/14/2014
1755547,Employed Full Time,1/14/2014
1755565,Not employed,
1755588,Not employed,
1755591,Employed Part Time,11/1/2018
1755603,Not employed,
1755609,Employed Full Time,4/20/2017
1755626,Employed Full Time,5/14/2018
1755632,Not employed,
1755633,Not employed,
1755634,Employed Full Time,4/5/2017
1755635,Not employed,5/23/2017
1755636,Not employed,
1755643,Employed Full Time,2/5/2017
1755644,Not employed,
1755645,Employed Full Time,7/1/2016
1755669,Employed Full Time,5/15/2017
1755676,Employed Full Time,4/15/2016
1755677,Not employed,
1755710,Not employed,
1755766,Employed Full Time,6/1/2017
1755787,Not employed,
1755805,Not employed,
1755810,Not employed,9/1/2016
1755811,Employed Part Time,1/1/2017
1755813,Not employed,
1755814,Employed Part Time,10/1/2016
1755859,Not employed,
1755860,Employed Full Time,5/15/2017
1755862,Employed Full Time,5/1/2013
1755863,Not employed,
1755864,Not employed,
1755885,Not employed,
1755896,Employed Part Time,11/1/2016
1755899,Not employed,
1755900,Not employed,
1755909,Employed Part Time,9/1/2015
1756022,Not employed,
1756023,0,
1756050,Not employed,
1756202,Employed Full Time,1/30/2018
1756208,Employed Full Time,7/31/2017
1756209,Employed Full Time,8/21/2017
1756212,Not employed,
1756213,Employed Full Time,7/31/2017
1756215,Not employed,
1756240,Employed Full Time,8/1/2008
1756246,Employed Full Time,10/25/2017
1756258,Employed Full Time,5/15/2018
1756296,,
1756333,Not employed,2/12/2012
1756334,Not employed,
1756336,Employed Part Time,1/1/2017
1756340,Employed Full Time,7/17/2017
1756343,Employed Full Time,8/21/2017
1756394,Employed Full Time,1/1/2010
1756395,Not employed,6/5/2017
1756420,Employed Full Time,8/16/2017
1756459,Employed Part Time,6/1/2018
1756480,Employed Part Time,6/1/2017
1756488,Employed Full Time,8/1/2017
1756490,Employed Full Time,7/10/2017
1756491,Not employed,
1756507,Employed Part Time,5/15/2017
1756566,Not employed,7/5/2017
1756568,Employed Full Time,7/25/2018
1756596,,
1756603,Employed Full Time,4/1/2016
1756630,Employed Full Time,8/14/2017
1756631,Not employed,
1756633,Employed Full Time,9/20/2017
1756634,Not employed,
1756635,Not employed,
1756636,Employed Full Time,10/1/2016
1756723,Not employed,
1756824,Not employed,
1756825,0,
1756842,Employed Full Time,6/19/2017
1756865,Not employed,
1756867,Not employed,
1756869,0,
1756882,Employed Full Time,1/8/2018
1756945,Not employed,7/5/2017
1756946,Not employed,
1756947,Not employed,6/10/2017
1756949,,
1756958,Employed Full Time,7/31/2017
1756959,Not employed,
1756964,Employed Part Time,2/1/2017
1756965,Not employed,
1756966,Not employed,6/19/2017
1756967,Not employed,7/2/2018
1756972,Not employed,
1757002,Not employed,
1757005,Employed Part Time,7/11/2017
1757019,Not employed,6/12/2017
1757058,Employed Full Time,8/12/2017
1757083,Employed Part Time,6/12/2017
1757086,0,
1757142,Not employed,
1757151,Not employed,
1757205,Not employed,
1757241,Employed Full Time,6/28/2017
1757243,Not employed,
1757244,Not employed,
1757246,Not employed,
1757247,Not employed,
1757248,Not employed,
1757256,Employed Full Time,7/2/2018
1757276,Not employed,
1757355,Not employed,6/9/2017
1757356,Not employed,6/9/2017
1757357,Not employed,4/26/2017
1757358,Not employed,4/28/2017
1757367,Employed Part Time,4/3/2017
1757369,Not employed,
1757374,Not employed,
1757396,Employed Full Time,1/1/2018
1757445,Employed Full Time,9/1/2017
1757454,Employed Full Time,1/1/2017
1757464,,
1757465,Not employed,
1757466,Not employed,
1757467,Not employed,
1757469,,
1757471,,
1757486,Employed Full Time,9/13/2017
1757500,Not employed,
1757524,Employed Full Time,7/17/2017
1757531,Employed Full Time,1/1/1989
1757532,Not employed,
1757535,Employed Full Time,7/17/2017
1757553,Employed Part Time,4/1/2016
1757568,Employed Part Time,8/1/2015
1757571,Employed Part Time,9/1/2016
1757573,Not employed,
1757575,Not employed,
1757615,Employed Part Time,12/19/2017
1757652,Employed Part Time,8/14/2017
1757656,Employed Part Time,1/2/2017
1757657,Not employed,
1757658,Employed Full Time,4/13/2013
1757659,Not employed,
1757660,Employed Full Time,8/21/2017
1757677,Not employed,
1757683,Employed Full Time,4/2/2017
1757684,Not employed,
1757686,Employed Full Time,3/1/2017
1757687,Employed Part Time,1/19/2017
1757691,Not employed,4/10/2017
1757730,Not employed,
1757742,Employed Full Time,8/6/2018
1757756,Not employed,
1757761,Employed Full Time,1/1/2015
1757807,Employed Full Time,4/30/2018
1757813,Not employed,
1757814,Not employed,
1757821,Employed Full Time,1/2/2017
1757823,Employed Full Time,9/18/2017
1757828,Not employed,
1757870,Not employed,
1757906,Not employed,
1757938,Employed Full Time,7/25/2017
1757987,Employed Full Time,10/1/2015
1757988,Not employed,
1757989,Employed Full Time,9/18/2017
1758005,Not employed,
1758024,Not employed,
1758100,Not employed,
1758105,Employed Full Time,3/1/2018
1758146,Not employed,
1758147,Employed Full Time,7/31/2017
1758178,Employed Full Time,11/15/2016
1758180,Not employed,
1758183,Not employed,
1758200,Not employed,
1758240,Employed Part Time,2/15/2017
1758256,Not employed,
1758269,Not employed,
1758301,Employed Full Time,8/31/2017
1758302,Employed Full Time,8/28/2017
1758307,Not employed,
1758315,Not employed,
1758330,Not employed,
1758337,Employed Full Time,8/3/2015
1758346,Not employed,
1758348,Not employed,
1758425,Employed Part Time,9/24/2018
1758432,Employed Full Time,8/7/2017
1758434,Not employed,
1758435,Not employed,
1758436,Not employed,
1758450,Employed Full Time,9/18/2017
1758455,Employed Full Time,3/1/2015
1758466,Employed Full Time,9/11/2017
1758488,Not employed,1/1/2017
1758498,Employed Full Time,1/1/2017
1758504,Not employed,
1758513,Not employed,
1758515,Employed Full Time,9/26/2017
1758529,Employed Full Time,4/1/2017
1758533,Not employed,
1758534,Employed Full Time,8/21/2017
1758589,Employed Part Time,8/1/2015
1758627,Not employed,
1758633,Not employed,
1758635,Employed Full Time,1/25/2017
1758637,Employed Full Time,8/25/2017
1758639,Not employed,
1758642,Employed Full Time,2/26/2018
1758654,Not employed,
1758656,Not employed,1/1/2017
1758661,Employed Full Time,8/1/2014
1758670,Not employed,
1758679,Not employed,
1758687,Employed Part Time,5/1/2017
1758699,Not employed,
1758701,Employed Part Time,10/1/2005
1758721,Not employed,
1758750,Not employed,10/2/2017
1758774,Not employed,
1758803,Not employed,
1758805,Not employed,
1758845,Employed Full Time,10/31/2017
1758887,Employed Full Time,10/17/2017
1758897,Not employed,
1758925,Employed Part Time,9/1/2018
1758984,Employed Part Time,2/1/2017
1758985,Not employed,
1758989,Not employed,
1759028,Employed Full Time,1/2/2018
1759048,Employed Full Time,12/26/2017
1759051,Not employed,
1759060,Not employed,
1759100,Not employed,
1759128,Not employed,
1759134,Employed Full Time,2/1/2013
1759224,Employed Full Time,12/4/2017
1759253,Employed Part Time,8/1/2017
1759321,Not employed,
1759351,Not employed,
1759353,Employed Part Time,5/1/2017
1759356,Not employed,
1759359,Not employed,
1759363,Employed Part Time,5/1/2013
1759412,Not employed,
1759448,Not employed,
1759451,Employed Full Time,8/6/2018
1759486,Not employed,
1759498,Not employed,
1759501,Employed Full Time,1/25/2018
1759502,Not employed,
1759513,Not employed,
1759514,Employed Full Time,11/1/2017
1759517,Employed Full Time,10/11/2017
1759544,Not employed,
1759545,Not employed,
1759569,Employed Full Time,3/19/2018
1759623,Not employed,
1759627,Not employed,
1759635,Employed Full Time,11/1/2017
1759655,Not employed,
1759710,Not employed,
1759741,Not employed,
1759747,Employed Full Time,1/16/2018
1759749,Employed Full Time,10/24/2017
1759752,Employed Full Time,11/1/2017
1759760,Not employed,
1759768,Employed Part Time,6/1/2017
1759772,Not employed,
1759773,Not employed,
1759774,Not employed,
1759778,Employed Full Time,1/19/2018
1760181,Employed Part Time,1/1/2016
1760210,Not employed,
1760212,Not employed,
1760213,Not employed,
1760244,Employed Full Time,10/1/2017
1760297,Not employed,
1760299,Employed Full Time,10/2/2017
1760301,Not employed,
1760892,Not employed,
1761550,Not employed,
1761607,Not employed,
1761615,Not employed,
1761617,Not employed,3/14/2018
1761620,Not employed,
1761630,Not employed,
1761633,Not employed,
1761634,Employed Part Time,1/1/2005
1761650,Not employed,
1761683,Employed Full Time,1/8/2018
1761717,Employed Part Time,8/1/2017
1761736,Not employed,
1761814,Employed Full Time,10/1/2017
1761815,Not employed,
1761816,Employed Part Time,10/16/2017
1761817,Employed Part Time,8/21/2017
1761845,Not employed,
1761846,Not employed,
1761849,Employed Full Time,9/15/2016
1761850,Not employed,
1761892,Employed Full Time,9/4/2018
1761898,Employed Part Time,7/1/2017
1761962,Not employed,
1761988,Not employed,
1761989,Not employed,
1762033,Not employed,
1762048,Employed Full Time,9/1/2017
1762075,Not employed,
1768613,Not employed,
1768803,Not employed,
1768805,Not employed,
