employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted
13530,Yes,Not employed,,,,
13531,Yes,Not employed,,,,
13532,Yes,Not employed,,,,
13533,Yes,Not employed,,,,
13534,Yes,Not employed,,,,
13535,Yes,Employed Full Time,2008-08-01 00:00:00,,,
13536,Yes,Not employed,,,,
13537,Yes,Employed Part Time,2012-02-12 00:00:00,,,
13538,Yes,Not employed,,,,
13539,Yes,Employed Part Time,2017-01-01 00:00:00,,,
13540,Yes,Not employed,2017-05-15 00:00:00,,,
13541,Yes,Not employed,,,,
13542,Yes,Employed Full Time,2010-01-01 00:00:00,,,
13543,Yes,Not employed,2017-06-05 00:00:00,,,
13544,Yes,Employed Part Time,2017-06-01 00:00:00,,,
13545,Yes,Not employed,,,,
13546,Yes,Employed Full Time,2017-07-10 00:00:00,,,
13547,Yes,Not employed,,,,
13548,Yes,Not employed,2017-07-05 00:00:00,,,
13549,Yes,Not employed,2017-07-10 00:00:00,,,
13550,,Employed Full Time,2016-04-01 00:00:00,,,
13551,Yes,Not employed,,,,
13552,Yes,Not employed,,,,
13553,Yes,Not employed,2013-08-01 00:00:00,,,
13554,Yes,Not employed,,,,
13555,Yes,Not employed,,,,
13556,Yes,Employed Full Time,2016-10-01 00:00:00,,,
13557,Yes,Not employed,,,,
13558,,0,,,,
13559,Yes,Employed Full Time,2017-06-19 00:00:00,,,
13560,Yes,Not employed,,,,
13561,Yes,Not employed,,,,
13562,,0,,,,
13563,Yes,Not employed,2017-07-05 00:00:00,,,
13564,Yes,Not employed,,,,
13565,Yes,Not employed,2017-06-10 00:00:00,,,
13566,Yes,Not employed,,,,
13567,Yes,Not employed,,,,
13568,Yes,Employed Part Time,2017-02-01 00:00:00,,,
13569,Yes,Not employed,,,,
13570,Yes,Not employed,2017-06-19 00:00:00,,,
13571,Yes,Not employed,,,,
13572,Yes,Not employed,,,,
13573,Yes,Not employed,,,,
13574,Yes,Not employed,2017-06-12 00:00:00,,,
13575,Yes,Not employed,,,,
13576,Yes,Not employed,2017-06-12 00:00:00,,,
13577,,0,,,,
13578,Yes,Not employed,,,,
13579,Yes,Not employed,,,,
13580,Yes,Not employed,,,,
13581,Yes,Employed Full Time,2017-06-28 00:00:00,,,
13582,Yes,Not employed,,,,
13583,Yes,Not employed,,,,
13584,Yes,Not employed,,,,
13585,Yes,Not employed,2017-06-09 00:00:00,,,
13586,Yes,Not employed,2017-06-09 00:00:00,,,
13587,Yes,Not employed,2017-04-26 00:00:00,,,
13588,Yes,Not employed,2017-04-28 00:00:00,,,
13589,Yes,Not employed,,,,
13590,Yes,Not employed,,,,
13591,Yes,Not employed,,,,
13592,Yes,Employed Part Time,2016-09-01 00:00:00,,,
13593,Yes,Not employed,,,,
13594,Yes,Not employed,,,,
13595,,Employed Full Time,2017-04-02 00:00:00,,,
13596,,Employed Full Time,2017-03-01 00:00:00,,,
13597,,Not employed,2017-04-10 00:00:00,,,
13598,No,Employed Full Time,1988-08-01 00:00:00,Yes,No,No
13599,No,Employed Full Time,2017-01-30 00:00:00,Yes,No,No
13600,No,Employed Part Time,2016-10-16 00:00:00,Yes,No,No
13601,Yes,Not employed,,No,No,No
13602,No,Employed Part Time,2014-01-30 00:00:00,Yes,No,No
13603,No,Not employed,,No,No,No
13604,No,Employed Full Time,2015-08-31 00:00:00,Yes,No,No
13605,No,Employed Full Time,2015-12-28 00:00:00,Yes,No,No
13606,No,Employed Full Time,2015-03-20 00:00:00,Yes,No,No
13607,No,Employed Part Time,2016-05-27 00:00:00,Yes,No,No
13608,No,Employed Full Time,2017-05-30 00:00:00,No,No,No
13609,No,Employed Full Time,2015-02-01 00:00:00,Yes,No,No
13610,No,Not employed,,No,No,No
13611,No,Employed Full Time,2010-03-04 00:00:00,Yes,No,No
13612,Yes,Employed Full Time,2017-01-09 00:00:00,Yes,No,No
13613,No,Employed Part Time,2015-09-14 00:00:00,Yes,No,No
13614,No,Employed Full Time,2016-02-15 00:00:00,Yes,Yes,Yes
13615,No,Employed Full Time,2016-05-23 00:00:00,Yes,No,No
13616,No,Employed Part Time,2016-09-11 00:00:00,Yes,No,No
13617,Yes,Employed Full Time,2017-02-20 00:00:00,Yes,No,No
13618,No,Employed Full Time,2015-01-15 00:00:00,Yes,Yes,Yes
13619,No,Employed Full Time,2015-01-05 00:00:00,Yes,No,No
13620,No,Employed Part Time,2016-06-01 00:00:00,Yes,No,No
13621,No,Not employed,,No,No,No
13622,No,Employed Full Time,2017-04-03 00:00:00,Yes,No,No
13623,No,Employed Part Time,2010-09-04 00:00:00,Yes,No,No
13624,No,Employed Full Time,2016-04-01 00:00:00,Yes,Yes,No
13625,No,Not employed,,No,No,No
13626,No,Not employed,,No,Yes,Yes
13627,No,Employed Full Time,2015-05-12 00:00:00,Yes,Yes,No
13628,No,Not employed,,No,No,No
13629,No,Employed Part Time,2016-12-01 00:00:00,Yes,No,No
13630,No,Not employed,,No,No,No
13631,No,Employed Full Time,2017-03-15 00:00:00,Yes,Yes,No
13632,Yes,Employed Full Time,2016-03-18 00:00:00,Yes,No,No
13633,No,Not employed,,No,No,No
13634,No,Employed Part Time,2015-08-24 00:00:00,Yes,No,No
13635,No,Not employed,,No,No,No
13636,No,Employed Part Time,2014-03-05 00:00:00,Yes,No,No
13637,Yes,Not employed,,No,No,No
13638,No,Employed Full Time,2017-03-20 00:00:00,Yes,No,No
13639,No,Employed Full Time,2017-04-12 00:00:00,Yes,Yes,Yes
13640,Yes,Not employed,,No,No,No
13641,No,Employed Full Time,2016-02-22 00:00:00,Yes,No,No
13642,Yes,Employed Part Time,2017-02-09 00:00:00,Yes,No,No
13643,No,Employed Full Time,2016-05-31 00:00:00,Yes,No,No
13644,No,Employed Part Time,2017-01-12 00:00:00,Yes,No,No
13645,No,Employed Full Time,2017-04-03 00:00:00,Yes,No,No
13646,No,Employed Full Time,2014-07-07 00:00:00,Yes,Yes,No
13647,No,Not employed,,No,No,No
13648,Yes,Employed Full Time,2017-05-19 00:00:00,Yes,Yes,No
13649,No,Employed Part Time,2016-05-23 00:00:00,Yes,No,No
13650,No,Not employed,,No,Yes,No
13651,No,Not employed,,Yes,No,No
13652,No,Employed Full Time,2016-10-24 00:00:00,Yes,No,No
13653,No,Employed Full Time,2001-08-11 00:00:00,Yes,No,No
13654,No,Employed Full Time,2007-09-01 00:00:00,Yes,No,No
13655,No,Employed Full Time,2009-02-02 00:00:00,Yes,No,No
13656,No,Employed Full Time,2010-09-01 00:00:00,Yes,No,No
13657,No,Employed Full Time,2016-10-01 00:00:00,Yes,No,No
13658,No,Employed Part Time,2015-08-03 00:00:00,Yes,No,No
13659,No,Employed Full Time,2016-11-01 00:00:00,Yes,No,No
13660,No,Employed Full Time,2015-08-12 00:00:00,Yes,No,No
13661,No,Employed Full Time,2017-01-09 00:00:00,Yes,No,No
13662,No,Employed Part Time,2016-12-01 00:00:00,Yes,No,No
13663,No,Not employed,,No,No,No
13664,No,Employed Part Time,2016-05-01 00:00:00,Yes,No,No
13665,No,Not employed,,No,Yes,No
13666,No,Not employed,,No,No,No
13667,No,Employed Full Time,2012-10-11 00:00:00,Yes,No,No
13668,No,Employed Full Time,2016-05-23 00:00:00,Yes,No,No
13669,No,Employed Part Time,2015-08-01 00:00:00,Yes,No,No
13670,Yes,Employed Full Time,2016-12-06 00:00:00,Yes,No,No
13671,No,Employed Full Time,2016-05-01 00:00:00,Yes,No,No
13672,Yes,Employed Full Time,2016-07-25 00:00:00,Yes,No,No
13673,No,Employed Full Time,2016-10-25 00:00:00,Yes,No,No
13674,Yes,Not employed,,No,No,No
13675,No,Employed Full Time,2016-10-15 00:00:00,Yes,No,No
13676,No,Employed Part Time,2017-02-01 00:00:00,Yes,No,No
13677,No,Employed Full Time,2012-03-11 00:00:00,Yes,No,No
13678,No,Employed Full Time,2015-08-01 00:00:00,Yes,No,No
13679,No,Not employed,,No,No,No
13680,No,Employed Full Time,2004-01-12 00:00:00,Yes,No,No
13681,No,Employed Full Time,2017-01-16 00:00:00,Yes,No,No
13682,No,Employed Part Time,2017-02-28 00:00:00,Yes,No,No
13683,No,Employed Part Time,2015-10-05 00:00:00,Yes,No,No
13684,Yes,Employed Part Time,2016-05-10 00:00:00,Yes,No,No
13685,No,Employed Full Time,2017-01-01 00:00:00,Yes,Yes,No
13686,No,Employed Full Time,2016-09-12 00:00:00,Yes,Yes,No
13687,No,Employed Full Time,2016-07-05 00:00:00,Yes,No,No
13688,Yes,Employed Full Time,2015-04-05 00:00:00,Yes,No,No
13689,No,Not employed,,No,No,No
13690,No,Employed Part Time,2015-11-01 00:00:00,Yes,No,No
13691,No,Not employed,,No,No,No
13692,No,Employed Full Time,2017-05-16 00:00:00,Yes,No,No
13693,No,Employed Full Time,2014-01-30 00:00:00,Yes,Yes,Yes
13694,No,Not employed,,No,No,No
13695,No,Employed Part Time,2016-06-18 00:00:00,Yes,No,No
13696,No,Employed Full Time,2016-08-26 00:00:00,Yes,No,No
13697,Yes,Employed Full Time,2017-02-16 00:00:00,Yes,Yes,Yes
13698,Yes,Employed Full Time,2016-11-14 00:00:00,Yes,No,No
13699,No,Employed Full Time,2015-08-22 00:00:00,Yes,No,No
13700,No,Not employed,,No,No,No
13701,No,Employed Full Time,2015-08-04 00:00:00,Yes,No,No
13702,No,Employed Full Time,2016-06-01 00:00:00,Yes,No,No
13703,No,Employed Full Time,2013-06-01 00:00:00,Yes,No,No
13704,No,Employed Part Time,2016-05-15 00:00:00,Yes,No,No
13705,No,Employed Full Time,2016-08-29 00:00:00,Yes,No,No
13706,No,Employed Part Time,2015-07-01 00:00:00,Yes,No,No
13707,No,Employed Full Time,2015-08-15 00:00:00,Yes,No,No
13708,No,Employed Part Time,2014-08-20 00:00:00,Yes,No,No
13709,No,Employed Full Time,2012-09-01 00:00:00,Yes,No,No
13710,No,Employed Full Time,2016-10-03 00:00:00,Yes,No,No
13711,No,Employed Part Time,2016-10-03 00:00:00,Yes,No,No
13712,No,Employed Part Time,2016-09-01 00:00:00,Yes,No,No
13713,No,Employed Full Time,2016-10-17 00:00:00,Yes,No,No
13714,No,Employed Part Time,2017-04-17 00:00:00,Yes,No,No
13715,No,Employed Full Time,2015-08-01 00:00:00,Yes,No,No
13716,No,Not employed,,No,No,No
13717,Yes,Employed Full Time,2017-05-01 00:00:00,No,No,No
13718,No,Employed Full Time,2016-08-22 00:00:00,Yes,No,No
13719,No,Employed Full Time,2016-05-11 00:00:00,Yes,No,No
13720,Yes,Employed Full Time,2017-02-28 00:00:00,Yes,No,No
13721,No,Employed Full Time,2016-01-14 00:00:00,Yes,No,No
13722,Yes,Employed Full Time,2016-11-14 00:00:00,Yes,No,No
13723,No,Not employed,,No,No,No
13724,Yes,Employed Full Time,,,Yes,Yes
13725,Yes,,,,Yes,Yes
13726,,Employed Full Time,2016-04-01 00:00:00,,Yes,Yes
13727,,Employed Full Time,2016-03-21 00:00:00,,Yes,Yes
13728,,Employed Part Time,,,Yes,Yes
13729,,Employed Part Time,,,Yes,Yes
13730,Yes,Employed Part Time,2014-06-06 00:00:00,,No,No
13731,Yes,,,,,
13732,Yes,Employed Full Time,,,Yes,Yes
13733,Yes,,,,,
13734,,Employed Full Time,,,Yes,
13735,Yes,Not employed,,,Yes,
13736,,Employed Part Time,,,Yes,Yes
13737,Yes,Employed Full Time,2015-12-04 00:00:00,,Yes,Yes
13738,Yes,Employed Full Time,2014-08-13 00:00:00,,Yes,Yes
13739,,Employed Full Time,2015-09-22 00:00:00,,Yes,Yes
13740,,Employed Full Time,2016-03-07 00:00:00,,Yes,Yes
13741,Yes,Not employed,,,Yes,
13742,,,,,Yes,
13743,,Employed Full Time,2015-10-11 00:00:00,,Yes,Yes
13744,,Employed Full Time,,,Yes,
13745,,Employed Full Time,2016-01-11 00:00:00,,Yes,Yes
13746,,Employed Full Time,2016-01-25 00:00:00,,Yes,Yes
13747,,Employed Part Time,,,Yes,Yes
13748,,Employed Full Time,2015-11-25 00:00:00,,Yes,Yes
13749,Yes,Not employed,,,Yes,
13750,,Not employed,,,Yes,Yes
13751,,Employed Part Time,2016-03-28 00:00:00,,Yes,Yes
13752,Yes,Employed Full Time,2016-05-05 00:00:00,,Yes,Yes
13753,,Not employed,,,Yes,Yes
13754,,Employed Full Time,2016-02-08 00:00:00,,,
13755,,Employed Full Time,2016-03-01 00:00:00,,Yes,Yes
13756,,Employed Full Time,2016-06-20 00:00:00,,Yes,Yes
13757,,Employed Full Time,2015-11-02 00:00:00,,Yes,Yes
13758,,Employed Full Time,2016-02-08 00:00:00,,Yes,Yes
13759,,Employed Full Time,,,Yes,Yes
13760,,Not employed,,,Yes,Yes
13761,,Employed Full Time,2016-12-12 00:00:00,,Yes,Yes
13762,,Not employed,,,Yes,Yes
13763,Yes,Employed Full Time,2016-10-01 00:00:00,,Yes,Yes
13764,,Employed Full Time,2016-08-08 00:00:00,,Yes,Yes
13765,Yes,Employed Full Time,2016-11-07 00:00:00,,Yes,Yes
13766,,Not employed,,,Yes,Yes
13767,Yes,Employed Part Time,2016-05-25 00:00:00,,Yes,Yes
13768,Yes,Employed Full Time,,,Yes,Yes
13769,,Employed Full Time,2016-02-08 00:00:00,,Yes,Yes
13770,Yes,Employed Part Time,2017-04-10 00:00:00,,,
13771,Yes,Not employed,,,Yes,Yes
13772,,Not employed,,,Yes,
13773,,Not employed,,,No,No
13774,Yes,Employed Full Time,,,Yes,
13775,Yes,Employed Full Time,2016-12-07 00:00:00,,Yes,Yes
13776,Yes,Employed Full Time,,,Yes,Yes
13777,Yes,Not employed,,,Yes,
13778,Yes,Not employed,,,Yes,Yes
13779,Yes,Employed Full Time,2016-01-04 00:00:00,,,Yes
13780,Yes,,,,,
13781,Yes,Employed Full Time,2016-09-16 00:00:00,,Yes,Yes
13782,Yes,Employed Full Time,2016-07-07 00:00:00,,No,Yes
13783,Yes,Employed Full Time,2016-07-20 00:00:00,,Yes,Yes
13784,Yes,Employed Full Time,2016-05-13 00:00:00,,Yes,Yes
13785,Yes,Employed Full Time,,,Yes,Yes
13786,Yes,Not employed,,,Yes,Yes
13787,Yes,Not employed,,,Yes,
13788,,Employed Full Time,2016-08-15 00:00:00,,,
13789,Yes,Employed Full Time,2016-04-28 00:00:00,,Yes,Yes
13790,Yes,Not employed,,,Yes,Yes
13791,Yes,Employed Full Time,2016-12-02 00:00:00,,Yes,Yes
13792,Yes,Not employed,,,Yes,Yes
13793,Yes,Employed Full Time,2016-06-01 00:00:00,,Yes,Yes
13794,Yes,Employed Full Time,2016-08-15 00:00:00,,Yes,Yes
13795,Yes,Employed Part Time,,,Yes,Yes
13796,Yes,Not employed,,,Yes,Yes
13797,,Employed Part Time,,,Yes,Yes
13798,,Not employed,,,,No
13799,Yes,Employed Part Time,,,Yes,Yes
13800,Yes,Not employed,,,Yes,Yes
13801,Yes,Not employed,,,Yes,Yes
13802,Yes,Employed Full Time,2016-06-27 00:00:00,,Yes,Yes
13803,Yes,Employed Part Time,2017-03-17 00:00:00,,Yes,Yes
13804,Yes,Employed Full Time,,,Yes,Yes
13805,Yes,Employed Full Time,,,Yes,Yes
13806,Yes,Not employed,,,Yes,Yes
13807,Yes,Employed Full Time,,,Yes,Yes
13808,Yes,Not employed,,,Yes,
13809,Yes,Employed Full Time,2016-07-11 00:00:00,,Yes,Yes
13810,Yes,Not employed,,,Yes,Yes
13811,Yes,Employed Full Time,2016-07-25 00:00:00,,Yes,Yes
13812,Yes,Employed Full Time,,,Yes,Yes
13813,Yes,Not employed,,,Yes,Yes
13814,Yes,Employed Full Time,2017-03-30 00:00:00,,Yes,Yes
13815,Yes,,,,,
13816,Yes,Employed Part Time,2017-03-27 00:00:00,,Yes,Yes
13817,Yes,Employed Full Time,2016-12-28 00:00:00,,Yes,Yes
13818,Yes,Employed Part Time,,,Yes,Yes
13819,,,,,,
13820,,Not employed,,,,
13821,Yes,,,,,
13822,Yes,Employed Full Time,2016-08-12 00:00:00,,Yes,Yes
13823,Yes,Employed Part Time,,,Yes,Yes
13824,Yes,Employed Full Time,,,Yes,Yes
13825,Yes,Employed Full Time,2016-10-15 00:00:00,,Yes,Yes
13826,Yes,Employed Full Time,2016-10-17 00:00:00,,Yes,Yes
13827,Yes,Employed Full Time,2017-02-21 00:00:00,,Yes,Yes
13828,Yes,Employed Full Time,2017-07-05 00:00:00,,No,Yes
13829,Yes,Employed Full Time,,,Yes,Yes
13830,Yes,Employed Full Time,2016-10-24 00:00:00,,Yes,Yes
13831,Yes,Employed Full Time,2016-09-13 00:00:00,,Yes,Yes
13832,,Not employed,,,No,No
13833,Yes,Not employed,,,Yes,Yes
13834,Yes,Employed Full Time,2017-06-26 00:00:00,,No,Yes
13835,Yes,Not employed,,,Yes,Yes
13836,Yes,Not employed,,,No,Yes
13837,Yes,Employed Full Time,2017-01-02 00:00:00,,Yes,Yes
13838,Yes,Employed Full Time,2017-02-20 00:00:00,,Yes,Yes
13839,,Employed Part Time,,,No,No
13840,,Not employed,,,,
13841,,Employed Part Time,,,,
13842,Yes,Employed Part Time,2016-12-12 00:00:00,,Yes,Yes
13843,Yes,Employed Full Time,2016-10-10 00:00:00,,Yes,Yes
13844,Yes,Employed Full Time,2016-09-19 00:00:00,,Yes,Yes
13845,,Employed Full Time,,,No,No
13846,Yes,Employed Full Time,2017-04-20 00:00:00,,,
13847,Yes,Employed Full Time,,,Yes,Yes
13848,Yes,Employed Full Time,2016-11-21 00:00:00,,Yes,Yes
13849,,Employed Full Time,2016-12-13 00:00:00,,,
13850,Yes,Employed Full Time,2017-05-09 00:00:00,,Yes,Yes
13851,Yes,Not employed,,,No,Yes
13852,Yes,,,,,
13853,Yes,Employed Full Time,,,Yes,Yes
13854,Yes,Not employed,,,Yes,Yes
13855,Yes,Employed Part Time,,,Yes,Yes
13856,,Employed Full Time,2017-01-05 00:00:00,,,
13857,Yes,Employed Part Time,2017-01-09 00:00:00,,,
13858,Yes,Employed Full Time,2017-04-07 00:00:00,,,
13859,Yes,Employed Part Time,2016-10-01 00:00:00,,Yes,Yes
13860,Yes,Employed Full Time,2017-04-25 00:00:00,,Yes,Yes
13861,Yes,Not employed,,,Yes,Yes
13862,Yes,Employed Full Time,,,Yes,
13863,,Not employed,,,No,No
13864,Yes,Employed Full Time,2017-05-22 00:00:00,,Yes,Yes
13865,Yes,Employed Full Time,2016-12-16 00:00:00,,Yes,Yes
13866,Yes,Employed Full Time,2017-04-03 00:00:00,,Yes,Yes
13867,Yes,Not employed,,,Yes,Yes
13868,Yes,Employed Full Time,,,,No
13869,Yes,Employed Full Time,2017-06-02 00:00:00,,Yes,Yes
13870,Yes,Not employed,,,Yes,Yes
13871,Yes,Not employed,,,Yes,Yes
13872,Yes,,,,,
13873,Yes,Employed Full Time,2017-06-06 00:00:00,,Yes,Yes
13874,Yes,Not employed,,,Yes,Yes
13875,Yes,,,,,
13876,Yes,,,,,
13877,,Employed Part Time,2017-01-09 00:00:00,,,
13878,Yes,Employed Full Time,2017-02-24 00:00:00,,Yes,No
13879,Yes,Employed Full Time,2017-04-04 00:00:00,,Yes,Yes
13880,Yes,Not employed,,,Yes,Yes
13881,Yes,Employed Full Time,2017-06-12 00:00:00,,Yes,Yes
13882,Yes,Employed Full Time,,,Yes,Yes
13883,Yes,Employed Full Time,,,Yes,Yes
13884,Yes,,,,,
13885,Yes,Employed Full Time,2017-04-11 00:00:00,,Yes,Yes
13886,Yes,Not employed,,,Yes,No
13887,Yes,,,,,
13888,Yes,Employed Part Time,,,Yes,Yes
13889,Yes,Employed Full Time,,,Yes,Yes
13890,Yes,,,,,
13891,Yes,Employed Full Time,2017-03-20 00:00:00,,,
13892,,Employed Part Time,2017-02-07 00:00:00,,,
13893,Yes,Not employed,,,Yes,Yes
13894,Yes,Employed Part Time,,,Yes,Yes
13895,Yes,Employed Full Time,,,Yes,Yes
13896,Yes,Employed Full Time,2017-06-18 00:00:00,,Yes,Yes
13897,Yes,Not employed,,,Yes,Yes
13898,Yes,Employed Full Time,,,Yes,Yes
13899,Yes,,,,,
13900,Yes,Employed Full Time,2017-11-28 00:00:00,,Yes,Yes
13901,Yes,Employed Full Time,2017-01-23 00:00:00,,Yes,Yes
13902,Yes,Employed Full Time,,,Yes,
13903,Yes,Employed Part Time,,,Yes,Yes
13904,Yes,Not employed,,,Yes,Yes
13905,Yes,Employed Full Time,,,Yes,Yes
13906,Yes,Employed Full Time,2017-06-21 00:00:00,,Yes,Yes
13907,Yes,Employed Part Time,,,Yes,
13908,Yes,Employed Part Time,2017-05-03 00:00:00,,,
13909,Yes,Not employed,,,Yes,
13910,Yes,,,,,
13911,Yes,,,,,
13912,Yes,,,,,
13913,Yes,,,,,
13914,Yes,,,,,
13915,,,,,,
13916,Yes,Employed Full Time,,,Yes,
13917,Yes,Employed Full Time,,,Yes,
13918,Yes,Not employed,,,Yes,
13919,Yes,Employed Part Time,,,Yes,
13920,Yes,Employed Full Time,,,Yes,
13921,Yes,Employed Part Time,,,Yes,
13922,Yes,Not employed,,,Yes,
13923,Yes,Not employed,,,Yes,
13924,Yes,Employed Part Time,,,Yes,
13925,Yes,Employed Full Time,,,Yes,
13926,Yes,Employed Full Time,,,Yes,
13927,Yes,Employed Full Time,,,No,
13928,Yes,Not employed,,,Yes,
13929,Yes,Not employed,,,Yes,
13930,Yes,Not employed,,,Yes,
13931,Yes,Employed Full Time,,,Yes,
13932,Yes,Employed Full Time,,,Yes,
13933,Yes,Employed Full Time,,,Yes,
13934,Yes,Not employed,,,Yes,
13935,Yes,Not employed,,No,,
13936,Yes,Employed Full Time,2017-05-15 00:00:00,Yes,,
13937,Yes,Employed Full Time,2017-02-14 00:00:00,Yes,,
13938,Yes,Employed Full Time,2017-02-14 00:00:00,Yes,Yes,Yes
13939,Yes,Employed Full Time,2017-05-22 00:00:00,Yes,Yes,Yes
13940,Yes,Employed Full Time,2017-03-20 00:00:00,Yes,,
13941,Yes,Employed Full Time,2017-03-06 00:00:00,No,Yes,Yes
13942,Yes,Employed Full Time,2014-08-01 00:00:00,Yes,,
13943,Yes,Employed Full Time,2015-03-01 00:00:00,Yes,,
13944,Yes,Employed Full Time,2017-05-22 00:00:00,Yes,,
13945,Yes,Not employed,,No,,
13946,Yes,Not employed,,No,,
13947,Yes,Employed Full Time,2017-04-17 00:00:00,Yes,,
13948,Yes,Not employed,,No,,
13949,Yes,Employed Full Time,2017-03-20 00:00:00,Yes,,
13950,Yes,Employed Full Time,2016-08-08 00:00:00,Yes,,
13951,Yes,Employed Full Time,2016-04-29 00:00:00,Yes,,
13952,Yes,Employed Full Time,2016-07-19 00:00:00,Yes,,
13953,Yes,Employed Full Time,2016-05-09 00:00:00,Yes,,
13954,Yes,Employed Full Time,2017-03-08 00:00:00,Yes,,
13955,Yes,Employed Full Time,2016-10-27 00:00:00,Yes,,
13956,No,Employed Full Time,2016-12-12 00:00:00,Yes,No,No
13957,No,Not employed,,No,No,No
13958,No,Employed Full Time,2016-09-26 00:00:00,Yes,No,No
13959,No,Employed Full Time,2016-05-16 00:00:00,Yes,No,No
13960,No,Employed Part Time,2016-10-03 00:00:00,Yes,No,No
13961,Yes,Employed Full Time,2016-02-09 00:00:00,Yes,No,No
13962,Yes,Not employed,,No,No,No
13963,No,Employed Full Time,2016-10-18 00:00:00,Yes,No,No
13964,No,Employed Full Time,2009-06-02 00:00:00,Yes,No,No
13965,Yes,Not employed,,No,Yes,No
13966,No,Not employed,,No,No,No
13967,No,Employed Full Time,2013-06-01 00:00:00,Yes,No,No
13968,No,Employed Full Time,2017-01-16 00:00:00,Yes,No,No
13969,No,Not employed,,No,No,No
13970,No,Employed Full Time,2017-01-18 00:00:00,Yes,No,No
13971,No,Employed Full Time,2009-06-02 00:00:00,Yes,No,No
13972,No,Employed Full Time,2007-01-01 00:00:00,Yes,No,No
13973,Yes,Employed Full Time,2017-01-23 00:00:00,Yes,No,No
13974,No,Employed Part Time,2016-08-15 00:00:00,Yes,Yes,Yes
13975,No,Employed Part Time,2006-11-01 00:00:00,Yes,No,No
13976,No,Employed Full Time,2016-11-16 00:00:00,Yes,No,No
13977,No,Employed Full Time,2016-04-01 00:00:00,Yes,No,No
13978,No,Employed Full Time,2016-05-20 00:00:00,Yes,No,No
13979,No,Employed Full Time,2013-09-20 00:00:00,Yes,No,No
13980,Yes,Employed Full Time,2017-05-08 00:00:00,No,Yes,Yes
13981,No,Employed Full Time,2017-03-04 00:00:00,Yes,No,No
13982,Yes,Not employed,,No,No,No
13983,No,Employed Full Time,2016-07-01 00:00:00,Yes,No,No
13984,No,Employed Full Time,2017-02-01 00:00:00,Yes,No,No
13985,Yes,Employed Full Time,2016-07-01 00:00:00,Yes,No,No
13986,No,Not employed,,No,No,No
13987,Yes,Employed Full Time,2017-01-26 00:00:00,Yes,No,No
13988,No,Employed Part Time,2017-01-11 00:00:00,Yes,No,No
13989,Yes,Employed Full Time,2017-01-16 00:00:00,Yes,No,No
13990,Yes,Employed Full Time,2017-02-24 00:00:00,Yes,No,No
13991,Yes,Not employed,,No,No,No
13992,Yes,Employed Full Time,2016-08-07 00:00:00,Yes,No,No
13993,No,Employed Full Time,2016-04-01 00:00:00,Yes,No,No
13994,No,Employed Part Time,2009-01-15 00:00:00,Yes,No,No
13995,No,Not employed,,No,No,No
13996,No,Employed Full Time,2016-09-06 00:00:00,Yes,No,No
13997,No,Employed Full Time,2014-02-01 00:00:00,Yes,No,No
13998,No,Not employed,,No,No,No
13999,No,Not employed,,No,No,No
14000,No,Employed Full Time,2017-02-24 00:00:00,No,No,No
14001,Yes,Employed Part Time,2017-06-01 00:00:00,No,No,No
14002,Yes,Not employed,,No,No,No
14003,Yes,Employed Full Time,2016-12-07 00:00:00,Yes,,
14004,Yes,Not employed,,No,Yes,Yes
14005,Yes,Employed Full Time,2017-02-06 00:00:00,Yes,,
14006,Yes,Employed Full Time,2017-05-08 00:00:00,Yes,Yes,Yes
14007,Yes,Employed Full Time,2010-11-01 00:00:00,Yes,,
14008,Yes,Employed Full Time,2016-10-09 00:00:00,Yes,,
14009,Yes,Employed Full Time,2017-01-30 00:00:00,Yes,,
14010,Yes,Employed Full Time,2013-10-01 00:00:00,Yes,,
14011,Yes,Employed Full Time,2017-04-21 00:00:00,,,
14012,Yes,Employed Full Time,2017-04-25 00:00:00,,,
14013,,Not employed,,,,
14014,,Employed Full Time,2017-02-08 00:00:00,,,
14015,,Not employed,,,,
14016,Yes,Employed Full Time,2017-03-10 00:00:00,,Yes,Yes
14017,,Employed Full Time,2017-02-06 00:00:00,,,
14018,,Employed Full Time,2017-02-20 00:00:00,,,
14019,,Employed Full Time,2017-02-06 00:00:00,,,
14020,,Employed Full Time,2017-02-06 00:00:00,,,
14021,,Not employed,,,,
14022,,Employed Full Time,2017-03-01 00:00:00,,,
14023,,Employed Full Time,2016-12-15 00:00:00,Yes,,
14024,,Not employed,,,,
14025,,Employed Full Time,2017-02-22 00:00:00,Yes,,
14026,,Employed Full Time,2017-04-01 00:00:00,,,
14027,,Employed Full Time,2017-02-24 00:00:00,,,
14028,,Employed Full Time,2017-02-10 00:00:00,,,
14029,,Not employed,,,,
14030,,Employed Full Time,2017-02-27 00:00:00,,,
14031,,Employed Part Time,2017-03-09 00:00:00,,,
14032,,Employed Full Time,2017-02-01 00:00:00,,,
14033,,Employed Part Time,2017-03-27 00:00:00,,,
14034,Yes,Not employed,,No,No,No
14035,Yes,Not employed,,No,No,No
14036,Yes,Employed Full Time,2016-10-04 00:00:00,Yes,No,No
14037,Yes,Employed Full Time,2017-04-04 00:00:00,Yes,No,No
14038,Yes,Not employed,,No,No,No
14039,Yes,Not employed,,No,No,No
14040,Yes,Not employed,,No,No,No
