empid_varchar,emp_varchar,empid_varchar,emp_emp,empid_varchar,emp_excel,recordid,clientid
13254,Not employed,13254,Not employed,13254,Not employed,13254,1270210
13255,Not employed,13255,Not employed,13255,Not employed,13255,1270211
13256,Employed Part Time,13256,Employed Part Time,13256,Employed Part Time,13256,1270241
13257,Employed Full Time,13257,Employed Full Time,13257,Employed Full Time,13257,1270272
13258,Not employed,13258,Not employed,13258,Not employed,13258,1270342
13259,Employed Full Time,13259,Employed Full Time,13259,Employed Full Time,13259,1270343
13260,Employed Full Time,13260,Employed Full Time,13260,Employed Full Time,13260,1270354
13261,Not employed,13261,Not employed,13261,Not employed,13261,1270536
13262,Employed Full Time,13262,Employed Full Time,13262,Employed Full Time,13262,1270677
13263,Not employed,13263,Not employed,13263,Not employed,13263,1270928
13264,Employed Full Time,13264,Employed Full Time,13264,Employed Full Time,13264,1270933
13265,Not employed,13265,Not employed,13265,Not employed,13265,1270958
13266,Not employed,13266,Not employed,13266,Not employed,13266,1271230
13267,Not employed,13267,Not employed,13267,Not employed,13267,1271386
13268,Employed Full Time,13268,Employed Full Time,13268,Employed Full Time,13268,1271422
13269,Employed Full Time,13269,Employed Full Time,13269,Employed Full Time,13269,1271876
13270,Not employed,13270,Not employed,13270,Not employed,13270,1272037
13271,Employed Part Time,13271,Employed Part Time,13271,Employed Part Time,13271,1272039
13272,Employed Part Time,13272,Employed Part Time,13272,Employed Part Time,13272,1272103
13273,Not employed,13273,Not employed,13273,Not employed,13273,1272665
13274,Employed Full Time,13274,Employed Full Time,13274,Employed Full Time,13274,1272697
13275,Employed Full Time,13275,Employed Full Time,13275,Employed Full Time,13275,1272711
13276,Employed Full Time,13276,Employed Full Time,13276,Employed Full Time,13276,1273012
13277,Not employed,13277,Not employed,13277,Not employed,13277,1273276
13278,Employed Full Time,13278,Employed Full Time,13278,Employed Full Time,13278,1273289
13279,Employed Full Time,13279,Employed Full Time,13279,Employed Full Time,13279,1273588
13280,Employed Full Time,13280,Employed Full Time,13280,Employed Full Time,13280,1273663
13281,Not employed,13281,Not employed,13281,Not employed,13281,1273736
13282,Employed Part Time,13282,Employed Part Time,13282,Employed Part Time,13282,1273807
13283,Employed Full Time,13283,Employed Full Time,13283,Employed Full Time,13283,1273889
13284,Employed Full Time,13284,Employed Full Time,13284,Employed Full Time,13284,1273890
13285,Employed Full Time,13285,Employed Full Time,13285,Employed Full Time,13285,1273891
13286,Not employed,13286,Not employed,13286,Not employed,13286,1273892
13287,Not employed,13287,Not employed,13287,Not employed,13287,1273894
13288,Employed Full Time,13288,Employed Full Time,13288,Employed Full Time,13288,1273925
13289,Employed Full Time,13289,Employed Full Time,13289,Employed Full Time,13289,1273934
13290,Employed Part Time,13290,Employed Part Time,13290,Employed Part Time,13290,1274090
13291,Employed Full Time,13291,Employed Full Time,13291,Employed Full Time,13291,1274105
13292,Employed Full Time,13292,Employed Full Time,13292,Employed Full Time,13292,1274107
13293,Not employed,13293,Not employed,13293,Not employed,13293,1274108
13294,Employed Full Time,13294,Employed Full Time,13294,Employed Full Time,13294,1274109
13295,Not employed,13295,Not employed,13295,Not employed,13295,1274110
13296,Employed Full Time,13296,Employed Full Time,13296,Employed Full Time,13296,1274261
13297,Employed Full Time,13297,Employed Full Time,13297,Employed Full Time,13297,1274370
13298,Employed Full Time,13298,Employed Full Time,13298,Employed Full Time,13298,1274386
13299,Not employed,13299,Not employed,13299,Not employed,13299,1274390
13300,Employed Full Time,13300,Employed Full Time,13300,Employed Full Time,13300,1274418
13301,Not employed,13301,Not employed,13301,Not employed,13301,1274419
13302,Employed Full Time,13302,Employed Full Time,13302,Employed Full Time,13302,1274536
13303,Employed Full Time,13303,Employed Full Time,13303,Employed Full Time,13303,1274537
13304,Employed Full Time,13304,Employed Full Time,13304,Employed Full Time,13304,1274556
13305,Not employed,13305,Not employed,13305,Not employed,13305,1274594
13306,Employed Full Time,13306,Employed Full Time,13306,Employed Full Time,13306,1274673
13307,Employed Full Time,13307,Employed Full Time,13307,Employed Full Time,13307,1274706
13308,Employed Full Time,13308,Employed Full Time,13308,Employed Full Time,13308,1274707
13309,Employed Part Time,13309,Employed Part Time,13309,Employed Part Time,13309,1274708
13310,Employed Full Time,13310,Employed Full Time,13310,Employed Full Time,13310,1274740
13311,Employed Full Time,13311,Employed Full Time,13311,Employed Full Time,13311,1274836
13312,Employed Part Time,13312,Employed Part Time,13312,Employed Part Time,13312,1274992
13313,Employed Full Time,13313,Employed Full Time,13313,Employed Full Time,13313,1275083
13314,Employed Full Time,13314,Employed Full Time,13314,Employed Full Time,13314,1275085
13315,Employed Full Time,13315,Employed Full Time,13315,Employed Full Time,13315,1275086
13316,Not employed,13316,Not employed,13316,Not employed,13316,1275098
13317,Employed Full Time,13317,Employed Full Time,13317,Employed Full Time,13317,1275203
13318,Employed Part Time,13318,Employed Part Time,13318,Employed Part Time,13318,1275221
13319,Not employed,13319,Not employed,13319,Not employed,13319,1275239
13320,Employed Full Time,13320,Employed Full Time,13320,Employed Full Time,13320,1275343
13321,Employed Part Time,13321,Employed Part Time,13321,Employed Part Time,13321,1275832
13322,Not employed,13322,Not employed,13322,Not employed,13322,1276052
13323,Not employed,13323,Not employed,13323,Not employed,13323,1276271
13324,Not employed,13324,Not employed,13324,Not employed,13324,1276272
13325,Employed Full Time,13325,Employed Full Time,13325,Employed Full Time,13325,1276300
13326,Employed Full Time,13326,Employed Full Time,13326,Employed Full Time,13326,1276609
13327,Employed Full Time,13327,Employed Full Time,13327,Employed Full Time,13327,1276716
13328,Employed Full Time,13328,Employed Full Time,13328,Employed Full Time,13328,1277572
13329,Not employed,13329,Not employed,13329,Not employed,13329,1277769
13330,Not employed,13330,Not employed,13330,Not employed,13330,1277787
13331,Employed Full Time,13331,Employed Full Time,13331,Employed Full Time,13331,1277790
13332,Employed Full Time,13332,Employed Full Time,13332,Employed Full Time,13332,1277797
13333,Employed Full Time,13333,Employed Full Time,13333,Employed Full Time,13333,1277814
13334,Employed Part Time,13334,Employed Part Time,13334,Employed Part Time,13334,1277907
13335,Not employed,13335,Not employed,13335,Not employed,13335,1277910
13336,Employed Full Time,13336,Employed Full Time,13336,Employed Full Time,13336,1277929
13337,Employed Full Time,13337,Employed Full Time,13337,Employed Full Time,13337,1277937
13338,Employed Part Time,13338,Employed Part Time,13338,Employed Part Time,13338,1277944
13339,Employed Full Time,13339,Employed Full Time,13339,Employed Full Time,13339,1277945
13340,Employed Full Time,13340,Employed Full Time,13340,Employed Full Time,13340,1277956
13341,Employed Full Time,13341,Employed Full Time,13341,Employed Full Time,13341,1277964
13342,Employed Full Time,13342,Employed Full Time,13342,Employed Full Time,13342,1277975
13343,Not employed,13343,Not employed,13343,Not employed,13343,1278095
13344,Employed Full Time,13344,Employed Full Time,13344,Employed Full Time,13344,1278114
13345,Employed Full Time,13345,Employed Full Time,13345,Employed Full Time,13345,1278262
13346,Employed Full Time,13346,Employed Full Time,13346,Employed Full Time,13346,1278335
13347,Not employed,13347,Not employed,13347,Not employed,13347,1278436
13348,Employed Part Time,13348,Employed Part Time,13348,Employed Part Time,13348,1278438
13349,Employed Full Time,13349,Employed Full Time,13349,Employed Full Time,13349,1278439
13350,Not employed,13350,Not employed,13350,Not employed,13350,1278440
13351,Not employed,13351,Not employed,13351,Not employed,13351,1278441
13352,Not employed,13352,Not employed,13352,Not employed,13352,1278443
13353,Not employed,13353,Not employed,13353,Not employed,13353,1278445
13354,Not employed,13354,Not employed,13354,Not employed,13354,1278613
13355,Employed Full Time,13355,Employed Full Time,13355,Employed Full Time,13355,1278622
13356,Employed Full Time,13356,Employed Full Time,13356,Employed Full Time,13356,1278755
13357,Employed Full Time,13357,Employed Full Time,13357,Employed Full Time,13357,1278786
13358,Employed Full Time,13358,Employed Full Time,13358,Employed Full Time,13358,1278828
13359,Employed Full Time,13359,Employed Full Time,13359,Employed Full Time,13359,1278838
13360,Not employed,13360,Not employed,13360,Not employed,13360,1278893
13361,Employed Full Time,13361,Employed Full Time,13361,Employed Full Time,13361,1278894
13362,Employed Full Time,13362,Employed Full Time,13362,Employed Full Time,13362,1278908
13363,Not employed,13363,Not employed,13363,Not employed,13363,1278936
13364,Employed Full Time,13364,Employed Full Time,13364,Employed Full Time,13364,1278946
13365,Employed Full Time,13365,Employed Full Time,13365,Employed Full Time,13365,1278979
13366,Not employed,13366,Not employed,13366,Not employed,13366,1278980
13367,Not employed,13367,Not employed,13367,Not employed,13367,1279012
13368,Not employed,13368,Not employed,13368,Not employed,13368,1279058
13369,Employed Full Time,13369,Employed Full Time,13369,Employed Full Time,13369,1279062
13370,Employed Full Time,13370,Employed Full Time,13370,Employed Full Time,13370,1279351
13371,Employed Full Time,13371,Employed Full Time,13371,Employed Full Time,13371,1279409
13372,Employed Part Time,13372,Employed Part Time,13372,Employed Part Time,13372,1279631
13373,Not employed,13373,Not employed,13373,Not employed,13373,1279632
13374,Employed Full Time,13374,Employed Full Time,13374,Employed Full Time,13374,1279663
13375,Employed Full Time,13375,Employed Full Time,13375,Employed Full Time,13375,1279673
13376,Employed Full Time,13376,Employed Full Time,13376,Employed Full Time,13376,1279683
13377,Not employed,13377,Not employed,13377,Not employed,13377,1279821
13378,Employed Full Time,13378,Employed Full Time,13378,Employed Full Time,13378,1279825
13379,Employed Full Time,13379,Employed Full Time,13379,Employed Full Time,13379,1279885
13380,Employed Full Time,13380,Employed Full Time,13380,Employed Full Time,13380,1279886
13381,Not employed,13381,Not employed,13381,Not employed,13381,1279896
13382,Employed Part Time,13382,Employed Part Time,13382,Employed Part Time,13382,1279928
13383,Employed Part Time,13383,Employed Part Time,13383,Employed Part Time,13383,1279984
13384,Not employed,13384,Not employed,13384,Not employed,13384,1280105
13385,Not employed,13385,Not employed,13385,Not employed,13385,1280505
13386,Employed Part Time,13386,Employed Part Time,13386,Employed Part Time,13386,1280507
13387,Employed Full Time,13387,Employed Full Time,13387,Employed Full Time,13387,1280640
13388,Employed Full Time,13388,Employed Full Time,13388,Employed Full Time,13388,1280722
13389,Not employed,13389,Not employed,13389,Not employed,13389,1280942
13390,Employed Full Time,13390,Employed Full Time,13390,Employed Full Time,13390,1280962
13391,Employed Full Time,13391,Employed Full Time,13391,Employed Full Time,13391,1281780
13392,Employed Full Time,13392,Employed Full Time,13392,Employed Full Time,13392,1281794
13393,Employed Full Time,13393,Employed Full Time,13393,Employed Full Time,13393,1281798
13394,Employed Full Time,13394,Employed Full Time,13394,Employed Full Time,13394,1281799
13395,Employed Part Time,13395,Employed Part Time,13395,Employed Part Time,13395,1281801
13396,Not employed,13396,Not employed,13396,Not employed,13396,1282096
13397,Employed Full Time,13397,Employed Full Time,13397,Employed Full Time,13397,1282097
13398,Employed Full Time,13398,Employed Full Time,13398,Employed Full Time,13398,1282098
13399,Not employed,13399,Not employed,13399,Not employed,13399,1282318
13400,Employed Full Time,13400,Employed Full Time,13400,Employed Full Time,13400,1282378
13401,Not employed,13401,Not employed,13401,Not employed,13401,1282493
13402,Employed Full Time,13402,Employed Full Time,13402,Employed Full Time,13402,1282534
13403,Not employed,13403,Not employed,13403,Not employed,13403,1282727
13404,Not employed,13404,Not employed,13404,Not employed,13404,1282729
13405,Employed Full Time,13405,Employed Full Time,13405,Employed Full Time,13405,1282759
13406,Employed Full Time,13406,Employed Full Time,13406,Employed Full Time,13406,1282847
13407,Not employed,13407,Not employed,13407,Not employed,13407,1282957
13408,Employed Part Time,13408,Employed Part Time,13408,Employed Part Time,13408,1282962
13409,Not employed,13409,Not employed,13409,Not employed,13409,1283043
13410,Not employed,13410,Not employed,13410,Not employed,13410,1283116
13411,Not employed,13411,Not employed,13411,Not employed,13411,1283188
13412,Not employed,13412,Not employed,13412,Not employed,13412,1283228
13413,Not employed,13413,Not employed,13413,Not employed,13413,1283253
13414,Employed Part Time,13414,Employed Part Time,13414,Employed Part Time,13414,1283255
13415,Not employed,13415,Not employed,13415,Not employed,13415,1283256
13416,Not employed,13416,Not employed,13416,Not employed,13416,1283258
13417,Not employed,13417,Not employed,13417,Not employed,13417,1283259
13418,Employed Full Time,13418,Employed Full Time,13418,Employed Full Time,13418,1283260
13419,Not employed,13419,Not employed,13419,Not employed,13419,1283261
13420,Employed Full Time,13420,Employed Full Time,13420,Employed Full Time,13420,1283270
13421,Not employed,13421,Not employed,13421,Not employed,13421,1283271
13422,Employed Full Time,13422,Employed Full Time,13422,Employed Full Time,13422,1283285
13423,Not employed,13423,Not employed,13423,Not employed,13423,1283288
13424,Not employed,13424,Not employed,13424,Not employed,13424,1283295
13425,Employed Full Time,13425,Employed Full Time,13425,Employed Full Time,13425,1283351
13426,Employed Full Time,13426,Employed Full Time,13426,Employed Full Time,13426,1283359
13427,Employed Part Time,13427,Employed Part Time,13427,Employed Part Time,13427,1283361
13428,Employed Full Time,13428,Employed Full Time,13428,Employed Full Time,13428,1283367
13429,Employed Part Time,13429,Employed Part Time,13429,Employed Part Time,13429,1283388
13430,Not employed,13430,Not employed,13430,Not employed,13430,1283389
13431,Employed Full Time,13431,Employed Full Time,13431,Employed Full Time,13431,1283642
13432,Not employed,13432,Not employed,13432,Not employed,13432,1283691
13433,Employed Full Time,13433,Employed Full Time,13433,Employed Full Time,13433,1283694
13434,Employed Part Time,13434,Employed Part Time,13434,Employed Part Time,13434,1283700
13435,Not employed,13435,Not employed,13435,Not employed,13435,1283702
13436,Employed Part Time,13436,Employed Part Time,13436,Employed Part Time,13436,1283871
13437,Not employed,13437,Not employed,13437,Not employed,13437,1284784
13438,Employed Full Time,13438,Employed Full Time,13438,Employed Full Time,13438,1285168
13439,Not employed,13439,Not employed,13439,Not employed,13439,1285195
13440,Not employed,13440,Not employed,13440,Not employed,13440,1285202
13441,Employed Part Time,13441,Employed Part Time,13441,Employed Part Time,13441,1285203
13442,Not employed,13442,Not employed,13442,Not employed,13442,1285441
13443,Employed Full Time,13443,Employed Full Time,13443,Employed Full Time,13443,1285716
13444,Not employed,13444,Not employed,13444,Not employed,13444,1285723
13445,Employed Part Time,13445,Employed Part Time,13445,Employed Part Time,13445,1285735
13446,Not employed,13446,Not employed,13446,Not employed,13446,1285737
13447,Not employed,13447,Not employed,13447,Not employed,13447,1285745
13448,Not employed,13448,Not employed,13448,Not employed,13448,1286792
13449,Not employed,13449,Not employed,13449,Not employed,13449,1710745
13450,Not employed,13450,Not employed,13450,Not employed,13450,1712898
13451,Employed Part Time,13451,Employed Part Time,13451,Employed Part Time,13451,1725961
13452,Employed Full Time,13452,Employed Full Time,13452,Employed Full Time,13452,1728249
13453,Employed Full Time,13453,Employed Full Time,13453,Employed Full Time,13453,1728394
13454,Employed Full Time,13454,Employed Full Time,13454,Employed Full Time,13454,1728808
13455,Not employed,13455,Not employed,13455,Not employed,13455,1729065
13456,Not employed,13456,Not employed,13456,Not employed,13456,1730139
13457,Not employed,13457,Not employed,13457,Not employed,13457,1742809
13458,Not employed,13458,Not employed,13458,Not employed,13458,1743173
13459,Employed Full Time,13459,Employed Full Time,13459,Employed Full Time,13459,1743895
13460,Not employed,13460,Not employed,13460,Not employed,13460,1749387
13461,Not employed,13461,Not employed,13461,Not employed,13461,1749470
13462,Not employed,13462,Not employed,13462,Not employed,13462,1752878
13463,Employed Part Time,13463,Employed Part Time,13463,Employed Part Time,13463,1753244
13464,Not employed,13464,Not employed,13464,Not employed,13464,1753876
13465,Employed Full Time,13465,Employed Full Time,13465,Employed Full Time,13465,1754304
13466,Employed Part Time,13466,Employed Part Time,13466,Employed Part Time,13466,1754309
13467,Not employed,13467,Not employed,13467,Not employed,13467,1754310
13468,Employed Full Time,13468,Employed Full Time,13468,Employed Full Time,13468,1754417
13469,Not employed,13469,Not employed,13469,Not employed,13469,1754487
13470,Employed Part Time,13470,Employed Part Time,13470,Employed Part Time,13470,1754489
13471,Not employed,13471,Not employed,13471,Not employed,13471,1754536
13472,Not employed,13472,Not employed,13472,Not employed,13472,1754622
13473,Employed Full Time,13473,Employed Full Time,13473,Employed Full Time,13473,1754768
13474,Not employed,13474,Not employed,13474,Not employed,13474,1754770
13475,Employed Full Time,13475,Employed Full Time,13475,Employed Full Time,13475,1754771
13476,Not employed,13476,Not employed,13476,Not employed,13476,1754842
13477,Not employed,13477,Not employed,13477,Not employed,13477,1754928
13478,Employed Full Time,13478,Employed Full Time,13478,Employed Full Time,13478,1754936
13479,Employed Full Time,13479,Employed Full Time,13479,Employed Full Time,13479,1755059
13480,Employed Full Time,13480,Employed Full Time,13480,Employed Full Time,13480,1755088
13481,Not employed,13481,Not employed,13481,Not employed,13481,1755089
13482,Not employed,13482,Not employed,13482,Not employed,13482,1755091
13483,Not employed,13483,Not employed,13483,Not employed,13483,1755092
13484,Not employed,13484,Not employed,13484,Not employed,13484,1755107
13485,Not employed,13485,Not employed,13485,Not employed,13485,1755215
13486,Not employed,13486,Not employed,13486,Not employed,13486,1755225
13487,Employed Full Time,13487,Employed Full Time,13487,Employed Full Time,13487,1755267
13488,Not employed,13488,Not employed,13488,Not employed,13488,1755415
13489,Not employed,13489,Not employed,13489,Not employed,13489,1755416
13490,Employed Full Time,13490,Employed Full Time,13490,Employed Full Time,13490,1755418
13491,Employed Part Time,13491,Employed Part Time,13491,Employed Part Time,13491,1755419
13492,Employed Full Time,13492,Employed Full Time,13492,Employed Full Time,13492,1755426
13493,Employed Full Time,13493,Employed Full Time,13493,Employed Full Time,13493,1755430
13494,Not employed,13494,Not employed,13494,Not employed,13494,1755433
13495,Not employed,13495,Not employed,13495,Not employed,13495,1755465
13496,Employed Full Time,13496,Employed Full Time,13496,Employed Full Time,13496,1755493
13497,Not employed,13497,Not employed,13497,Not employed,13497,1755516
13498,Employed Full Time,13498,Employed Full Time,13498,Employed Full Time,13498,1755533
13499,Not employed,13499,Not employed,13499,Not employed,13499,1755588
13500,Employed Full Time,13500,Employed Full Time,13500,Employed Full Time,13500,1755609
13501,Not employed,13501,Not employed,13501,Not employed,13501,1755632
13502,Employed Full Time,13502,Employed Full Time,13502,Employed Full Time,13502,1755634
13503,Not employed,13503,Not employed,13503,Not employed,13503,1755635
13504,Not employed,13504,Not employed,13504,Not employed,13504,1755636
13505,Not employed,13505,Not employed,13505,Not employed,13505,1755643
13506,Not employed,13506,Not employed,13506,Not employed,13506,1755644
13507,Employed Full Time,13507,Employed Full Time,13507,Employed Full Time,13507,1755645
13508,Employed Full Time,13508,Employed Full Time,13508,Employed Full Time,13508,1755669
13509,Not employed,13509,Not employed,13509,Not employed,13509,1755677
13510,Not employed,13510,Not employed,13510,Not employed,13510,1755710
13511,Not employed,13511,Not employed,13511,Not employed,13511,1755787
13512,Not employed,13512,Not employed,13512,Not employed,13512,1755805
13513,Not employed,13513,Not employed,13513,Not employed,13513,1755810
13514,Not employed,13514,Not employed,13514,Not employed,13514,1755811
13515,Not employed,13515,Not employed,13515,Not employed,13515,1755813
13516,Employed Part Time,13516,Employed Part Time,13516,Employed Part Time,13516,1755814
13517,Not employed,13517,Not employed,13517,Not employed,13517,1755859
13518,Not employed,13518,Not employed,13518,Not employed,13518,1755860
13519,Employed Full Time,13519,Employed Full Time,13519,Employed Full Time,13519,1755862
13520,Not employed,13520,Not employed,13520,Not employed,13520,1755863
13521,Not employed,13521,Not employed,13521,Not employed,13521,1755864
13522,Not employed,13522,Not employed,13522,Not employed,13522,1755885
13523,Employed Part Time,13523,Employed Part Time,13523,Employed Part Time,13523,1755896
13524,Not employed,13524,Not employed,13524,Not employed,13524,1755899
13525,Employed Part Time,13525,Employed Part Time,13525,Employed Part Time,13525,1755909
13526,Not employed,13526,Not employed,13526,Not employed,13526,1756022
13527,0,13527,0,13527,0,13527,1756023
13528,Not employed,13528,Not employed,13528,Not employed,13528,1756050
13529,Employed Part Time,13529,Employed Part Time,13529,Employed Part Time,13529,1756202
13530,Not employed,13530,Not employed,13530,Not employed,13530,1756208
13531,Not employed,13531,Not employed,13531,Not employed,13531,1756209
13532,Not employed,13532,Not employed,13532,Not employed,13532,1756212
13533,Not employed,13533,Not employed,13533,Not employed,13533,1756213
13534,Not employed,13534,Not employed,13534,Not employed,13534,1756215
13535,Employed Full Time,13535,Employed Full Time,13535,Employed Full Time,13535,1756240
13536,Not employed,13536,Not employed,13536,Not employed,13536,1756246
13537,Employed Part Time,13537,Employed Part Time,13537,Employed Part Time,13537,1756333
13538,Not employed,13538,Not employed,13538,Not employed,13538,1756334
13539,Employed Part Time,13539,Employed Part Time,13539,Employed Part Time,13539,1756336
13540,Not employed,13540,Not employed,13540,Not employed,13540,1756340
13541,Not employed,13541,Not employed,13541,Not employed,13541,1756343
13542,Employed Full Time,13542,Employed Full Time,13542,Employed Full Time,13542,1756394
13543,Not employed,13543,Not employed,13543,Not employed,13543,1756395
13544,Employed Part Time,13544,Employed Part Time,13544,Employed Part Time,13544,1756480
13545,Not employed,13545,Not employed,13545,Not employed,13545,1756488
13546,Employed Full Time,13546,Employed Full Time,13546,Employed Full Time,13546,1756490
13547,Not employed,13547,Not employed,13547,Not employed,13547,1756491
13548,Not employed,13548,Not employed,13548,Not employed,13548,1756566
13549,Not employed,13549,Not employed,13549,Not employed,13549,1756568
13550,Employed Full Time,13550,Employed Full Time,13550,Employed Full Time,13550,1756603
13551,Not employed,13551,Not employed,13551,Not employed,13551,1756630
13552,Not employed,13552,Not employed,13552,Not employed,13552,1756631
13553,Not employed,13553,Not employed,13553,Not employed,13553,1756633
13554,Not employed,13554,Not employed,13554,Not employed,13554,1756634
13555,Not employed,13555,Not employed,13555,Not employed,13555,1756635
13556,Employed Full Time,13556,Employed Full Time,13556,Employed Full Time,13556,1756636
13557,Not employed,13557,Not employed,13557,Not employed,13557,1756824
13558,0,13558,0,13558,0,13558,1756825
13559,Employed Full Time,13559,Employed Full Time,13559,Employed Full Time,13559,1756842
13560,Not employed,13560,Not employed,13560,Not employed,13560,1756865
13561,Not employed,13561,Not employed,13561,Not employed,13561,1756867
13562,0,13562,0,13562,0,13562,1756869
13563,Not employed,13563,Not employed,13563,Not employed,13563,1756945
13564,Not employed,13564,Not employed,13564,Not employed,13564,1756946
13565,Not employed,13565,Not employed,13565,Not employed,13565,1756947
13566,Not employed,13566,Not employed,13566,Not employed,13566,1756958
13567,Not employed,13567,Not employed,13567,Not employed,13567,1756959
13568,Employed Part Time,13568,Employed Part Time,13568,Employed Part Time,13568,1756964
13569,Not employed,13569,Not employed,13569,Not employed,13569,1756965
13570,Not employed,13570,Not employed,13570,Not employed,13570,1756966
13571,Not employed,13571,Not employed,13571,Not employed,13571,1756967
13572,Not employed,13572,Not employed,13572,Not employed,13572,1756972
13573,Not employed,13573,Not employed,13573,Not employed,13573,1757005
13574,Not employed,13574,Not employed,13574,Not employed,13574,1757019
13575,Not employed,13575,Not employed,13575,Not employed,13575,1757058
13576,Not employed,13576,Not employed,13576,Not employed,13576,1757083
13577,0,13577,0,13577,0,13577,1757086
13578,Not employed,13578,Not employed,13578,Not employed,13578,1757142
13579,Not employed,13579,Not employed,13579,Not employed,13579,1757151
13580,Not employed,13580,Not employed,13580,Not employed,13580,1757205
13581,Employed Full Time,13581,Employed Full Time,13581,Employed Full Time,13581,1757241
13582,Not employed,13582,Not employed,13582,Not employed,13582,1757244
13583,Not employed,13583,Not employed,13583,Not employed,13583,1757247
13584,Not employed,13584,Not employed,13584,Not employed,13584,1757276
13585,Not employed,13585,Not employed,13585,Not employed,13585,1757355
13586,Not employed,13586,Not employed,13586,Not employed,13586,1757356
13587,Not employed,13587,Not employed,13587,Not employed,13587,1757357
13588,Not employed,13588,Not employed,13588,Not employed,13588,1757358
13589,Not employed,13589,Not employed,13589,Not employed,13589,1757466
13590,Not employed,13590,Not employed,13590,Not employed,13590,1757486
13591,Not employed,13591,Not employed,13591,Not employed,13591,1757500
13592,Employed Part Time,13592,Employed Part Time,13592,Employed Part Time,13592,1757571
13593,Not employed,13593,Not employed,13593,Not employed,13593,1757573
13594,Not employed,13594,Not employed,13594,Not employed,13594,1757575
13595,Employed Full Time,13595,Employed Full Time,13595,Employed Full Time,13595,1757683
13596,Employed Full Time,13596,Employed Full Time,13596,Employed Full Time,13596,1757686
13597,Not employed,13597,Not employed,13597,Not employed,13597,1757691
13598,Employed Full Time,13598,Employed Full Time,13598,Employed Full Time,13598,1810406
13599,Employed Full Time,13599,Employed Full Time,13599,Employed Full Time,13599,1811789
13600,Employed Part Time,13600,Employed Part Time,13600,Employed Part Time,13600,1812357
13601,Not employed,13601,Not employed,13601,Not employed,13601,1814818
13602,Employed Part Time,13602,Employed Part Time,13602,Employed Part Time,13602,1815572
13603,Not employed,13603,Not employed,13603,Not employed,13603,1815700
13604,Employed Full Time,13604,Employed Full Time,13604,Employed Full Time,13604,1816039
13605,Employed Full Time,13605,Employed Full Time,13605,Employed Full Time,13605,1816353
13606,Employed Full Time,13606,Employed Full Time,13606,Employed Full Time,13606,1817032
13607,Employed Part Time,13607,Employed Part Time,13607,Employed Part Time,13607,1817249
13608,Employed Full Time,13608,Employed Full Time,13608,Employed Full Time,13608,1819193
13609,Employed Full Time,13609,Employed Full Time,13609,Employed Full Time,13609,1821820
13610,Not employed,13610,Not employed,13610,Not employed,13610,1822209
13611,Employed Full Time,13611,Employed Full Time,13611,Employed Full Time,13611,1822284
13612,Employed Full Time,13612,Employed Full Time,13612,Employed Full Time,13612,1822823
13613,Employed Part Time,13613,Employed Part Time,13613,Employed Part Time,13613,1823596
13614,Employed Full Time,13614,Employed Full Time,13614,Employed Full Time,13614,1824544
13615,Employed Full Time,13615,Employed Full Time,13615,Employed Full Time,13615,1824842
13616,Employed Part Time,13616,Employed Part Time,13616,Employed Part Time,13616,1825381
13617,Employed Full Time,13617,Employed Full Time,13617,Employed Full Time,13617,1826325
13618,Employed Full Time,13618,Employed Full Time,13618,Employed Full Time,13618,1826943
13619,Employed Full Time,13619,Employed Full Time,13619,Employed Full Time,13619,1827826
13620,Employed Part Time,13620,Employed Part Time,13620,Employed Part Time,13620,1828162
13621,Not employed,13621,Not employed,13621,Not employed,13621,1828166
13622,Employed Full Time,13622,Employed Full Time,13622,Employed Full Time,13622,1828925
13623,Employed Part Time,13623,Employed Part Time,13623,Employed Part Time,13623,1829134
13624,Employed Full Time,13624,Employed Full Time,13624,Employed Full Time,13624,1829397
13625,Not employed,13625,Not employed,13625,Not employed,13625,1829465
13626,Not employed,13626,Not employed,13626,Not employed,13626,1829555
13627,Employed Full Time,13627,Employed Full Time,13627,Employed Full Time,13627,1829586
13628,Not employed,13628,Not employed,13628,Not employed,13628,1829601
13629,Employed Part Time,13629,Employed Part Time,13629,Employed Part Time,13629,1829706
13630,Not employed,13630,Not employed,13630,Not employed,13630,1830217
13631,Employed Full Time,13631,Employed Full Time,13631,Employed Full Time,13631,1830623
13632,Employed Full Time,13632,Employed Full Time,13632,Employed Full Time,13632,1830672
13633,Not employed,13633,Not employed,13633,Not employed,13633,1830743
13634,Employed Part Time,13634,Employed Part Time,13634,Employed Part Time,13634,1830838
13635,Not employed,13635,Not employed,13635,Not employed,13635,1830849
13636,Employed Part Time,13636,Employed Part Time,13636,Employed Part Time,13636,1831165
13637,Not employed,13637,Not employed,13637,Not employed,13637,1831644
13638,Employed Full Time,13638,Employed Full Time,13638,Employed Full Time,13638,1831906
13639,Employed Full Time,13639,Employed Full Time,13639,Employed Full Time,13639,1832043
13640,Not employed,13640,Not employed,13640,Not employed,13640,1832374
13641,Employed Full Time,13641,Employed Full Time,13641,Employed Full Time,13641,1832407
13642,Employed Part Time,13642,Employed Part Time,13642,Employed Part Time,13642,1832686
13643,Employed Full Time,13643,Employed Full Time,13643,Employed Full Time,13643,1832698
13644,Employed Part Time,13644,Employed Part Time,13644,Employed Part Time,13644,1832874
13645,Employed Full Time,13645,Employed Full Time,13645,Employed Full Time,13645,1833044
