,FinCap_Budget,FinCap_Goals,FinCap_EmergencyFund,FinCap_AutoDeposit,FinCap_IncomeExpenses,FinCap_LateFee
11984,,,,,,
11985,,,,,,
11986,Yes,Very confident,No,No,Yes,No
11987,No,Somewhat confident,No,No,No,Yes
11988,,,,,,
11989,,,,,,
11990,,,,,,
11991,,,,,,
11992,Yes,Somewhat confident,No,No,Yes,No
11993,,,,,,
11994,Yes,Very confident,No,Yes,Yes,No
11995,,,,,,
11996,,,,,,
11997,,,,,,
11998,,,,,,
11999,,,,,,
12000,,,,,,
12001,,,,,,
12002,,,,,,
12003,,,,,,
12004,,,,,,
12005,,,,,,
12006,,,,,,
12007,,,,,,
12008,Yes,Very confident,Yes,Yes,Yes,No
12009,,,,,,
12010,Yes,Very confident,No,Yes,Yes,No
12011,Yes,Somewhat confident,No,No,No,No
12012,,,,,,
12013,,,,,,
12014,,,,,,
12015,No,Somewhat confident,No,No,No,No
12016,,,,,,
12017,,,,,,
12018,,,,,,
12019,Yes,Very confident,No,Yes,Yes,Yes
12020,Yes,Very confident,No,Yes,Yes,No
12021,Yes,Very confident,Yes,No,No,Yes
12022,No,Very confident,No,No,Yes,No
12023,Yes,Very confident,No,Yes,Yes,No
12024,,,,,,
12025,No,Very confident,No,Yes,No,No
12026,,,,,,
12027,Yes,Somewhat confident,No,Yes,No,Yes
12028,,,,,,
12029,,,,,,
12030,Yes,Very confident,Yes,Yes,Yes,Yes
12031,,,,,,
12032,Yes,Very confident,No,No,No,No
12033,Yes,Very confident,No,Yes,Yes,Yes
12034,,,,,,
12035,,,,,,
12036,,,,,,
12037,,,,,,
12038,,,,,,
12039,Yes,Very confident,No,No,No,No
12040,Yes,Somewhat confident,No,Yes,Yes,No
12041,Yes,Very confident,Yes,Yes,Yes,No
12042,Yes,Somewhat confident,No,Yes,Yes,No
12043,,,,,,
12044,,,,,,
12045,No,Somewhat confident,No,No,No,No
12046,No,Somewhat confident,No,No,Yes,No
12047,Yes,Very confident,No,Yes,Yes,No
12048,No,Very confident,No,No,No,Yes
12049,,,,,,
12050,,,,,,
12051,,,,,,
12052,,,,,,
12053,,,,,,
12054,,,,,,
12055,,,,,,
12056,,,,,,
12057,Yes,Very confident,Yes,Yes,Yes,No
12058,,,,,,
12059,No,Somewhat confident,No,Yes,Yes,No
12060,,,,,,
12061,,,,,,
12062,,,,,,
12063,,,,,,
12064,Yes,Very confident,No,No,No,Yes
12065,Yes,Very confident,No,Yes,Yes,Yes
12066,Yes,Very confident,Yes,Yes,No,Yes
12067,Yes,Very confident,No,No,Yes,No
12068,Yes,Very confident,No,No,No,No
12069,No,Very confident,No,No,No,No
12070,Yes,Very confident,No,No,No,No
12071,,,,,,
12072,Yes,Very confident,No,No,Yes,No
12073,Yes,Very confident,No,No,No,Yes
12074,,,,,,
12075,,,,,,
12076,,,,,,
12077,Yes,Very confident,No,No,No,No
12078,Yes,Very confident,No,No,Yes,No
12079,Yes,Somewhat confident,No,No,No,No
12080,No,Somewhat confident,No,No,No,No
12081,Yes,Very confident,Yes,Yes,No,No
12082,,,,,,
12083,,,,,,
12084,,,,,,
12085,No,Very confident,No,No,No,No
12086,Yes,Somewhat confident,No,No,Yes,No
12087,,,,,,
12088,Yes,Very confident,No,Yes,Yes,No
12089,No,Somewhat confident,No,No,Yes,No
12090,Yes,Very confident,No,No,No,No
12091,Yes,Very confident,No,No,Yes,No
12092,Yes,Very confident,Yes,No,No,No
12093,No,Somewhat confident,No,No,Yes,No
12094,Yes,Somewhat confident,No,No,No,No
12095,No,Very confident,No,No,No,Yes
12096,,,,,,
12097,Yes,Very confident,No,No,No,No
12098,Yes,Very confident,No,No,No,No
12099,Yes,Very confident,Yes,Yes,Yes,Yes
12100,Yes,Very confident,No,No,Yes,No
12101,Yes,Very confident,No,No,No,Yes
12102,Yes,Somewhat confident,No,No,No,No
12103,,,,,,
12104,Yes,Very confident,No,No,Yes,No
12105,Yes,Very confident,No,No,No,Yes
12106,Yes,Very confident,No,No,No,No
12107,Yes,Very confident,Yes,Yes,Yes,No
12108,Yes,Very confident,No,No,No,Yes
12109,No,Very confident,No,No,No,No
12110,Yes,Very confident,No,No,Yes,Yes
12111,No,Very confident,No,No,No,No
12112,No,Very confident,No,No,No,No
12113,Yes,Very confident,No,No,Yes,No
12114,Yes,Very confident,No,No,No,No
12115,Yes,Very confident,Yes,Yes,Yes,No
12116,No,Very confident,No,No,No,No
12117,,,,,,
12118,No,Somewhat confident,No,No,No,No
12119,,,,,,
12120,Yes,Very confident,No,No,No,No
12121,No,Somewhat confident,No,No,No,No
12122,No,Very confident,No,No,Yes,No
12123,Yes,Somewhat confident,No,No,No,No
12124,Yes,Very confident,No,No,No,No
12125,No,Very confident,No,No,No,No
12126,Yes,Very confident,No,No,No,No
12127,Yes,Very confident,No,No,Yes,No
12128,No,Somewhat confident,No,No,No,Yes
12129,Yes,Very confident,No,No,Yes,No
12130,Yes,Very confident,No,No,Yes,Yes
12131,No,Very confident,No,No,No,No
12132,Yes,Very confident,Yes,No,No,No
12133,No,Very confident,No,No,No,No
12134,,,,,,
12135,,,,,,
12136,No,Somewhat confident,No,Yes,Yes,No
12137,,,,,,
12138,No,Very confident,No,No,No,No
12139,,,,,,
12140,,,,,,
12141,,,,,,
12142,,,,,,
12143,,,,,,
12144,Yes,Somewhat confident,No,No,Yes,Yes
12145,,,,,,
12146,,,,,,
12147,,,,,Yes,Yes
12148,,,,,,
12149,Yes,Very confident,Yes,Yes,Yes,No
12150,,,,,,
12151,,,,,,
12152,,,,,,
12153,,,,,,
12154,,,,,,
12155,,,,,,
12156,,,,,,
12157,Yes,Very confident,No,Yes,Yes,Yes
12158,No,Somewhat confident,No,No,No,No
12159,,,,,,
12160,No,Somewhat confident,No,No,No,No
12161,,,,,,
12162,Yes,Very confident,No,No,Yes,No
12163,,,,,,
12164,,,,,,
12165,,,,,,
12166,Yes,Somewhat confident,Yes,Yes,Yes,No
12167,No,Somewhat confident,No,Yes,Yes,Yes
12168,Yes,Very confident,No,No,No,Yes
12169,,,,,,
12170,Yes,Somewhat confident,Yes,No,Yes,No
12171,,,,,,
12172,,,,,,
12173,Yes,Very confident,Yes,Yes,Yes,No
12174,No,Very confident,No,No,No,Yes
12175,,,,,,
12176,,,,,,
12177,No,Very confident,No,No,No,No
12178,No,Somewhat confident,No,No,No,Yes
12179,,,,,,
12180,,,,,,
12181,No,Very confident,Yes,Yes,No,No
12182,,,,,,
12183,,,,,,
12184,,,,,,
12185,No,Not at all confident,No,No,No,Yes
12186,,,,,,
12187,,,,,,
12188,,,,,,
12189,,,,,,
12190,,,,,,
12191,No,Somewhat confident,,No,Yes,No
12192,,,,,,
12193,No,Somewhat confident,No,No,No,No
12194,No,Not at all confident,No,Yes,Yes,No
12195,,,,,,
12196,,,,,,
12197,,,,,,
12198,Yes,Somewhat confident,Yes,Yes,Yes,No
12199,,,,,,
12200,,,,,,
12201,,,,,,
12202,No,Very confident,No,No,No,No
12203,,,,,,
12204,,,,,,
12205,,,,,,
12206,Yes,Very confident,No,No,No,Yes
12207,,,,,,
12208,,,,,,
12209,,,,,,
12210,,,,,,
12211,,,,,,
12212,,,,,,
12213,,,,,,
12214,,,,,,
12215,,,,,,
12216,,,,,,
12217,No,Somewhat confident,No,No,No,Yes
12218,,,,,,
12219,,,,,,
12220,,,,,,
12221,,,,,,
12222,,,,,,
12223,No,Somewhat confident,No,Yes,No,Yes
12224,,,,,,
12225,,,,,,
12226,,,,,,
12227,Yes,Very confident,No,Yes,No,No
12228,,,,,,
12229,,,,,,
12230,,,,,,
12231,,,,,,
12232,,,,,,
12233,,,,,,
12234,,,,,,
12235,,,,,,
12236,,,,,,
12237,,,,,,
12238,No,Not at all confident,No,Yes,No,Yes
12239,,,,,,
12240,,,,,,
12241,,,,,,
12242,,,,,,
12243,,,,,,
12244,,,,,,
12245,,,,,,
12246,,,,,,
12247,,,,,,
12248,,,,,,
12249,,,,,,
12250,,,,,,
12251,,,,,,
12252,No,Very confident,No,Yes,No,No
12253,,,,,,
12254,,,,,,
12255,,,,,,
12256,,,,,,
12257,No,Somewhat confident,No,No,No,Yes
12258,,,,,,
12259,No,Very confident,No,No,Yes,No
12260,,,,,,
12261,,,,,,
12262,,,,,,
12263,,,,,,
12264,,,,,,
12265,,,,,,
12266,,,,,,
12267,,,,,,
12268,,,,,,
12269,,,,,,
12270,,,,,,
12271,,,,,,
12272,,,,,,
12273,,,,,,
12274,,,,,,
12275,No,Somewhat confident,No,No,No,Yes
12276,,,,,,
12277,,,,,,
12278,No,Somewhat confident,No,Yes,Yes,Yes
12279,No,Very confident,No,Yes,Yes,Yes
12280,,,,,,
12281,,,,,,
12282,,,,,,
12283,,,,,,
12284,,,,,,
12285,,,,,,
12286,,,,,,
12287,,,,,,
12288,No,Somewhat confident,No,No,No,No
12289,,,,,,
12290,,,,,,
12291,,,,,,
12292,,,,,,
12293,,,,,,
12294,,,,,,
12295,No,Somewhat confident,Yes,No,Yes,No
12296,No,Not at all confident,No,No,No,No
12297,Yes,Somewhat confident,Yes,Yes,Yes,No
12298,No,Not at all confident,No,No,No,Yes
12299,Yes,Very confident,No,No,No,Yes
12300,Yes,Somewhat confident,No,No,No,Yes
12301,Yes,Very confident,No,No,No,No
12302,No,Not at all confident,No,No,No,Yes
12303,Yes,Very confident,Yes,No,Yes,No
12304,No,Not at all confident,No,No,Yes,No
12305,No,Not at all confident,No,No,No,Yes
12306,No,Not at all confident,No,No,No,No
12307,Yes,Somewhat confident,No,No,Yes,Yes
12308,Yes,Somewhat confident,Yes,Yes,Yes,No
12309,No,Somewhat confident,No,No,No,Yes
12310,Yes,Somewhat confident,No,No,Yes,No
12311,No,Not at all confident,No,No,No,No
12312,No,Somewhat confident,No,No,No,Yes
12313,Yes,Not at all confident,No,No,Yes,No
12314,Yes,Somewhat confident,No,Yes,No,No
12315,Yes,Very confident,Yes,No,Yes,No
12316,No,Not at all confident,No,No,No,No
12317,No,Not at all confident,No,No,Yes,Yes
12318,No,Somewhat confident,No,No,Yes,No
12319,Yes,Very confident,Yes,No,Yes,No
12320,No,Not at all confident,No,No,No,No
12321,Yes,Very confident,No,No,No,Yes
12322,Yes,Somewhat confident,No,No,No,Yes
12323,No,Somewhat confident,No,No,Yes,Yes
12324,Yes,Very confident,No,Yes,Yes,Yes
12325,Yes,Somewhat confident,No,Yes,Yes,No
12326,No,Somewhat confident,No,No,No,Yes
12327,Yes,Somewhat confident,No,No,Yes,Yes
12328,Yes,Somewhat confident,No,No,No,No
12329,No,Not at all confident,No,No,No,Yes
12330,Yes,Somewhat confident,No,No,Yes,No
12331,Yes,Somewhat confident,Yes,No,Yes,No
12332,Yes,Somewhat confident,No,No,Yes,No
12333,Yes,Somewhat confident,Yes,No,No,Yes
12334,No,Not at all confident,No,No,No,Yes
12335,No,Somewhat confident,No,No,No,Yes
12336,Yes,Somewhat confident,No,No,No,Yes
12337,Yes,Very confident,No,No,Yes,Yes
12338,No,Not at all confident,No,No,Yes,No
12339,Yes,Somewhat confident,Yes,No,No,No
12340,Yes,Very confident,Yes,No,Yes,No
12341,No,Somewhat confident,No,No,No,No
12342,No,Not at all confident,No,No,No,Yes
12343,Yes,Very confident,Yes,No,No,Yes
12344,Yes,Very confident,Yes,No,Yes,Yes
12345,No,Somewhat confident,No,No,No,No
12346,Yes,Very confident,No,No,No,No
12347,Yes,Very confident,Yes,Yes,Yes,No
12348,Yes,Very confident,Yes,No,Yes,Yes
12349,No,Not at all confident,No,No,No,Yes
12350,Yes,Somewhat confident,Yes,No,No,Yes
12351,No,Somewhat confident,No,Yes,Yes,No
12352,No,Very confident,Yes,Yes,Yes,No
12353,No,Somewhat confident,No,No,No,Yes
12354,Yes,Very confident,Yes,No,Yes,No
12355,Yes,Somewhat confident,Yes,No,Yes,Yes
12356,No,Very confident,No,No,Yes,No
12357,No,Somewhat confident,No,No,Yes,Yes
12358,Yes,Very confident,No,No,Yes,No
12359,Yes,Not at all confident,No,Yes,No,Yes
12360,Yes,Very confident,No,No,Yes,No
12361,No,Somewhat confident,No,No,Yes,No
12362,Yes,Somewhat confident,No,No,Yes,No
12363,No,Somewhat confident,No,No,Yes,Yes
12364,No,Somewhat confident,Yes,Yes,No,Yes
12365,Yes,Somewhat confident,No,No,No,Yes
12366,No,Somewhat confident,No,No,Yes,No
12367,Yes,Very confident,No,Yes,Yes,Yes
12368,Yes,Somewhat confident,Yes,Yes,No,No
12369,Yes,Very confident,No,Yes,Yes,No
12370,No,Very confident,Yes,Yes,Yes,Yes
12371,Yes,Not at all confident,No,No,No,Yes
12372,Yes,Somewhat confident,No,No,Yes,Yes
12373,Yes,Somewhat confident,No,No,No,No
12374,No,Somewhat confident,No,No,No,Yes
12375,No,Somewhat confident,No,No,Yes,Yes
12376,No,Not at all confident,No,No,No,No
12377,Yes,Very confident,Yes,Yes,No,No
12378,Yes,Somewhat confident,Yes,Yes,No,Yes
12379,No,Somewhat confident,Yes,Yes,Yes,No
12380,,Not at all confident,Yes,No,No,No
12381,Yes,Very confident,Yes,No,No,Yes
12382,No,Somewhat confident,No,Yes,Yes,Yes
12383,Yes,Very confident,Yes,Yes,Yes,Yes
12384,No,Very confident,No,No,Yes,Yes
12385,No,Not at all confident,No,No,No,Yes
12386,Yes,Somewhat confident,Yes,Yes,Yes,Yes
12387,No,Somewhat confident,No,No,Yes,Yes
12388,Yes,Somewhat confident,No,No,Yes,No
12389,No,Very confident,No,No,No,Yes
12390,Yes,Somewhat confident,No,No,Yes,No
12391,Yes,Not at all confident,Yes,Yes,Yes,Yes
12392,No,Not at all confident,No,No,No,No
12393,No,Somewhat confident,No,No,No,Yes
12394,No,Very confident,No,No,No,Yes
12395,Yes,Somewhat confident,No,No,Yes,No
12396,Yes,Very confident,Yes,No,Yes,Yes
12397,No,Very confident,No,No,No,No
12398,No,Somewhat confident,No,No,No,Yes
12399,Yes,Very confident,Yes,Yes,Yes,Yes
12400,Yes,Very confident,Yes,No,No,Yes
12401,No,Somewhat confident,No,No,No,No
12402,Yes,Very confident,Yes,Yes,No,No
12403,,Somewhat confident,Yes,No,Yes,No
12404,No,Somewhat confident,No,No,Yes,No
12405,No,Somewhat confident,Yes,Yes,No,Yes
12406,Yes,Very confident,No,No,No,Yes
12407,No,Very confident,No,No,Yes,Yes
12408,Yes,Somewhat confident,Yes,No,Yes,Yes
12409,No,Somewhat confident,Yes,No,No,No
12410,No,Very confident,No,No,Yes,Yes
12411,No,Somewhat confident,Yes,No,No,No
12412,,,,,,
12413,Yes,Somewhat confident,,,,
12414,No,Somewhat confident,No,No,Yes,Yes
12415,No,Somewhat confident,No,No,No,Yes
12416,Yes,Very confident,Yes,Yes,Yes,No
12417,No,Very confident,No,No,Yes,No
12418,No,Somewhat confident,No,No,No,Yes
12419,No,Somewhat confident,Yes,No,No,Yes
12420,Yes,Somewhat confident,No,No,Yes,Yes
12421,Yes,Somewhat confident,Yes,No,Yes,No
12422,No,Not at all confident,No,No,No,No
12423,No,Very confident,No,Yes,Yes,Yes
12424,Yes,Somewhat confident,No,No,Yes,No
12425,No,Somewhat confident,No,No,Yes,No
12426,Yes,Very confident,Yes,No,Yes,No
12427,,,,,,
12428,,,,,,
12429,,,,,,
12430,,,,,,
12431,,,,,,
12432,Yes,Somewhat confident,Yes,Yes,Yes,Yes
12433,Yes,Somewhat confident,Yes,Yes,No,No
12434,,,,,,
12435,,,,,,
12436,,,,,,
12437,,,,,,
12438,,,,,,
12439,No,Somewhat confident,No,No,No,Yes
12440,,,,,,
12441,,,,,,
12442,,,,,,
12443,,,,,,
12444,,,,,,
12445,,,,,,
12446,,,,,,
12447,,,,,,
12448,,,,,,
12449,,,,,,
12450,,,,,,
12451,,,,,,
12452,,,,,,
12453,,,,,,
12454,,,,,,
12455,,,,,,
12456,,,,,,
12457,,,,,,
12458,,,,,,
12459,,,,,,
12460,,,,,,
12461,Yes,Not at all confident,No,No,Yes,No
12462,,,,,,
12463,,,,,,
12464,,,,,,
12465,,,,,,
12466,,,,,,
12467,Yes,Very confident,No,No,No,
12468,,,,,,
12469,,,,,,
12470,Yes,Somewhat confident,No,Yes,Yes,No
12471,,,,,,
12472,,,,,,
12473,,,,,,
12474,No,Somewhat confident,No,No,Yes,Yes
12475,No,Somewhat confident,No,Yes,No,Yes
12476,,,,,,
12477,Yes,Very confident,Yes,Yes,Yes,No
12478,,,,,,
12479,Yes,Somewhat confident,Yes,Yes,Yes,No
12480,,,,,,
12481,,,,,,
12482,,,,,,
12483,,,,,,
12484,,,,,,
12485,,,,,,
12486,,,,,,
12487,,,,,,
12488,,,,,,
12489,No,Very confident,No,No,Yes,No
12490,Yes,Very confident,Yes,Yes,Yes,No
12491,Yes,Very confident,Yes,Yes,Yes,No
12492,No,Very confident,No,Yes,Yes,No
12493,,,,,,
12494,Yes,Very confident,Yes,No,Yes,No
12495,,,,,,
12496,,,,,,
12497,,,,,,
12498,,,,,,
12499,,,,,,
12500,,,,,,
12501,Yes,Very confident,No,No,Yes,No
12502,,,,,,
12503,,,,,,
12504,Yes,Very confident,Yes,Yes,Yes,No
12505,,,,,,
12506,,,,,,
12507,Yes,Very confident,No,Yes,Yes,No
12508,Yes,Very confident,No,No,Yes,No
12509,,,,,,
12510,Yes,Very confident,No,Yes,Yes,No
12511,,,,,,
12512,Yes,Very confident,No,Yes,No,Yes
12513,,,,,,
12514,,,,,,
12515,,,,,,
12516,,,,,,
12517,No,Somewhat confident,No,No,No,Yes
12518,Yes,Very confident,No,No,No,Yes
12519,,,,,,
12520,,,,,,
12521,Yes,Somewhat confident,No,No,Yes,Yes
12522,Yes,Somewhat confident,Yes,Yes,No,No
12523,No,Somewhat confident,No,No,No,Yes
12524,,,,,,
12525,,,,,,
12526,,,,,,
12527,,,,,,
12528,Yes,Very confident,Yes,Yes,Yes,No
12529,,,,,,
12530,,,,,,
12531,Yes,Somewhat confident,No,Yes,No,Yes
12532,,,,,,
12533,Yes,Very confident,No,No,Yes,No
12534,,,,,,
12535,,,,,,
12536,Yes,Very confident,No,Yes,No,No
12537,Yes,Not at all confident,No,No,No,Yes
12538,,,,,,
12539,Yes,Very confident,Yes,Yes,No,No
12540,,,,,,
12541,,,,,,
12542,,,,,,
12543,,,,,,
12544,No,Very confident,No,No,Yes,Yes
12545,Yes,Very confident,No,No,No,No
12546,,,,,,
12547,Yes,Very confident,No,Yes,No,Yes
12548,,,,,,
12549,,,,,,
12550,,,,,,
12551,No,Very confident,Yes,Yes,No,Yes
12552,,,,,,
12553,Yes,Somewhat confident,Yes,Yes,Yes,Yes
12554,Yes,Somewhat confident,No,No,Yes,No
12555,No,Somewhat confident,No,No,No,No
12556,Yes,Very confident,No,No,Yes,Yes
12557,Yes,Very confident,No,Yes,Yes,Yes
12558,No,Not at all confident,No,No,Yes,No
12559,No,Very confident,No,No,Yes,Yes
12560,,,,,,
12561,No,Very confident,No,No,Yes,Yes
12562,No,Very confident,No,No,No,Yes
12563,Yes,Somewhat confident,No,No,Yes,No
12564,Yes,Very confident,No,No,No,No
12565,Yes,Very confident,Yes,No,Yes,Yes
12566,Yes,Somewhat confident,Yes,Yes,No,Yes
12567,No,Very confident,No,No,No,Yes
12568,Yes,Somewhat confident,No,No,Yes,No
12569,Yes,Very confident,Yes,No,Yes,No
12570,Yes,Very confident,Yes,No,Yes,Yes
12571,No,Very confident,No,Yes,Yes,No
12572,Yes,Very confident,No,No,Yes,Yes
12573,Yes,Very confident,No,Yes,No,No
12574,No,Very confident,No,Yes,Yes,No
12575,Yes,Very confident,Yes,No,Yes,Yes
12576,Yes,Very confident,No,No,Yes,Yes
12577,Yes,Very confident,No,No,No,Yes
12578,No,Somewhat confident,No,No,No,Yes
12579,Yes,Not at all confident,No,No,Yes,Yes
12580,Yes,Very confident,Yes,No,Yes,Yes
12581,Yes,Very confident,Yes,No,Yes,No
12582,Yes,Very confident,No,No,No,Yes
12583,No,Very confident,No,Yes,Yes,Yes
12584,Yes,Very confident,Yes,No,Yes,Yes
12585,No,Not at all confident,Yes,No,No,No
12586,,,,,,
12587,,,,,,
12588,,,,,,
12589,No,Somewhat confident,No,No,No,Yes
12590,Yes,Very confident,Yes,No,Yes,Yes
12591,Yes,Somewhat confident,Yes,No,Yes,Yes
12592,No,Very confident,No,No,Yes,No
12593,Yes,Very confident,Yes,No,Yes,No
12594,No,Very confident,Yes,No,Yes,Yes
12595,No,Very confident,No,No,Yes,Yes
12596,No,Not at all confident,No,No,No,Yes
12597,No,Very confident,No,Yes,Yes,Yes
12598,Yes,Very confident,No,Yes,Yes,Yes
12599,Yes,Somewhat confident,Yes,No,No,Yes
12600,Yes,Very confident,No,No,Yes,No
12601,Yes,Somewhat confident,No,No,Yes,No
12602,Yes,Somewhat confident,Yes,Yes,Yes,Yes
12603,Yes,Somewhat confident,No,Yes,No,Yes
12604,No,Somewhat confident,No,No,Yes,Yes
12605,Yes,Somewhat confident,Yes,No,Yes,No
12606,Yes,Somewhat confident,No,No,Yes,Yes
12607,No,Very confident,No,No,Yes,Yes
12608,No,Not at all confident,No,No,No,Yes
12609,No,Somewhat confident,No,Yes,No,Yes
12610,No,Somewhat confident,No,No,No,No
12611,Yes,Somewhat confident,No,No,No,No
12612,No,Somewhat confident,No,No,Yes,No
12613,Yes,Very confident,No,Yes,Yes,No
12614,No,Very confident,No,No,Yes,Yes
12615,Yes,Very confident,No,Yes,No,No
12616,No,Not at all confident,No,No,Yes,No
12617,Yes,Somewhat confident,No,No,Yes,Yes
12618,Yes,Very confident,No,Yes,Yes,No
12619,Yes,Very confident,No,Yes,No,No
12620,No,Somewhat confident,No,No,Yes,Yes
12621,,,,,,
12622,2,Very confident,No,Yes,Yes,Yes
12623,,,,,,
12624,Yes,Very confident,No,Yes,Yes,No
12625,,,,,,
12626,Yes,Very confident,Yes,No,Yes,No
12627,,,,,,
12628,Yes,Very confident,Yes,Yes,Yes,No
12629,Yes,Very confident,No,Yes,Yes,Yes
12630,,,,,,
12631,Yes,Very confident,Yes,Yes,No,No
12632,,,,,,
12633,Yes,Somewhat confident,No,Yes,Yes,Yes
12634,Yes,Very confident,Yes,Yes,No,No
12635,Yes,Somewhat confident,No,No,No,No
12636,No,Very confident,No,No,Yes,Yes
12637,No,Somewhat confident,No,No,Yes,Yes
12638,Yes,Very confident,Yes,Yes,No,Yes
12639,,,,,,
12640,,,,,,
12641,,,,,,
12642,Yes,Somewhat confident,No,No,No,Yes
12643,No,Somewhat confident,Yes,No,Yes,No
12644,Yes,Somewhat confident,No,No,No,No
12645,Yes,Somewhat confident,No,No,No,Yes
12646,Yes,Somewhat confident,No,No,Yes,No
12647,Yes,Somewhat confident,Yes,No,Yes,No
12648,Yes,Very confident,Yes,Yes,No,No
12649,Yes,Somewhat confident,No,No,Yes,Yes
12650,Yes,Somewhat confident,No,Yes,No,Yes
12651,Yes,Somewhat confident,No,No,No,Yes
12652,No,Somewhat confident,Yes,No,Yes,Yes
12653,No,Very confident,No,No,Yes,No
12654,Yes,Somewhat confident,No,Yes,Yes,No
12655,Yes,Somewhat confident,No,No,No,No
12656,Yes,Somewhat confident,Yes,Yes,Yes,No
12657,,,,,,
12658,,,,,,
12659,Yes,Very confident,No,Yes,No,No
12660,Yes,Very confident,No,Yes,Yes,No
12661,No,Not at all confident,No,No,No,Yes
12662,,,,,,
12663,Yes,Somewhat confident,Yes,Yes,Yes,No
12664,Yes,Very confident,Yes,Yes,Yes,No
12665,,,,,,
12666,Yes,Very confident,Yes,Yes,Yes,No
12667,,,,,,
12668,,,,,,
12669,Yes,Very confident,Yes,No,Yes,Yes
12670,,,,,,
12671,,,,,,
12672,,,,,,
12673,,,,,,
12674,Yes,,,No,Yes,No
12675,,,,,,
12676,,,,,,
12677,,,,,,
12678,,,,,,
12679,,,,,,
12680,,,,,,
12681,,,,,,
12682,,,,,,
12683,,,,,,
12684,,,,,,
12685,,,,,,
12686,,,,,,
12687,,,,,,
12688,,,,,,
12689,,,,,,
12690,,,,,,
12691,,,,,,
12692,,,,,,
12693,,,,,,
12694,,,,,,
12695,,,,,,
12696,,,,,,
12697,,,,,,
12698,,,,,,
12699,,,,,,
12700,Yes,Very confident,No,Yes,No,No
12701,No,Not at all confident,No,No,No,Yes
12702,No,Very confident,No,No,No,No
12703,Yes,Very confident,No,Yes,No,Yes
12704,Yes,Very confident,No,No,No,No
12705,Yes,Somewhat confident,No,Yes,No,Yes
12706,No,Somewhat confident,No,No,No,No
12707,Yes,Very confident,No,No,Yes,No
12708,Yes,Somewhat confident,No,No,No,No
12709,,,,,,
12710,Yes,Very confident,No,Yes,No,No
12711,Yes,Very confident,No,Yes,No,No
12712,No,Very confident,No,Yes,No,No
12713,,,,,,
12714,,,,,,
12715,No,Somewhat confident,No,No,No,No
12716,,,,,,
12717,Yes,Very confident,No,Yes,Yes,No
12718,No,Not at all confident,No,No,Yes,Yes
12719,Yes,Somewhat confident,No,Yes,No,No
12720,Yes,Somewhat confident,No,Yes,Yes,No
12721,No,Not at all confident,No,No,No,Yes
12722,,,,,,
12723,,,,,,
12724,,,,,,
12725,,,,,,
12726,No,Somewhat confident,No,No,No,No
12727,Yes,Very confident,Yes,Yes,No,No
12728,No,Very confident,No,Yes,Yes,Yes
12729,No,Not at all confident,No,No,No,Yes
12730,,,,,,
12731,,,,,,
12732,No,Very confident,No,Yes,No,Yes
12733,No,Somewhat confident,No,Yes,No,Yes
12734,No,Somewhat confident,No,No,No,Yes
12735,Yes,Not at all confident,No,Yes,Yes,Yes
12736,,,,,,
12737,Yes,Very confident,No,No,No,Yes
12738,Yes,Somewhat confident,No,Yes,No,No
12739,Yes,Very confident,No,No,No,No
12740,Yes,Very confident,No,No,No,No
12741,,,,,,
12742,No,Very confident,No,No,No,No
12743,,,,,,
12744,No,Not at all confident,No,No,No,No
12745,,,,,,
12746,No,Somewhat confident,No,No,No,No
12747,No,Very confident,Yes,Yes,Yes,Yes
12748,,,,,,
12749,No,Very confident,No,Yes,No,No
12750,Yes,Somewhat confident,No,No,No,Yes
12751,Yes,Very confident,No,Yes,No,No
12752,No,Very confident,No,No,No,Yes
12753,,,,,,
12754,Yes,Very confident,No,Yes,Yes,No
12755,,,,,,
12756,,,,,,
12757,Yes,Very confident,No,Yes,Yes,No
12758,No,Very confident,No,No,Yes,Yes
12759,,,,,,
12760,,,,,,
12761,,,,,,
12762,Yes,Very confident,No,Yes,No,Yes
12763,,,,,,
12764,No,Somewhat confident,No,No,No,Yes
12765,Yes,Very confident,No,No,Yes,No
12766,No,Very confident,No,No,No,No
12767,Yes,Somewhat confident,No,Yes,Yes,No
12768,Yes,Very confident,No,Yes,Yes,No
12769,No,Very confident,No,No,Yes,Yes
12770,Yes,Very confident,No,No,No,Yes
12771,Yes,Somewhat confident,No,No,No,Yes
12772,No,Somewhat confident,No,No,No,No
12773,Yes,Very confident,No,No,No,No
12774,Yes,Somewhat confident,No,No,Yes,No
12775,Yes,Very confident,No,No,No,No
12776,,,,,,
12777,,,,,,
12778,Yes,Somewhat confident,No,Yes,No,No
12779,No,Very confident,No,Yes,No,Yes
12780,No,Very confident,No,No,No,No
12781,,,,,,
12782,Yes,Somewhat confident,No,No,Yes,No
12783,,,,,,
12784,No,Very confident,Yes,No,No,No
12785,Yes,Very confident,No,Yes,Yes,No
12786,,,,,,
12787,No,Very confident,Yes,No,No,No
12788,Yes,Very confident,No,No,Yes,No
12789,Yes,Very confident,No,No,No,Yes
12790,Yes,Very confident,No,Yes,No,No
12791,No,Somewhat confident,No,No,No,No
12792,,,,,,
12793,Yes,Very confident,No,No,No,No
12794,No,Not at all confident,No,No,No,No
12795,,,,,,
12796,Yes,Very confident,Yes,No,Yes,No
12797,No,Very confident,No,No,No,No
12798,,,,,,
