AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,12/10/2012,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/20/2014,Yes,No,No
Yes,Employed Part Time,5/1/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/15/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,,,No,No,No
Yes,Employed Part Time,4/3/2017,Yes,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,8/3/2017,Yes,No,No
Yes,Not employed,,No,Yes,Yes
Yes,Employed Full Time,9/8/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/25/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/3/1996,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/25/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,8/1/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,7/11/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,6/1/2017,Yes,No,No
Yes,,,No,No,No
Yes,Employed Part Time,8/15/2017,Yes,No,No
Yes,Employed Part Time,8/1/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,Yes,Yes
Yes,Employed Full Time,8/8/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/26/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,,,No,No,No
Yes,Employed Full Time,8/27/2017,Yes,No,No
Yes,Employed Full Time,8/1/2017,Yes,No,No
Yes,Not employed,,No,Yes,Yes
Yes,Employed Full Time,9/18/2017,Yes,No,No
Yes,Employed Part Time,8/28/2017,Yes,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/27/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,,No,No,No
Yes,Not employed,,No,No,No
Yes,,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,12/18/2014,Yes,No,No
Yes,Employed Full Time,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,5/1/2017,Yes,No,No
Yes,Employed Part Time,,No,No,No
Yes,Employed Full Time,8/28/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,8/28/2017,Yes,No,No
Yes,,,No,No,No
Yes,Not employed,,No,Yes,Yes
Yes,Employed Full Time,3/13/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,7/7/2009,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,,,No,No,No
Yes,Employed Part Time,2/8/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/14/2017,Yes,No,No
Yes,Employed Full Time,4/15/2015,Yes,No,No
Yes,Employed Full Time,6/1/2014,Yes,No,No
Yes,Employed Full Time,1/4/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/26/2017,Yes,No,No
Yes,,,No,No,No
Yes,Employed Full Time,10/5/2015,Yes,No,No
Yes,,,No,No,No
Yes,Employed Full Time,10/19/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/15/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,1/3/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,11/6/2016,Yes,No,No
Yes,,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,1/9/2017,Yes,No,No
Yes,Employed Full Time,5/16/2016,Yes,No,No
Yes,Employed Part Time,8/15/2017,Yes,No,No
Yes,Employed Part Time,8/11/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,6/30/2017,Yes,No,No
Yes,Employed Full Time,10/12/2016,Yes,No,No
Yes,Employed Full Time,10/17/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,9/5/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,6/27/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,5/8/2017,Yes,No,No
Yes,Employed Full Time,7/17/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,8/1/2013,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,8/7/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/11/2017,Yes,No,No
Yes,Employed Full Time,5/10/2016,Yes,No,No
Yes,Employed Full Time,7/7/2008,Yes,No,No
Yes,Employed Full Time,3/14/2017,Yes,No,No
Yes,Employed Full Time,,No,No,No
Yes,Employed Full Time,3/7/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/24/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/8/2005,Yes,Yes,Yes
Yes,Employed Full Time,9/27/2016,Yes,No,No
Yes,Employed Part Time,10/11/2016,Yes,No,No
Yes,Employed Part Time,4/20/2017,Yes,No,No
Yes,Employed Full Time,5/22/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,4/3/2017,Yes,No,No
Yes,Employed Full Time,8/23/2017,Yes,No,No
Yes,Employed Full Time,8/1/2011,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/19/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,6/20/2016,Yes,No,No
Yes,Employed Full Time,1/1/2017,Yes,No,No
Yes,Employed Full Time,3/7/2016,Yes,No,No
Yes,Employed Full Time,3/21/2016,Yes,No,No
Yes,Employed Part Time,8/1/2013,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,9/5/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,5/22/2017,Yes,No,No
Yes,Employed Part Time,7/1/2015,Yes,No,No
Yes,Employed Full Time,7/19/2017,Yes,No,No
Yes,Employed Full Time,2/13/2017,Yes,No,No
Yes,,,No,No,No
Yes,Employed Full Time,7/11/2016,Yes,No,No
Yes,Employed Full Time,8/26/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,8/25/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/3/2001,Yes,No,No
Yes,Employed Full Time,4/3/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,3/15/2017,Yes,No,No
Yes,Employed Part Time,12/12/2016,Yes,No,No
Yes,Employed Full Time,6/20/2016,Yes,No,No
Yes,Employed Full Time,6/21/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,5/31/2016,Yes,No,No
Yes,Employed Full Time,9/19/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,3/22/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,4/10/2017,Yes,No,No
Yes,Employed Full Time,9/26/2016,Yes,No,No
Yes,Employed Full Time,8/31/2016,Yes,No,No
Yes,Employed Full Time,2/28/2017,Yes,No,No
Yes,Not employed,,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,7/24/2016,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/21/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,5/15/2006,Yes,No,No
Yes,Employed Part Time,1/5/2012,Yes,No,No
Yes,Employed Full Time,7/11/2017,Yes,No,No
Yes,Employed Part Time,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/20/2017,Yes,No,No
Yes,Employed Part Time,6/1/2017,Yes,No,No
Yes,Employed Full Time,10/10/2016,Yes,No,No
Yes,Employed Full Time,9/23/2016,Yes,No,No
Yes,Employed Part Time,8/1/2015,Yes,No,No
Yes,Employed Full Time,5/2/2016,Yes,No,No
Yes,Employed Full Time,4/28/2016,Yes,No,No
Yes,Employed Full Time,5/16/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,9/25/2017,Yes,No,No
Yes,Employed Full Time,5/3/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Employed Full Time,4/3/2017,Yes,No,No
Yes,Employed Full Time,2/20/2017,Yes,No,No
Yes,Employed Full Time,4/1/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,,,No,No,No
Yes,Employed Part Time,3/13/2017,Yes,No,No
Yes,Employed Full Time,3/29/2017,Yes,No,No
Yes,Employed Full Time,8/14/2017,Yes,No,No
Yes,Employed Part Time,4/1/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,3/15/2017,Yes,No,No
Yes,Employed Part Time,7/17/2017,Yes,No,No
Yes,Employed Part Time,1/13/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,4/27/2017,Yes,No,No
Yes,Employed Part Time,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,6/5/2017,Yes,No,No
Yes,Employed Part Time,12/6/2014,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/7/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,3/7/2017,Yes,No,No
Yes,Employed Part Time,5/31/2017,Yes,No,No
Yes,Employed Full Time,2/21/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/10/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,9/4/2017,Yes,No,No
Yes,Employed Full Time,8/1/2014,Yes,No,No
Yes,Employed Full Time,8/22/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/22/2016,Yes,No,No
Yes,Employed Part Time,8/1/2014,Yes,No,No
Yes,Employed Part Time,2/1/2015,Yes,No,No
Yes,Employed Part Time,2/9/2016,Yes,No,No
Yes,Employed Full Time,1/2/2012,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/21/2007,Yes,No,No
Yes,Employed Full Time,10/12/2012,Yes,No,No
Yes,Employed Full Time,1/1/2012,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,3/10/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,9/1/2015,Yes,No,No
Yes,Employed Full Time,11/2/2016,Yes,No,No
Yes,Employed Full Time,1/1/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,8/1/2016,Yes,No,No
Yes,Employed Full Time,4/12/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,2/14/2017,Yes,No,No
Yes,,,No,No,No
Yes,Employed Full Time,6/19/2017,Yes,No,No
Yes,Employed Full Time,3/22/2010,Yes,No,No
Yes,Employed Full Time,12/12/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,11/30/2015,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,,No,No,No
Yes,,,No,No,No
Yes,Employed Full Time,4/12/2017,Yes,No,No
Yes,,,No,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,3/16/2016,Yes,No,No
Yes,Employed Part Time,12/6/2016,Yes,No,No
Yes,Employed Full Time,2/1/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,1/1/2009,Yes,No,No
Yes,Employed Full Time,9/12/2016,Yes,No,No
Yes,Employed Part Time,3/4/2016,No,No,No
Yes,Employed Full Time,4/10/2017,Yes,No,No
Yes,Employed Full Time,1/1/2010,Yes,Yes,Yes
Yes,Employed Full Time,5/26/2008,Yes,No,No
Yes,Employed Full Time,8/1/2001,Yes,No,No
Yes,Employed Part Time,11/4/2013,Yes,No,No
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,3/1/2015,Yes,No,No
Yes,Employed Part Time,2/1/2011,Yes,No,No
Yes,Employed Full Time,6/1/2015,Yes,Yes,No
Yes,Employed Part Time,10/12/2016,Yes,No,No
Yes,Employed Full Time,2/10/2016,Yes,No,No
Yes,Employed Full Time,1/7/2016,Yes,No,No
Yes,Employed Full Time,3/1/2016,Yes,No,No
Yes,Employed Full Time,3/13/2016,Yes,No,No
Yes,Employed Full Time,6/3/2016,Yes,No,No
Yes,Employed Full Time,5/13/2016,Yes,No,No
Yes,Employed Full Time,8/24/2008,Yes,No,No
Yes,Employed Part Time,2/22/2016,Yes,No,No
Yes,Employed Part Time,3/5/2016,Yes,No,No
Yes,Employed Full Time,10/15/2016,Yes,No,No
Yes,Employed Full Time,4/1/2016,Yes,No,No
Yes,Employed Part Time,,No,No,No
Yes,Employed Full Time,4/1/2016,Yes,No,No
Yes,Employed Full Time,3/10/2015,Yes,Yes,Yes
Yes,Employed Full Time,5/13/2016,Yes,No,No
Yes,Employed Full Time,7/1/2016,Yes,No,No
Yes,Employed Full Time,6/28/2017,Yes,No,No
Yes,Employed Full Time,4/10/2017,Yes,No,No
Yes,Employed Full Time,9/1/2016,Yes,No,No
Yes,Employed Full Time,3/17/2017,Yes,No,No
Yes,Employed Part Time,5/12/2017,Yes,No,No
Yes,Employed Full Time,11/1/2016,Yes,No,No
Yes,Employed Full Time,8/1/2016,Yes,No,No
Yes,Employed Part Time,9/1/2016,Yes,No,No
Yes,Employed Full Time,12/19/2016,Yes,No,No
Yes,Employed Full Time,7/1/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Full Time,7/14/2017,Yes,No,No
Yes,Employed Part Time,6/1/2016,Yes,No,No
Yes,Employed Part Time,12/1/2016,Yes,No,No
Yes,Employed Full Time,8/16/2016,Yes,Yes,Yes
Yes,Not employed,,No,No,No
Yes,Employed Part Time,2/28/2017,Yes,No,No
Yes,Employed Full Time,4/12/2017,Yes,No,No
Yes,Employed Full Time,12/1/2016,Yes,No,No
Yes,Employed Part Time,12/10/2016,Yes,No,No
Yes,Employed Part Time,7/1/2016,Yes,No,No
Yes,Employed Full Time,4/19/2017,Yes,No,No
Yes,Employed Part Time,12/20/2015,Yes,No,No
Yes,Employed Full Time,5/1/2017,Yes,No,No
Yes,Not employed,,No,No,No
Yes,Employed Part Time,8/5/2017,No,No,No
Yes,Employed Full Time,5/12/2017,Yes,No,No
Yes,Employed Full Time,5/15/2017,Yes,No,No
Yes,Employed Part Time,8/23/2017,No,No,No
Yes,Employed Full Time,7/22/2015,Yes,No,No
No,Employed Part Time,8/5/2014,Yes,No,No
Yes,Employed Full Time,9/7/2016,Yes,No,No
No,Employed Full Time,6/26/2017,Yes,No,No
No,Employed Part Time,3/21/2017,Yes,No,No
No,Employed Full Time,12/23/2015,,Yes,Yes
No,Employed Full Time,12/23/2016,,No,No
No,Employed Full Time,10/20/2016,,No,No
Yes,Employed Full Time,10/9/2017,,No,No
Yes,Employed Full Time,1/11/2017,,No,No
Yes,Employed Full Time,6/21/2017,,No,No
Yes,Employed Part Time,8/15/2017,,No,No
Yes,Employed Part Time,12/8/2016,,Yes,No
Yes,Employed Full Time,12/19/2016,,No,No
No,Employed Full Time,9/28/2009,,No,No
Yes,Employed Full Time,10/2/2017,,No,No
No,Employed Full Time,6/15/2012,,No,No
No,Employed Full Time,10/9/2017,,No,No
Yes,Employed Part Time,8/4/2015,,No,No
Yes,Employed Full Time,7/5/2017,,No,No
No,Employed Full Time,10/15/2015,,No,No
Yes,Employed Full Time,7/15/2015,,No,No
No,Employed Part Time,10/9/2017,,No,No
No,Employed Full Time,10/11/2017,,No,No
Yes,Employed Full Time,10/2/2017,,Yes,Yes
No,Employed Full Time,8/7/2017,,No,No
Yes,Employed Full Time,9/20/2017,,Yes,No
Yes,Employed Full Time,11/6/2017,,No,No
No,Employed Full Time,3/16/2016,,No,No
Yes,Employed Full Time,10/16/2017,,No,No
Yes,Employed Full Time,10/1/2017,,Yes,Yes
Yes,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,11/29/2017,,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,6/15/2015,,No,No
No,Employed Full Time,11/20/2017,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,11/3/2017,,No,No
No,Employed Part Time,4/3/2017,,No,No
Yes,Employed Part Time,11/10/2017,,No,No
No,Not employed,,,No,No
No,Employed Full Time,11/13/2017,,No,No
No,Employed Full Time,11/7/2017,,No,No
No,Employed Full Time,12/12/2016,,No,No
No,Employed Full Time,11/20/2017,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,1/2/2018,,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,10/17/2016,,No,No
No,Employed Full Time,1/10/2018,,No,No
Yes,Employed Full Time,12/20/2017,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,12/15/2015,Yes,No,No
No,Employed Full Time,6/25/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/9/2016,Yes,No,No
No,Employed Part Time,11/9/2016,Yes,No,No
No,Not employed,,,No,No
Yes,Employed Full Time,12/7/2017,No,No,No
No,Employed Full Time,7/1/2017,Yes,No,No
No,Employed Part Time,8/1/2015,Yes,Yes,No
No,Not employed,,,No,No
No,Employed Full Time,8/6/2017,Yes,No,No
No,Employed Full Time,12/14/2017,No,No,No
No,Employed Part Time,6/27/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/29/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,1/2/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,11/1/2016,Yes,No,No
No,Employed Full Time,5/14/2016,Yes,No,No
No,Employed Full Time,8/1/2017,Yes,No,No
No,Employed Part Time,9/10/2012,Yes,No,No
No,Employed Full Time,1/31/2017,Yes,No,No
Yes,Not employed,,,Yes,No
No,Employed Part Time,2/7/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Part Time,3/11/2017,Yes,No,No
No,Employed Part Time,11/25/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,7/5/2016,Yes,No,No
No,Employed Full Time,9/13/2017,Yes,No,No
No,Employed Full Time,1/15/2016,Yes,No,No
No,Employed Full Time,5/23/2017,Yes,No,No
No,Employed Full Time,12/15/2014,Yes,No,No
No,Employed Full Time,8/15/2017,Yes,No,No
No,Employed Full Time,5/22/2015,Yes,No,No
No,Employed Full Time,8/1/2016,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,4/13/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,12/15/2014,Yes,No,No
No,Employed Full Time,9/23/2015,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,12/15/2014,Yes,No,No
No,Employed Full Time,2/2/2015,Yes,No,No
No,Employed Full Time,9/7/2015,Yes,No,No
No,Employed Full Time,12/8/2014,Yes,No,No
No,Employed Full Time,12/15/2014,Yes,No,No
No,Employed Full Time,11/15/2016,Yes,No,No
No,Employed Full Time,7/7/2015,Yes,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,2/1/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,6/6/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,3/2/2017,Yes,No,No
No,Employed Full Time,5/27/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/12/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,8/24/2015,Yes,No,No
No,Employed Full Time,9/13/2015,Yes,No,No
No,Employed Full Time,5/4/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,4/1/2016,Yes,No,No
No,Employed Full Time,12/30/2015,Yes,No,No
No,Employed Full Time,5/11/2015,Yes,No,No
No,Employed Full Time,10/15/2015,Yes,No,No
No,Employed Part Time,6/27/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,9/1/2017,Yes,Yes,No
No,Not employed,,,No,No
No,Employed Part Time,5/15/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,2/8/2016,Yes,No,No
No,Employed Full Time,6/13/2016,Yes,No,No
No,Employed Full Time,3/1/2016,Yes,No,No
No,Employed Full Time,12/1/2015,Yes,No,No
No,Employed Full Time,9/23/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,6/18/2017,Yes,No,No
No,Employed Part Time,9/14/2015,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Part Time,1/6/2016,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,1/5/2016,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Part Time,11/10/2015,Yes,No,No
No,Employed Full Time,8/16/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,11/1/2015,Yes,No,No
No,Employed Full Time,8/17/2017,Yes,No,No
No,Not employed,,,Yes,No
No,Employed Full Time,11/19/2015,Yes,No,No
No,Employed Full Time,9/11/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,10/26/2017,No,No,No
No,Not employed,,,No,No
No,Employed Full Time,11/29/2017,No,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/11/2017,Yes,No,No
No,Employed Full Time,12/2/2015,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,2/1/2016,Yes,No,No
No,Employed Part Time,6/27/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,2/11/2016,Yes,No,No
No,Employed Full Time,6/20/2016,Yes,No,No
No,Employed Full Time,2/27/2017,Yes,No,No
No,Employed Full Time,9/28/2017,Yes,Yes,No
No,Not employed,,,No,No
No,Employed Full Time,12/15/2016,Yes,No,No
No,Employed Full Time,6/21/2016,Yes,No,No
No,Employed Full Time,6/21/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,10/17/2016,Yes,No,No
No,Employed Full Time,6/3/2016,Yes,No,No
No,Employed Full Time,6/1/2016,Yes,Yes,No
No,Employed Full Time,2/6/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,12/15/2016,Yes,No,No
No,Employed Full Time,6/15/2016,Yes,No,No
No,Employed Part Time,2/2/2016,Yes,No,No
No,Employed Full Time,3/16/2016,Yes,No,No
No,Employed Full Time,10/4/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/16/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,7/11/2016,Yes,No,No
No,Employed Full Time,6/27/2016,Yes,No,No
No,Employed Full Time,3/20/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,6/1/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,9/22/2017,Yes,No,No
No,Employed Full Time,4/18/2016,Yes,No,No
No,Employed Full Time,5/9/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,1/1/2016,Yes,No,No
No,Employed Full Time,8/15/2016,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,8/1/2016,Yes,No,No
No,Employed Full Time,5/12/2016,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,1/3/2017,Yes,No,No
No,Employed Full Time,6/22/2016,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/11/2017,Yes,No,No
No,Employed Part Time,5/13/2016,Yes,No,No
No,Employed Full Time,3/6/2017,Yes,No,No
No,Employed Full Time,7/18/2016,Yes,No,No
No,Employed Full Time,9/14/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,10/4/2016,Yes,No,No
No,Employed Full Time,10/5/2016,Yes,No,No
No,Employed Full Time,2/10/2017,Yes,No,No
No,Employed Full Time,8/1/2016,Yes,No,No
No,Employed Full Time,6/20/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,9/13/2016,Yes,No,No
No,Employed Full Time,3/1/2017,Yes,No,No
No,Employed Full Time,9/22/2016,Yes,No,No
No,Employed Part Time,10/3/2016,Yes,No,No
No,Employed Full Time,7/24/2017,Yes,No,No
No,Employed Full Time,8/24/2016,Yes,No,No
No,Employed Full Time,8/8/2016,Yes,No,No
No,Employed Part Time,9/7/2016,Yes,No,No
Yes,Employed Full Time,8/25/2016,Yes,No,No
No,Employed Full Time,3/20/2017,Yes,No,No
No,Employed Full Time,12/1/2016,Yes,No,No
No,Employed Full Time,8/1/2016,Yes,No,No
No,Not employed,,,Yes,No
No,Employed Full Time,3/1/2017,Yes,No,No
No,Employed Full Time,9/3/2016,Yes,No,No
No,Employed Full Time,5/8/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,9/1/2015,Yes,No,No
No,Employed Full Time,9/6/2016,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,8/1/2017,Yes,No,No
No,Employed Full Time,3/21/2017,Yes,No,No
No,Employed Full Time,9/14/2017,Yes,No,No
Yes,Employed Full Time,9/12/2017,Yes,No,No
No,Employed Full Time,12/2/2016,Yes,No,No
No,Employed Full Time,4/17/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,4/3/2017,Yes,No,No
No,Employed Full Time,4/4/2017,Yes,No,No
No,Employed Full Time,7/2/2017,Yes,No,No
No,Employed Full Time,8/31/2015,Yes,No,No
Yes,Employed Part Time,10/16/2017,No,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/30/2017,Yes,No,No
Yes,Employed Full Time,1/9/2017,Yes,No,No
No,Employed Full Time,11/8/2017,No,No,No
No,Employed Full Time,10/10/2016,Yes,No,No
No,Employed Part Time,12/1/2017,No,No,No
No,Employed Full Time,5/5/2017,Yes,No,No
No,Employed Full Time,5/26/2017,Yes,No,No
No,Employed Full Time,4/10/2017,Yes,No,No
