,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
14214,Yes,Not employed,,No,No,No
14215,Yes,Employed Full Time,4/10/2017,Yes,No,No
14216,Yes,Employed Full Time,1/30/2017,Yes,No,No
14217,Yes,Employed Part Time,9/26/2016,Yes,No,No
14218,Yes,Employed Full Time,8/4/2016,Yes,No,No
14219,Yes,Employed Full Time,8/31/2016,Yes,No,No
14220,Yes,Employed Full Time,2/28/2017,Yes,No,No
14221,Yes,Employed Full Time,4/7/2017,Yes,No,No
14222,Yes,Employed Part Time,7/24/2016,Yes,No,No
14223,Yes,Employed Full Time,2/21/2017,Yes,No,No
14224,Yes,Employed Part Time,8/1/2016,Yes,No,No
14225,Yes,Not employed,,No,No,No
14226,Yes,Employed Full Time,9/7/2016,Yes,No,No
14227,Yes,Employed Full Time,5/15/2006,Yes,No,No
14228,Yes,Employed Part Time,3/3/2017,Yes,No,No
14229,Yes,Employed Part Time,1/5/2012,Yes,No,No
14230,Yes,Not employed,,No,No,No
14231,Yes,Not employed,,No,No,No
14232,Yes,Employed Full Time,5/26/2015,Yes,No,No
14233,Yes,Not employed,,No,No,No
14234,Yes,Employed Full Time,6/1/2017,Yes,No,No
14235,Yes,Employed Full Time,10/10/2016,Yes,No,No
14236,Yes,Employed Part Time,8/1/2015,Yes,No,No
14237,Yes,Employed Full Time,4/28/2016,Yes,No,No
14238,Yes,Employed Part Time,10/1/1999,No,No,No
14239,Yes,Employed Full Time,5/16/2017,Yes,No,No
14240,Yes,Employed Part Time,9/26/2016,Yes,No,No
14241,Yes,Employed Part Time,11/22/2016,Yes,No,No
14242,Yes,Not employed,,No,No,No
14243,Yes,Not employed,,No,No,No
14244,Yes,Employed Part Time,9/18/2015,Yes,No,No
14245,Yes,Not employed,,No,No,No
14246,Yes,Employed Full Time,10/6/2016,Yes,No,No
14247,Yes,Employed Full Time,5/3/2017,Yes,No,No
14248,Yes,Not employed,,No,No,No
14249,Yes,Not employed,,No,No,No
14250,Yes,Employed Full Time,10/11/2016,Yes,No,No
14251,Yes,Not employed,,No,No,No
14252,Yes,,,No,No,No
14253,Yes,Employed Full Time,6/1/2016,Yes,No,No
14254,Yes,Employed Part Time,12/1/2016,Yes,No,No
14255,Yes,Not employed,,No,No,No
14256,Yes,Employed Full Time,2/20/2017,Yes,No,No
14257,Yes,Employed Full Time,4/1/2017,Yes,No,No
14258,Yes,,,No,No,No
14259,Yes,Employed Full Time,10/17/2016,Yes,No,No
14260,Yes,Employed Part Time,3/13/2017,Yes,No,No
14261,Yes,Employed Full Time,3/29/2017,Yes,No,No
14262,Yes,Not employed,,No,Yes,Yes
14263,Yes,Not employed,,No,No,No
14264,Yes,Employed Full Time,3/31/2016,Yes,No,No
14265,Yes,Employed Full Time,3/15/2017,Yes,No,No
14266,Yes,Employed Full Time,3/13/2017,Yes,No,No
14267,Yes,Employed Part Time,1/13/2017,Yes,No,No
14268,Yes,Not employed,,No,No,No
14269,Yes,Not employed,,No,Yes,Yes
14270,Yes,Employed Full Time,4/27/2017,Yes,No,No
14271,Yes,Employed Part Time,,No,No,No
14272,Yes,Not employed,,No,No,No
14273,Yes,Employed Part Time,6/5/2017,Yes,No,No
14274,Yes,Employed Full Time,12/6/2014,Yes,No,No
14275,Yes,Employed Part Time,5/25/2017,Yes,No,No
14276,Yes,Employed Full Time,3/7/2017,Yes,No,No
14277,Yes,Employed Full Time,1/23/2017,Yes,No,No
14278,Yes,Not employed,,No,No,No
14279,Yes,Employed Full Time,2/23/2017,Yes,Yes,Yes
14280,Yes,Not employed,,No,No,No
14281,Yes,Employed Part Time,2/7/2017,Yes,No,No
14282,Yes,Not employed,,No,No,No
14283,Yes,Not employed,,No,No,No
14284,Yes,Employed Full Time,3/7/2017,Yes,No,No
14285,Yes,Employed Part Time,5/31/2017,Yes,No,No
14286,Yes,Employed Part Time,11/15/2016,Yes,No,No
14287,Yes,Employed Full Time,2/21/2017,Yes,No,No
14288,Yes,Not employed,,No,No,No
14289,Yes,Not employed,,No,No,No
14290,Yes,Not employed,,No,No,No
14291,Yes,Not employed,,No,No,No
14292,Yes,Not employed,,No,No,No
14293,Yes,Employed Full Time,11/14/2016,Yes,No,No
14294,Yes,Employed Full Time,8/1/2014,Yes,No,No
14295,Yes,Not employed,,No,No,No
14296,Yes,Not employed,,No,No,No
14297,Yes,Employed Full Time,2/20/2017,Yes,No,No
14298,Yes,Not employed,,No,No,No
14299,Yes,Not employed,,No,No,No
14300,Yes,Employed Full Time,2/22/2016,Yes,No,No
14301,Yes,Employed Part Time,8/1/2014,Yes,No,No
14302,Yes,Employed Part Time,2/1/2015,Yes,No,No
14303,Yes,Employed Part Time,2/9/2016,Yes,No,No
14304,Yes,Employed Full Time,1/2/2012,Yes,No,No
14305,Yes,Not employed,,No,No,No
14306,Yes,Not employed,,No,No,No
14307,Yes,Employed Part Time,3/5/2017,Yes,No,No
14308,Yes,Not employed,,No,No,No
14309,Yes,Not employed,,No,No,No
14310,Yes,Employed Full Time,7/21/2007,Yes,No,No
14311,Yes,Employed Full Time,10/12/2012,Yes,No,No
14312,Yes,Not employed,,No,No,No
14313,Yes,Employed Part Time,1/1/2012,Yes,No,No
14314,Yes,Employed Part Time,3/10/2017,Yes,No,No
14315,Yes,Not employed,,No,No,No
14316,Yes,Not employed,,No,No,No
14317,Yes,Employed Full Time,9/1/2015,Yes,No,No
14318,Yes,Employed Full Time,1/1/2017,Yes,No,No
14319,Yes,Not employed,,No,No,No
14320,Yes,Employed Full Time,4/12/2017,Yes,No,No
14321,Yes,Not employed,,No,No,No
14322,Yes,Employed Part Time,12/6/2016,Yes,No,No
14323,Yes,Employed Full Time,2/1/2017,Yes,No,No
14324,Yes,Employed Full Time,11/30/2015,Yes,No,No
14325,Yes,Not employed,,No,No,No
14326,Yes,Employed Part Time,1/21/2016,Yes,No,No
14327,Yes,Employed Part Time,1/1/2009,Yes,No,No
14328,Yes,Employed Full Time,9/12/2016,Yes,No,No
14329,Yes,Employed Full Time,3/4/2016,Yes,No,No
14330,Yes,Employed Full Time,4/10/2017,Yes,No,No
14331,Yes,Employed Full Time,1/1/2010,Yes,No,No
14332,Yes,Employed Full Time,5/26/2008,Yes,No,No
14333,Yes,Employed Full Time,1/1/2017,Yes,No,No
14334,Yes,Employed Full Time,8/1/2001,Yes,No,No
14335,Yes,Employed Full Time,4/1/2015,Yes,No,No
14336,Yes,Employed Full Time,10/18/2016,Yes,No,No
14337,Yes,Employed Full Time,2/11/2014,Yes,No,No
14338,Yes,Employed Part Time,11/4/2013,Yes,No,No
14339,Yes,Employed Part Time,4/3/2017,Yes,No,No
14340,Yes,Not employed,,No,Yes,Yes
14341,Yes,Employed Part Time,3/1/2015,Yes,No,No
14342,Yes,Employed Part Time,2/1/2011,Yes,No,No
14343,Yes,Employed Full Time,6/1/2015,Yes,Yes,No
14344,Yes,Employed Part Time,10/12/2016,Yes,No,No
14345,Yes,Employed Full Time,2/10/2016,Yes,No,No
14346,Yes,Employed Full Time,1/7/2016,Yes,No,No
14347,Yes,Employed Full Time,3/1/2016,Yes,No,No
14348,Yes,Employed Full Time,3/13/2016,Yes,No,No
14349,Yes,Employed Full Time,6/3/2016,Yes,No,No
14350,Yes,Employed Full Time,5/13/2016,Yes,No,No
14351,Yes,Employed Full Time,8/24/2008,Yes,No,No
14352,Yes,Employed Part Time,2/22/2016,Yes,No,No
14353,Yes,Employed Part Time,3/5/2016,Yes,No,No
14354,Yes,Employed Full Time,10/15/2016,Yes,No,No
14355,Yes,Employed Full Time,4/1/2016,Yes,No,No
14356,Yes,Not employed,,No,No,No
14357,Yes,Employed Full Time,4/1/2016,Yes,No,No
14358,Yes,Employed Full Time,3/10/2015,Yes,Yes,Yes
14359,Yes,Employed Full Time,5/13/2016,Yes,No,No
14360,Yes,Employed Full Time,7/1/2016,Yes,No,No
14361,Yes,Employed Full Time,9/24/2016,Yes,No,No
14362,Yes,Employed Full Time,4/10/2017,Yes,No,No
14363,Yes,Employed Full Time,9/1/2016,Yes,No,No
14364,Yes,Employed Full Time,3/17/2017,Yes,Yes,Yes
14365,Yes,Employed Full Time,5/12/2017,Yes,No,No
14366,Yes,Employed Full Time,11/1/2016,Yes,No,No
14367,Yes,Employed Full Time,8/1/2016,Yes,No,No
14368,Yes,Employed Part Time,9/1/2016,Yes,No,No
14369,Yes,Employed Full Time,12/19/2016,Yes,No,No
14370,Yes,Employed Part Time,4/15/2017,Yes,Yes,Yes
14371,Yes,Not employed,,No,No,No
14372,Yes,Not employed,,No,No,No
14373,Yes,Employed Part Time,6/1/2016,Yes,No,No
14374,Yes,Employed Full Time,12/1/2016,Yes,Yes,Yes
14375,Yes,Employed Full Time,8/16/2016,Yes,Yes,Yes
14376,Yes,Not employed,,No,No,No
14377,Yes,Employed Part Time,2/28/2017,Yes,No,No
14378,Yes,Employed Full Time,4/12/2017,Yes,No,No
14379,Yes,Employed Full Time,12/1/2016,Yes,No,No
14380,Yes,Employed Part Time,12/10/2016,Yes,No,No
14381,Yes,Employed Part Time,7/1/2016,Yes,No,No
14382,Yes,Employed Full Time,4/19/2017,Yes,No,No
14383,Yes,Employed Part Time,12/20/2015,Yes,No,No
14384,Yes,Employed Full Time,5/1/2017,Yes,No,No
14385,Yes,Employed Part Time,1/16/2017,Yes,No,No
14386,Yes,Not employed,,No,No,No
14387,Yes,Employed Full Time,5/12/2017,Yes,No,No
14388,Yes,Employed Full Time,5/15/2017,Yes,No,No
14389,Yes,Employed Part Time,5/19/2017,Yes,No,No
14390,Yes,Employed Full Time,7/22/2015,Yes,No,No
14391,No,Employed Part Time,8/5/2014,Yes,No,No
14392,No,Employed Full Time,9/7/2016,Yes,No,No
14393,No,Employed Full Time,6/26/2017,Yes,No,No
14394,No,Employed Part Time,3/21/2017,Yes,No,No
14395,Yes,Employed Full Time,12/20/2016,Yes,No,No
14396,No,Employed Full Time,2/9/2016,,No,No
14397,Yes,Employed Part Time,1/25/2016,,Yes,Yes
14398,Yes,Employed Full Time,3/1/2016,,Yes,Yes
14399,No,Employed Full Time,2/9/2016,,No,No
14400,Yes,Employed Full Time,12/23/2015,,Yes,Yes
14401,No,Employed Full Time,5/16/2014,,Yes,No
14402,No,Employed Full Time,7/2/2016,,No,No
14403,Yes,Employed Full Time,8/3/2016,,No,No
14404,Yes,Employed Part Time,10/22/2016,,No,No
14405,Yes,Employed Part Time,10/26/2016,,No,No
14406,Yes,Employed Full Time,5/1/2017,,No,No
14407,No,Employed Full Time,8/29/2016,,No,No
14408,Yes,Employed Full Time,11/28/2016,,Yes,Yes
14409,Yes,Employed Full Time,12/6/2016,,Yes,Yes
14410,Yes,Employed Full Time,12/20/2016,,No,No
14411,Yes,Employed Full Time,12/19/2016,,No,No
14412,No,Employed Full Time,1/23/2009,,No,No
14413,Yes,Employed Full Time,2/13/2017,,Yes,Yes
14414,No,Not employed,,,No,No
14415,Yes,Employed Full Time,7/26/2017,,No,No
14416,No,Employed Full Time,3/3/2017,,No,No
14417,Yes,Employed Full Time,7/18/2017,,No,No
14418,Yes,Not employed,,,No,No
14419,Yes,Employed Full Time,6/20/2017,,No,No
14420,Yes,Employed Full Time,6/1/2017,,No,No
14421,No,Not employed,,,Yes,Yes
14422,No,Not employed,,,No,No
14423,Yes,Employed Full Time,6/13/2017,,No,No
14424,Yes,Employed Full Time,9/27/2017,,No,No
14425,Yes,Employed Part Time,8/4/2015,,No,No
14426,Yes,Employed Full Time,7/5/2017,,No,No
14427,Yes,Employed Full Time,10/15/2015,,No,No
14428,No,Not employed,,,No,No
14429,Yes,Employed Full Time,7/31/2017,,No,No
14430,No,Not employed,,,No,No
14431,No,Not employed,,,No,No
14432,Yes,Employed Full Time,6/15/2011,,No,No
14433,Yes,Not employed,,,No,No
14434,Yes,Employed Full Time,7/15/2015,,No,No
14435,Yes,Not employed,,,No,No
14436,Yes,Not employed,,,No,No
14437,Yes,Employed Full Time,7/24/2017,,No,No
14438,Yes,Employed Part Time,6/30/2017,,No,No
14439,Yes,Not employed,,,No,No
14440,Yes,Not employed,,,No,No
14441,Yes,Not employed,,,No,No
14442,Yes,Not employed,,,No,No
14443,Yes,Employed Full Time,9/14/2017,,No,No
14444,Yes,Not employed,,,No,No
14445,No,Not employed,,,Yes,Yes
14446,Yes,Employed Full Time,7/26/2017,,No,No
14447,Yes,Not employed,,,Yes,No
14448,Yes,Employed Part Time,9/5/2017,,No,No
14449,Yes,Not employed,,,No,No
14450,No,Not employed,,,No,No
14451,Yes,Not employed,,,No,No
14452,No,Employed Part Time,2/15/2017,,Yes,No
14453,No,Not employed,,,Yes,No
14454,No,Employed Full Time,1/18/2017,,Yes,No
14455,No,Not employed,,,Yes,No
14456,Yes,Not employed,,,Yes,Yes
14457,Yes,Not employed,,,No,No
14458,Yes,Not employed,,,No,No
14459,Yes,Not employed,,,No,No
14460,No,Not employed,,,No,No
14461,Yes,Employed Full Time,8/11/2017,,No,No
14462,Yes,Employed Full Time,8/7/2017,,No,No
14463,Yes,Not employed,,,Yes,No
14464,Yes,Not employed,,,Yes,No
14465,No,Not employed,,,No,No
14466,Yes,Not employed,,,No,No
14467,Yes,Not employed,,,Yes,Yes
14468,Yes,Not employed,,,No,No
14469,Yes,Not employed,,,Yes,No
14470,Yes,Not employed,,,Yes,No
14471,No,Employed Full Time,3/16/2016,,No,No
14472,Yes,Not employed,,,No,No
14473,Yes,Employed Part Time,10/1/2017,,Yes,No
14474,No,Not employed,,,No,No
14475,Yes,Not employed,,,Yes,No
14476,Yes,Not employed,,,Yes,No
14477,Yes,Not employed,,,Yes,No
14478,Yes,Not employed,,,No,No
14479,No,Not employed,,,No,No
14480,No,Employed Full Time,10/16/2017,,No,No
14481,No,Employed Full Time,10/1/2017,,Yes,No
14482,Yes,Not employed,,,No,No
14483,No,Employed Full Time,11/19/2012,,No,No
14484,Yes,Not employed,,,No,No
14485,No,Not employed,,,No,No
14486,No,Employed Full Time,2/25/2007,,No,No
14487,Yes,Employed Part Time,7/10/2017,No,No,No
14488,No,Employed Full Time,12/15/2015,Yes,Yes,Yes
14489,No,Employed Full Time,6/25/2015,Yes,No,No
14490,No,Not employed,,,No,No
14491,No,Employed Full Time,5/9/2016,Yes,No,No
14492,No,Employed Part Time,11/9/2016,Yes,No,No
14493,No,Not employed,,,No,No
14494,Yes,Not employed,,,No,No
14495,Yes,Employed Full Time,7/1/2017,No,Yes,Yes
14496,Yes,Employed Part Time,8/1/2015,Yes,Yes,Yes
14497,No,Not employed,,,No,No
14498,No,Not employed,,,No,No
14499,Yes,Not employed,,,No,No
14500,Yes,Employed Part Time,6/27/2017,Yes,Yes,Yes
14501,Yes,Not employed,,,Yes,Yes
14502,No,Not employed,,,Yes,Yes
14503,Yes,Employed Full Time,5/29/2017,Yes,No,No
14504,No,Not employed,,,No,No
14505,No,Employed Full Time,1/2/2017,Yes,No,No
14506,No,Not employed,,,No,No
14507,No,Employed Part Time,11/1/2016,Yes,No,No
14508,Yes,Employed Full Time,5/14/2016,Yes,No,No
14509,No,Employed Full Time,8/1/2017,No,No,No
14510,Yes,Employed Part Time,9/10/2012,Yes,No,No
14511,Yes,Employed Full Time,1/31/2017,Yes,No,No
14512,Yes,Not employed,,,Yes,No
14513,No,Employed Part Time,2/7/2017,Yes,No,No
14514,No,Not employed,,,No,No
14515,No,Employed Part Time,6/20/2017,Yes,No,No
14516,No,Employed Part Time,3/11/2017,Yes,No,No
14517,No,Employed Part Time,11/25/2016,Yes,No,No
14518,No,Not employed,,,No,No
14519,No,Employed Part Time,7/5/2016,Yes,No,No
14520,Yes,Employed Full Time,9/13/2017,No,No,No
14521,No,Employed Full Time,1/15/2016,Yes,Yes,Yes
14522,Yes,Employed Full Time,5/23/2017,Yes,No,No
14523,No,Employed Full Time,12/15/2014,Yes,No,No
14524,Yes,Employed Full Time,8/15/2017,No,No,No
14525,No,Employed Full Time,5/22/2015,Yes,No,No
14526,Yes,Employed Full Time,8/1/2016,Yes,No,No
14527,No,Not employed,,,No,No
14528,No,Not employed,,,No,No
14529,No,Not employed,,,No,No
14530,No,Employed Full Time,4/13/2015,Yes,No,No
14531,No,Not employed,,,No,No
14532,No,Employed Full Time,12/15/2014,Yes,No,No
14533,No,Employed Full Time,9/23/2015,Yes,No,No
14534,No,Not employed,,,No,No
14535,No,Not employed,,,No,No
14536,No,Employed Full Time,12/15/2014,Yes,No,No
14537,No,Employed Full Time,2/2/2015,Yes,No,No
14538,No,Employed Full Time,9/7/2015,Yes,No,No
14539,No,Employed Full Time,12/8/2014,Yes,No,No
14540,No,Employed Full Time,12/15/2014,Yes,No,No
14541,No,Employed Full Time,11/15/2016,Yes,No,No
14542,No,Employed Full Time,7/7/2015,Yes,No,No
14543,No,Not employed,,,No,No
14544,Yes,Employed Part Time,2/1/2017,Yes,No,No
14545,No,Not employed,,,No,No
14546,No,Employed Part Time,6/6/2016,Yes,No,No
14547,No,Not employed,,,No,No
14548,No,Employed Full Time,3/2/2017,Yes,No,No
14549,No,Employed Full Time,5/27/2015,Yes,No,No
14550,No,Not employed,,,No,No
14551,No,Employed Full Time,5/12/2015,Yes,No,No
14552,No,Not employed,,,No,No
14553,No,Employed Full Time,8/24/2015,Yes,No,No
14554,No,Employed Full Time,9/13/2015,Yes,No,No
14555,No,Employed Full Time,5/4/2015,Yes,No,No
14556,No,Not employed,,,No,No
14557,No,Employed Full Time,4/1/2016,Yes,No,No
14558,No,Employed Full Time,12/30/2015,Yes,No,No
14559,No,Employed Full Time,5/11/2015,Yes,No,No
14560,No,Employed Full Time,10/15/2015,Yes,No,No
14561,Yes,Employed Part Time,6/27/2017,Yes,No,No
14562,No,Not employed,,,Yes,Yes
14563,No,Employed Full Time,9/1/2017,No,Yes,No
14564,No,Not employed,,,No,No
14565,No,Employed Part Time,5/15/2017,Yes,No,No
14566,Yes,Not employed,,,No,No
14567,No,Employed Part Time,2/8/2016,Yes,Yes,Yes
14568,No,Employed Full Time,6/13/2016,Yes,No,No
14569,No,Employed Full Time,3/1/2016,Yes,No,No
14570,No,Employed Full Time,12/1/2015,Yes,No,No
14571,No,Employed Full Time,9/23/2016,Yes,No,No
14572,Yes,Not employed,,,No,No
14573,No,Employed Full Time,6/18/2017,Yes,No,No
14574,No,Employed Part Time,9/14/2015,Yes,No,No
14575,Yes,Employed Full Time,11/9/2015,Yes,No,No
14576,No,Not employed,,,No,No
14577,No,Employed Part Time,1/6/2016,Yes,No,No
14578,No,Not employed,,,No,No
14579,No,Not employed,,,No,No
14580,Yes,Employed Full Time,1/5/2016,Yes,No,No
14581,No,Not employed,,,No,No
14582,No,Not employed,,,No,No
14583,No,Employed Part Time,11/10/2015,Yes,No,No
14584,Yes,Employed Full Time,8/16/2016,Yes,No,No
14585,No,Not employed,,,No,No
14586,No,Employed Full Time,11/1/2015,Yes,No,No
14587,Yes,Employed Full Time,8/17/2017,No,No,No
14588,No,Not employed,,,Yes,No
14589,No,Employed Full Time,11/19/2015,Yes,No,No
14590,Yes,Employed Full Time,9/11/2017,No,No,No
14591,No,Not employed,,,Yes,Yes
14592,Yes,Employed Full Time,9/14/2017,No,No,No
14593,No,Not employed,,,No,No
14594,No,Employed Full Time,9/7/2017,No,No,No
14595,No,Not employed,,,No,No
14596,Yes,Employed Full Time,5/11/2017,Yes,No,No
14597,No,Employed Full Time,12/2/2015,Yes,No,No
14598,No,Not employed,,,No,No
14599,No,Employed Part Time,2/1/2016,Yes,No,No
14600,Yes,Employed Part Time,6/27/2017,Yes,No,No
14601,No,Not employed,,,Yes,Yes
14602,No,Employed Full Time,2/11/2016,Yes,No,No
14603,No,Employed Full Time,6/20/2016,Yes,No,No
14604,No,Employed Full Time,2/27/2017,Yes,No,No
14605,Yes,Employed Full Time,9/28/2017,No,Yes,No
14606,No,Not employed,,,Yes,Yes
14607,No,Employed Full Time,12/15/2016,Yes,No,No
14608,No,Employed Full Time,6/21/2016,Yes,No,No
14609,No,Employed Full Time,6/21/2016,Yes,No,No
14610,No,Not employed,,,No,No
14611,No,Employed Part Time,10/17/2016,Yes,No,No
14612,No,Employed Full Time,6/3/2016,Yes,No,No
14613,Yes,Employed Full Time,6/1/2016,Yes,Yes,No
14614,No,Employed Full Time,2/6/2017,Yes,No,No
14615,No,Not employed,,,No,No
14616,No,Not employed,,,No,No
14617,No,Employed Full Time,12/15/2016,Yes,No,No
14618,No,Employed Full Time,6/15/2016,Yes,No,No
14619,No,Employed Part Time,2/2/2016,Yes,No,No
14620,No,Employed Full Time,3/16/2016,Yes,No,No
14621,No,Employed Full Time,10/4/2016,Yes,No,No
14622,No,Not employed,,,No,No
14623,No,Employed Full Time,5/16/2016,Yes,No,No
14624,No,Not employed,,,No,No
14625,No,Employed Full Time,7/11/2016,Yes,No,No
14626,No,Employed Full Time,6/27/2016,Yes,No,No
14627,No,Employed Full Time,3/20/2017,Yes,No,No
14628,No,Not employed,,,No,No
14629,No,Employed Full Time,6/1/2016,Yes,No,No
14630,No,Not employed,,,No,No
14631,No,Employed Full Time,9/22/2017,Yes,No,No
14632,No,Employed Full Time,4/18/2016,Yes,No,No
14633,No,Employed Full Time,5/9/2016,Yes,No,No
14634,No,Not employed,,,No,No
14635,Yes,Employed Full Time,1/1/2016,Yes,No,No
14636,No,Employed Full Time,8/15/2016,Yes,No,No
14637,Yes,Employed Full Time,6/14/2016,Yes,No,No
14638,Yes,Employed Part Time,10/3/2016,Yes,No,No
14639,No,Employed Full Time,8/1/2016,Yes,No,No
14640,No,Employed Full Time,5/12/2016,Yes,No,No
14641,No,Not employed,,,No,No
14642,No,Employed Full Time,1/3/2017,Yes,No,No
14643,No,Employed Full Time,6/22/2016,Yes,No,No
14644,Yes,Not employed,,,No,No
14645,No,Not employed,,,No,No
14646,Yes,Employed Full Time,5/11/2017,Yes,No,No
14647,Yes,Employed Part Time,5/13/2016,Yes,No,No
14648,No,Employed Full Time,3/6/2017,Yes,No,No
14649,No,Employed Full Time,7/18/2016,Yes,No,No
14650,Yes,Employed Full Time,9/14/2017,No,No,No
14651,Yes,Not employed,,,No,No
14652,No,Not employed,,,No,No
14653,No,Not employed,,,No,No
14654,No,Employed Full Time,10/4/2016,Yes,No,No
14655,No,Employed Full Time,10/5/2016,Yes,No,No
14656,No,Employed Full Time,2/10/2017,Yes,No,No
14657,No,Employed Full Time,8/1/2016,Yes,No,No
14658,No,Employed Full Time,6/20/2017,Yes,No,No
14659,No,Not employed,,,No,No
14660,Yes,Not employed,,,No,No
14661,No,Employed Full Time,9/13/2016,Yes,No,No
14662,No,Employed Full Time,3/1/2017,Yes,No,No
14663,No,Employed Full Time,9/22/2016,Yes,No,No
14664,No,Employed Part Time,10/3/2016,Yes,No,No
14665,No,Employed Full Time,7/24/2017,No,No,No
14666,No,Employed Full Time,8/24/2016,Yes,No,No
14667,No,Employed Full Time,8/8/2016,Yes,No,No
14668,No,Employed Part Time,9/7/2016,Yes,No,No
14669,No,Employed Full Time,2/7/2017,Yes,No,No
14670,No,Employed Full Time,3/20/2017,Yes,No,No
14671,No,Employed Full Time,12/1/2016,Yes,No,No
14672,No,Employed Full Time,8/1/2016,Yes,No,No
14673,No,Not employed,,,Yes,No
14674,Yes,Employed Full Time,3/1/2017,Yes,No,No
14675,No,Employed Full Time,9/3/2016,Yes,No,No
14676,No,Employed Full Time,5/8/2017,Yes,No,No
14677,No,Not employed,,,No,No
14678,No,Employed Part Time,9/1/2015,Yes,No,No
14679,No,Employed Full Time,9/6/2016,Yes,No,No
14680,No,Not employed,,,No,No
14681,No,Not employed,,,No,No
14682,No,Not employed,,,No,No
14683,No,Not employed,,,No,No
14684,No,Not employed,,,No,No
14685,Yes,Employed Full Time,8/1/2017,No,No,No
14686,No,Employed Full Time,3/21/2017,Yes,No,No
14687,Yes,Employed Full Time,9/14/2017,Yes,No,No
14688,Yes,Employed Full Time,9/12/2017,No,No,No
14689,Yes,Employed Full Time,12/2/2016,Yes,Yes,Yes
14690,No,Employed Full Time,4/17/2017,Yes,No,No
14691,No,Not employed,,,No,No
14692,Yes,Employed Full Time,4/3/2017,Yes,No,No
14693,No,Employed Full Time,4/4/2017,Yes,No,No
14694,No,Employed Full Time,7/2/2017,No,No,No
14695,No,Employed Full Time,8/31/2015,Yes,No,No
14696,Yes,Employed Full Time,11/18/2016,Yes,No,No
14697,Yes,Not employed,,,No,No
14698,Yes,Not employed,,,No,No
14699,Yes,Not employed,,,No,No
14700,No,Employed Full Time,5/30/2017,Yes,No,No
14701,Yes,Employed Full Time,1/9/2017,Yes,No,No
14702,Yes,Employed Full Time,5/26/2017,Yes,No,No
14703,No,Employed Part Time,10/10/2016,Yes,No,No
14704,No,Not employed,,,No,No
14705,Yes,Employed Full Time,5/5/2017,Yes,No,No
14706,Yes,Employed Full Time,5/26/2017,Yes,No,No
14707,No,Employed Full Time,4/10/2017,Yes,No,No
14708,No,Not employed,,,No,No
14709,No,Employed Full Time,12/5/2016,Yes,No,No
14710,No,Employed Full Time,11/21/2016,Yes,No,No
14711,Yes,Employed Full Time,12/23/2016,Yes,No,No
14712,No,Employed Part Time,7/7/2017,No,No,No
14713,No,Employed Part Time,11/17/2016,Yes,No,No
14714,No,Employed Part Time,3/4/2017,Yes,No,No
14715,Yes,Not employed,,,No,No
14716,Yes,Employed Full Time,9/15/2017,No,Yes,Yes
14717,Yes,Employed Part Time,8/1/2016,Yes,Yes,No
14718,Yes,Employed Full Time,9/14/2017,Yes,Yes,No
14719,No,Employed Full Time,6/22/2017,Yes,Yes,No
14720,Yes,Employed Full Time,9/1/2017,No,No,No
14721,Yes,Employed Full Time,3/13/2017,Yes,No,No
14722,No,Employed Full Time,3/13/2017,Yes,No,No
14723,No,Employed Full Time,5/22/2017,Yes,No,No
14724,Yes,Employed Full Time,4/10/2017,Yes,No,No
14725,No,Employed Full Time,4/5/2017,Yes,No,No
14726,Yes,Employed Part Time,6/17/2017,Yes,No,No
14727,Yes,Not employed,,,No,No
14728,No,Employed Full Time,8/23/2017,No,Yes,No
14729,No,Employed Full Time,3/9/2017,Yes,No,No
14730,No,Employed Full Time,2/2/2017,Yes,No,No
14731,Yes,Not employed,,,Yes,No
14732,Yes,Employed Full Time,4/24/2017,Yes,Yes,No
14733,Yes,Not employed,,,No,No
14734,Yes,Not employed,,,No,No
14735,Yes,Employed Full Time,1/23/2017,Yes,Yes,No
14736,Yes,Not employed,,,Yes,No
14737,No,Not employed,,,Yes,No
14738,Yes,Employed Full Time,7/5/2016,Yes,No,No
14739,Yes,Employed Full Time,5/11/2017,Yes,No,No
14740,Yes,Not employed,,,No,No
14741,No,Employed Part Time,4/19/2017,Yes,No,No
14742,No,Employed Full Time,7/25/2017,No,No,No
14743,No,Not employed,,,No,No
14744,Yes,Not employed,,,No,No
14745,No,Not employed,,,No,No
14746,Yes,Not employed,,,No,No
14747,Yes,Not employed,,,Yes,No
14748,No,Employed Full Time,7/17/2017,No,No,No
14749,Yes,Employed Full Time,9/28/2017,Yes,No,No
14750,Yes,Employed Part Time,8/15/2017,Yes,No,No
14751,No,Employed Full Time,6/23/2017,Yes,No,No
14752,No,Not employed,,,No,No
14753,Yes,Employed Full Time,5/30/2017,Yes,No,No
14754,No,Not employed,,,No,No
14755,Yes,Employed Full Time,6/6/2017,Yes,No,No
14756,Yes,Not employed,,,No,No
14757,Yes,Not employed,,,No,No
14758,Yes,Employed Full Time,5/24/2017,Yes,No,No
14759,Yes,Employed Full Time,6/2/2017,Yes,No,No
14760,Yes,Employed Part Time,5/29/2017,Yes,No,No
14761,Yes,Employed Full Time,5/24/2017,Yes,Yes,No
14762,No,Employed Part Time,4/17/2017,Yes,No,No
14763,No,Not employed,,,No,No
14764,No,Employed Full Time,3/31/2017,Yes,No,No
