,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
1307,Yes,Employed Full Time,2019-02-28,Yes,No,No
1308,No,Employed Full Time,2016-12-05,Yes,No,No
1309,Yes,Employed Full Time,2016-06-01,Yes,Yes,No
1310,No,Employed Part Time,2017-08-21,Yes,No,No
1311,No,Employed Part Time,2015-05-04,Yes,No,No
1312,No,Employed Full Time,2017-04-01,Yes,No,No
1313,Yes,Employed Full Time,2018-08-07,Yes,No,No
1314,No,Not employed,,No,No,No
1315,No,Not employed,,No,No,No
1316,No,Employed Full Time,2014-11-01,Yes,No,No
1317,No,Employed Full Time,2018-05-11,Yes,No,No
1318,No,Not employed,,No,No,No
1319,Yes,Not employed,,No,Yes,Yes
1320,Yes,Not employed,,No,No,No
1321,No,Employed Full Time,2015-02-01,Yes,No,No
1322,No,Employed Full Time,2018-11-05,Yes,No,No
1323,Yes,Employed Part Time,2017-09-01,Yes,No,No
1324,Yes,Employed Full Time,2019-04-08,No,No,No
1325,Yes,Employed Part Time,2019-01-14,Yes,No,No
1326,No,Employed Part Time,2018-06-22,Yes,No,No
1327,No,Not employed,,No,No,No
1328,No,Not employed,,No,No,No
1329,No,Not employed,,No,No,No
1330,Yes,Not employed,,No,No,No
1331,No,Employed Full Time,2018-10-01,Yes,No,No
1332,No,Employed Part Time,2018-06-18,Yes,No,No
1333,No,Not employed,,No,No,No
1334,No,Employed Full Time,2018-08-27,Yes,No,No
1335,No,Employed Full Time,2013-01-02,Yes,No,No
1336,No,Not employed,,No,No,No
1337,No,Employed Full Time,2018-06-04,Yes,No,No
1338,Yes,Employed Part Time,2016-12-02,Yes,No,No
1339,No,Employed Full Time,2017-01-09,Yes,No,No
1340,Yes,Employed Full Time,2013-04-01,Yes,No,No
1341,Yes,Employed Part Time,2019-03-01,Yes,No,No
1342,No,Not employed,,No,No,No
1343,Yes,Employed Part Time,2017-04-01,Yes,No,No
1344,No,Employed Full Time,2015-08-01,Yes,No,No
1345,No,Employed Part Time,2017-03-01,Yes,No,No
1346,No,Employed Part Time,2017-10-02,Yes,No,No
1347,No,Not employed,,No,No,No
1348,Yes,Employed Part Time,2009-05-01,Yes,No,No
1349,Yes,Employed Full Time,2017-10-01,Yes,No,No
1350,No,Employed Full Time,2014-10-06,Yes,No,No
1351,No,Not employed,,No,No,No
1352,Yes,Not employed,,No,No,No
1353,Yes,Employed Full Time,2018-06-11,Yes,Yes,No
1354,Yes,Employed Full Time,2018-01-15,Yes,No,No
1355,No,Not employed,,No,No,No
1356,No,Employed Full Time,2017-03-01,Yes,No,No
1357,No,Employed Full Time,2018-09-01,Yes,No,No
1358,No,Employed Full Time,2016-07-01,Yes,No,No
1359,No,Employed Full Time,2017-01-02,Yes,No,No
1360,No,Employed Full Time,2010-01-02,Yes,No,No
1361,Yes,Employed Full Time,2007-06-01,Yes,No,No
1362,No,Employed Full Time,2018-04-10,Yes,No,No
1363,No,Not employed,,No,No,No
1364,No,Employed Full Time,2018-01-02,Yes,No,No
1365,Yes,Employed Part Time,2009-09-01,Yes,No,No
1366,No,Employed Full Time,2017-05-01,Yes,No,No
1367,Yes,Employed Part Time,2016-09-01,Yes,No,No
1368,No,Employed Full Time,2018-01-02,Yes,No,No
1369,No,Not employed,,No,No,No
1370,No,Employed Full Time,2018-01-17,Yes,No,No
1371,No,Employed Full Time,2018-08-05,Yes,No,No
1372,Yes,Employed Part Time,2019-02-04,Yes,No,No
1373,Yes,Employed Full Time,2018-10-29,Yes,No,No
1374,No,Employed Full Time,2018-03-01,Yes,No,No
1375,No,Employed Full Time,2017-12-18,Yes,No,No
1376,No,Employed Full Time,2018-02-02,Yes,No,No
1377,Yes,Employed Part Time,2018-06-08,Yes,No,No
1378,No,Employed Full Time,2018-09-17,Yes,No,No
1379,No,Employed Part Time,2018-03-29,Yes,No,No
1380,Yes,Employed Full Time,2013-09-04,Yes,No,No
1381,No,Not employed,,No,No,No
1382,No,Employed Full Time,2012-05-01,Yes,No,No
1383,Yes,Not employed,,No,No,No
1384,No,Not employed,,No,No,No
1385,No,Employed Part Time,2017-07-01,Yes,No,No
1386,No,Not employed,,No,No,No
1387,No,Employed Full Time,2017-01-01,Yes,No,No
1388,No,Employed Part Time,2014-06-04,Yes,No,No
1389,No,Employed Full Time,2018-09-05,Yes,No,No
1390,No,Not employed,,No,No,No
1391,No,Employed Full Time,2016-10-01,Yes,No,No
1392,No,Employed Full Time,2018-05-02,Yes,No,No
1393,Yes,Not employed,,No,No,No
1394,No,Not employed,,No,No,No
1395,No,Employed Full Time,2019-02-01,No,No,No
1396,No,Employed Full Time,2018-09-01,Yes,No,No
1397,No,Not employed,,No,No,No
1398,Yes,Employed Full Time,2006-01-02,Yes,No,No
1399,No,Employed Full Time,2017-07-01,Yes,No,No
1400,Yes,Employed Part Time,2018-01-16,Yes,No,No
1401,No,Employed Full Time,2017-12-01,Yes,No,No
1402,No,Not employed,,No,No,No
1403,No,Not employed,,No,No,No
1404,No,Employed Part Time,2017-02-01,Yes,No,No
1405,No,Employed Part Time,2017-10-01,Yes,No,No
1406,No,Employed Full Time,2011-03-01,Yes,No,No
1407,Yes,Employed Part Time,2018-08-13,Yes,No,No
1408,No,Employed Full Time,2018-10-22,Yes,No,No
1409,Yes,Not employed,,No,No,No
1410,No,Not employed,,No,No,No
1411,No,Not employed,,No,No,No
1412,Yes,Employed Part Time,2018-10-24,Yes,No,No
1413,Yes,Employed Full Time,2018-04-09,Yes,No,No
1414,No,Employed Full Time,2018-04-01,Yes,No,No
1415,No,Employed Full Time,2016-10-05,Yes,No,No
1416,No,Employed Full Time,2016-05-01,Yes,No,No
1417,No,Not employed,,No,No,No
1418,Yes,Employed Part Time,2018-08-08,Yes,No,No
1419,Yes,Employed Full Time,2018-09-10,Yes,No,No
1420,No,Employed Part Time,2018-08-01,Yes,No,No
1421,No,Employed Full Time,2018-02-05,Yes,No,No
1422,Yes,Employed Full Time,2018-11-05,Yes,No,No
1423,No,Employed Full Time,2018-08-13,Yes,No,No
1424,No,Employed Full Time,2009-01-01,Yes,No,No
1425,No,Not employed,,No,No,No
1426,No,Employed Part Time,2016-09-01,Yes,No,No
1427,No,Not employed,,No,No,No
1428,No,Not employed,,No,No,No
1429,No,Not employed,,No,No,No
1430,No,Employed Full Time,2017-06-06,Yes,No,No
1431,No,Employed Full Time,2008-06-01,Yes,No,No
1432,Yes,Employed Full Time,2018-09-17,Yes,No,No
1433,No,Employed Part Time,2018-06-19,Yes,No,No
1434,No,Not employed,,No,No,No
1435,No,Not employed,,No,No,No
1436,No,Employed Full Time,2018-04-01,Yes,No,No
1437,No,Employed Full Time,2015-03-01,Yes,No,No
1438,No,Employed Full Time,2018-12-17,Yes,No,No
1439,Yes,Employed Part Time,2004-10-01,Yes,No,No
1440,No,Not employed,,No,No,No
1441,No,Not employed,,No,No,No
1442,No,Not employed,,No,No,No
1443,No,Not employed,,No,No,No
1444,No,Employed Full Time,2018-08-07,Yes,No,No
1445,No,Employed Full Time,2016-12-01,Yes,No,No
1446,No,Employed Full Time,2017-10-01,Yes,No,No
1447,No,Employed Full Time,2018-11-14,Yes,No,No
1448,No,Employed Full Time,2018-07-01,Yes,No,No
1449,No,Employed Full Time,2001-11-01,Yes,No,No
1450,No,Employed Full Time,2018-08-11,Yes,No,No
1451,No,Employed Full Time,2018-06-06,Yes,No,No
1452,No,Employed Full Time,2019-02-01,No,No,No
1453,No,Not employed,,No,No,No
1454,No,Employed Full Time,2018-10-15,Yes,No,No
1455,Yes,Employed Full Time,2019-02-18,No,No,No
1456,No,Not employed,,No,No,No
1457,No,Employed Full Time,2017-09-01,Yes,No,No
1458,No,Employed Full Time,2017-11-01,Yes,No,No
1459,Yes,Employed Full Time,2018-10-01,Yes,No,No
1460,No,Employed Full Time,2011-10-01,Yes,No,No
1461,No,Employed Part Time,2017-04-01,Yes,No,No
1462,No,Employed Full Time,2018-09-30,Yes,No,No
1463,No,Employed Full Time,2018-11-01,Yes,No,No
1464,No,Employed Full Time,2019-01-16,Yes,No,No
1465,No,Employed Full Time,2018-11-12,Yes,No,No
1466,No,Employed Full Time,2018-06-01,Yes,No,No
1467,No,Employed Full Time,2007-12-01,Yes,No,No
1468,No,Employed Full Time,2018-08-01,Yes,No,No
1469,No,Not employed,,No,No,No
1470,Yes,Employed Full Time,2019-02-25,No,No,No
1471,No,Employed Full Time,2016-09-01,Yes,No,No
1472,No,Employed Part Time,2018-11-04,Yes,No,No
1473,No,Employed Part Time,1999-09-01,Yes,No,No
1474,Yes,Employed Part Time,2018-10-01,Yes,No,No
1475,No,Not employed,,No,No,No
1476,No,Employed Full Time,2019-02-18,No,No,No
1477,No,Employed Full Time,2018-12-21,Yes,No,No
1478,No,Not employed,,No,No,No
1479,No,Employed Full Time,2017-06-01,Yes,No,No
1480,No,Employed Full Time,2018-07-21,Yes,No,No
1481,No,Employed Full Time,2017-04-01,Yes,No,No
1482,Yes,Not employed,,No,No,No
1483,Yes,Not employed,,No,No,No
1484,Yes,Employed Full Time,2019-03-20,No,No,No
1485,No,Employed Full Time,2018-10-11,Yes,No,No
1486,No,Not employed,,No,No,No
1487,No,Employed Full Time,2019-03-27,No,No,No
1488,Yes,Employed Part Time,2019-03-01,No,No,No
1489,No,Employed Full Time,2019-02-01,No,No,No
1490,No,Employed Full Time,2018-11-28,Yes,No,No
1491,No,Not employed,,,Yes,No
1492,Yes,Employed Full Time,2016-09-30,,Yes,No
1493,No,Employed Part Time,2013-11-16,Yes,Yes,No
1494,No,Not employed,,,Yes,No
1495,No,Not employed,,,Yes,No
1496,No,Employed Full Time,2018-11-30,,Yes,No
1497,No,Not employed,,,Yes,No
1498,Yes,Employed Part Time,2018-12-01,Yes,Yes,No
1499,No,Not employed,,,Yes,No
1500,No,Employed Full Time,2016-08-08,Yes,Yes,No
1501,Yes,Employed Full Time,2019-01-21,,No,No
1502,No,Not employed,,,Yes,No
1503,Yes,Employed Part Time,2018-03-08,,Yes,
1504,,Employed Full Time,2019-01-23,,,
1505,Yes,Employed Part Time,2018-09-01,,,
1506,Yes,Not employed,,,,
1507,Yes,Employed Full Time,2016-09-16,,Yes,Yes
1508,Yes,Employed Part Time,2014-10-15,,Yes,
1509,,Not employed,,,,
1510,,Not employed,,,,
1511,Yes,Not employed,,,,
1512,Yes,Not employed,,,Yes,
1513,Yes,Not employed,,,,
1514,Yes,Not employed,,,,
1515,Yes,Not employed,,,,
1516,Yes,Employed Full Time,2018-07-05,,Yes,
1517,Yes,Employed Part Time,2019-02-21,,Yes,
1518,Yes,Not employed,,,,
1519,Yes,Employed Part Time,2018-05-17,,Yes,
1520,Yes,Not employed,,,,
1521,Yes,Employed Full Time,2018-07-01,,Yes,
1522,Yes,Not employed,,,,
1523,Yes,Not employed,,,,
1524,Yes,Employed Part Time,2018-02-11,,Yes,
1525,Yes,Not employed,,,,
1526,Yes,Not employed,,,,
1527,Yes,Employed Full Time,2018-09-05,,,
1528,Yes,Employed Full Time,2018-10-31,,,
1529,Yes,Employed Full Time,2018-11-13,,Yes,
1530,Yes,Not employed,,,,
1531,Yes,Not employed,,,,
1532,Yes,Employed Full Time,2017-08-15,,Yes,
1533,Yes,Not employed,,,Yes,
1534,Yes,Not employed,,,,
1535,Yes,Not employed,,,,
1536,,Not employed,,,,
1537,Yes,Not employed,,,,
1538,Yes,Not employed,,,,
1539,Yes,Employed Part Time,2017-06-01,,,
1540,,Not employed,,,,
1541,Yes,Not employed,,,Yes,
1542,Yes,Not employed,,,,
1543,Yes,Employed Part Time,2006-04-01,,,
1544,Yes,Employed Part Time,2019-01-03,,,
1545,Yes,Not employed,,,,
1546,Yes,Not employed,,,,
1547,Yes,Not employed,,,,
1548,,Not employed,,,,
1549,Yes,Not employed,,,,
1550,Yes,Not employed,,,,
1551,Yes,Not employed,,,,
1552,Yes,Not employed,,,,
1553,Yes,Not employed,,,,
1554,Yes,Not employed,,,,
1555,Yes,Not employed,,,,
1556,Yes,Not employed,,,,
1557,Yes,Not employed,,,Yes,
1558,Yes,Employed Part Time,2017-05-10,,Yes,
1559,Yes,Employed Full Time,2018-05-20,,,
1560,,Not employed,,,,
1561,Yes,Not employed,,,,
1562,Yes,Not employed,,,,
1563,Yes,Not employed,,,,
1564,Yes,Not employed,,,,
1565,Yes,Employed Full Time,2019-01-03,,Yes,
1566,,Not employed,,,,
1567,Yes,Not employed,,,,
1568,,Not employed,,,,
1569,Yes,Not employed,,,,
1570,Yes,Employed Full Time,2018-01-25,,Yes,
1571,Yes,Not employed,,,Yes,Yes
1572,Yes,Employed Part Time,2018-12-18,,,
1573,Yes,Not employed,,,,
1574,Yes,Not employed,,,Yes,
1575,Yes,Not employed,,,,
1576,Yes,Employed Full Time,2018-08-01,,Yes,
1577,Yes,Not employed,,,,
1578,Yes,Not employed,,,,
1579,Yes,Not employed,,,,
1580,Yes,Employed Part Time,2017-09-11,,Yes,Yes
1581,Yes,Employed Full Time,2013-04-25,,Yes,No
1582,Yes,Not employed,,,,
1583,Yes,Employed Full Time,2019-04-08,,Yes,Yes
1584,Yes,Employed Part Time,2019-01-03,,,
1585,Yes,Employed Part Time,2017-06-01,,,
1586,Yes,Employed Part Time,2016-08-01,,,
1587,Yes,Employed Full Time,2017-09-11,,Yes,Yes
1588,Yes,Employed Full Time,2018-06-04,,,
1589,Yes,Employed Part Time,2017-10-20,,,
1590,Yes,Employed Part Time,2016-10-22,,,
1591,Yes,Not employed,,,,
1592,Yes,Employed Full Time,2017-09-09,,,
1593,Yes,Employed Full Time,2018-02-12,,Yes,Yes
1594,Yes,Not employed,,,Yes,Yes
1595,Yes,Not employed,,,Yes,
1596,Yes,Employed Part Time,2017-10-01,,,
1597,,Not employed,,,,
1598,Yes,Employed Full Time,2018-01-02,,,
1599,Yes,Not employed,,,,
1600,Yes,Employed Full Time,2018-04-04,,,
1601,Yes,Employed Full Time,2018-07-30,,Yes,Yes
1602,Yes,Employed Full Time,2018-04-30,,Yes,Yes
1603,Yes,Not employed,,,,
1604,Yes,Not employed,,,Yes,Yes
1605,Yes,Employed Full Time,2018-06-11,,Yes,Yes
1606,Yes,Employed Full Time,2019-01-07,,Yes,Yes
1607,Yes,Not employed,,,,
1608,Yes,Employed Part Time,2018-03-05,,,
1609,Yes,Employed Full Time,2018-04-03,,,
1610,Yes,Not employed,,,Yes,
1611,Yes,Employed Full Time,2018-08-30,,,
1612,Yes,Employed Full Time,2018-12-17,,Yes,Yes
1613,Yes,Employed Part Time,2018-09-25,,,
1614,,Employed Part Time,2018-03-23,,,
1615,Yes,Not employed,,,,
1616,Yes,Employed Full Time,2018-11-12,,,
1617,Yes,Employed Full Time,2018-08-16,,,
1618,Yes,Not employed,,,,
1619,Yes,Not employed,,,Yes,Yes
1620,Yes,Employed Full Time,2019-01-09,,Yes,Yes
1621,Yes,Employed Part Time,2018-08-01,,,
1622,Yes,Not employed,,,Yes,
1623,Yes,Employed Part Time,2018-09-10,,,
1624,Yes,Not employed,,,Yes,Yes
1625,Yes,Employed Full Time,2019-03-01,,,
1626,Yes,Employed Full Time,2018-09-10,,Yes,Yes
1627,Yes,Not employed,,,,
1628,Yes,Employed Part Time,2018-12-24,,,
1629,Yes,Employed Part Time,2017-02-15,,Yes,Yes
1630,Yes,Employed Full Time,2019-01-19,,Yes,Yes
1631,Yes,Not employed,,,,
1632,Yes,Employed Full Time,2018-08-20,,,
1633,Yes,Not employed,,,Yes,
1634,Yes,Not employed,,,,
1635,Yes,Employed Full Time,2018-10-08,,,
1636,Yes,Employed Full Time,2018-09-13,,Yes,
1637,Yes,Not employed,,,Yes,Yes
1638,Yes,Employed Full Time,2019-02-11,,Yes,Yes
1639,Yes,Employed Full Time,2019-01-28,,Yes,Yes
1640,Yes,Employed Part Time,2018-12-17,,,
1641,Yes,Employed Part Time,2018-07-18,,,
1642,Yes,Not employed,,,,
1643,Yes,Employed Full Time,2019-03-26,,,
1644,Yes,Employed Full Time,2018-09-27,,,
1645,,Not employed,,,,
1646,,Not employed,,,,
1647,Yes,Employed Part Time,2015-08-08,,Yes,Yes
1648,Yes,Not employed,,,,
1649,Yes,Employed Full Time,2018-08-23,,,
1650,Yes,Employed Full Time,2018-11-13,,Yes,Yes
1651,Yes,Employed Part Time,2019-02-04,,Yes,Yes
1652,Yes,Not employed,,,,
1653,Yes,Not employed,,,Yes,
1654,Yes,Not employed,,,Yes,
1655,Yes,Not employed,,,,
1656,Yes,Not employed,,,,
1657,Yes,Not employed,,,Yes,
1658,Yes,Not employed,,,,
1659,Yes,Employed Full Time,2019-02-18,,Yes,Yes
1660,Yes,Employed Full Time,2014-04-01,,Yes,
1661,Yes,Not employed,,,Yes,
1662,Yes,Not employed,,,Yes,Yes
1663,Yes,Employed Part Time,2018-04-02,,Yes,
1664,Yes,Employed Full Time,2015-08-01,,Yes,Yes
1665,Yes,Employed Part Time,2018-08-25,,Yes,
1666,Yes,Employed Full Time,2018-08-01,,Yes,
1667,Yes,Employed Full Time,2017-08-15,,Yes,
1668,Yes,Not employed,,,,
1669,Yes,Not employed,,,,
1670,Yes,Not employed,,,Yes,Yes
1671,Yes,Employed Full Time,2018-09-17,,Yes,
1672,Yes,Employed Full Time,2019-04-01,,,
1673,Yes,Not employed,,,,
1674,Yes,Employed Part Time,2018-03-08,,Yes,
1675,Yes,Not employed,,,,
1676,,Employed Full Time,2018-11-12,,,
1677,Yes,Employed Part Time,2018-09-15,,,
1678,Yes,Not employed,,,Yes,
1679,Yes,Not employed,,,,
1680,Yes,Not employed,,,,
1681,,Not employed,,,,
1682,Yes,Not employed,,,,
1683,Yes,Employed Full Time,2019-03-04,,,
1684,Yes,Not employed,,,,
1685,Yes,Employed Full Time,2016-09-16,,Yes,Yes
1686,Yes,Employed Full Time,2018-07-31,,Yes,
1687,Yes,Employed Full Time,2018-09-08,,Yes,Yes
1688,Yes,Not employed,,,,
1689,Yes,Employed Part Time,2018-09-03,,,
1690,Yes,Employed Full Time,2019-03-18,,,
1691,Yes,Employed Full Time,2018-07-05,,Yes,
1692,,Employed Full Time,2018-11-12,,,
1693,Yes,Employed Part Time,2006-04-01,,,
1694,Yes,Not employed,,,Yes,
1695,Yes,Not employed,,,,
1696,Yes,Not employed,,,Yes,Yes
1697,Yes,Not employed,,,,
1698,Yes,Not employed,,,,
1699,Yes,Not employed,,,Yes,
1700,Yes,Not employed,,,,
1701,Yes,Not employed,,,,
1702,Yes,Not employed,,,,
1703,,Not employed,,,,
1704,Yes,Not employed,,,Yes,
1705,Yes,Employed Part Time,2017-05-10,,Yes,
1706,Yes,Employed Part Time,2018-12-18,,,
1707,Yes,Not employed,,,,
1708,Yes,Not employed,,,,
1709,Yes,Not employed,,,,
1710,Yes,Not employed,,,,
1711,Yes,Employed Full Time,2019-03-12,,,
1712,Yes,Not employed,,,,
1713,Yes,Not employed,,,Yes,
1714,,Not employed,,,,
1715,Yes,Employed Part Time,2018-09-01,,,
1716,Yes,Employed Full Time,2019-01-03,,Yes,
1717,Yes,Not employed,,,,
1718,Yes,Not employed,,,,
1719,Yes,Not employed,,,,
1720,Yes,Employed Part Time,2014-10-15,,Yes,
1721,Yes,Not employed,,,,
1722,Yes,Not employed,,,Yes,
1723,Yes,Not employed,,,,
1724,Yes,Not employed,,,,
1725,,Not employed,,,,
1726,,Employed Full Time,2019-01-23,,,
1727,Yes,Not employed,,,,
1728,Yes,Not employed,,,,
1729,Yes,Employed Full Time,2019-03-11,,,
1730,Yes,Employed Part Time,2018-05-17,,Yes,
1731,Yes,Not employed,,,,
1732,Yes,Not employed,,,Yes,
1733,Yes,Employed Full Time,2018-01-25,,Yes,
1734,Yes,Employed Full Time,2018-05-20,,,
1735,Yes,Employed Full Time,2018-07-01,,Yes,
1736,Yes,Not employed,,,,
1737,Yes,Employed Part Time,2018-02-11,,Yes,
1738,Yes,Not employed,,,,
1739,,Not employed,,,,
1740,Yes,Not employed,,,,
1741,,Not employed,,,,
1742,Yes,Not employed,,,,
1743,Yes,Employed Full Time,2019-03-25,,,
1744,,Not employed,,,,
1745,Yes,Employed Part Time,2019-02-21,,Yes,
1746,Yes,Not employed,,,,
1747,,Not employed,,,,
1748,Yes,Not employed,,,,
1749,Yes,Not employed,,,,
1750,,Not employed,,,,
1751,,Not employed,,,,
1752,Yes,Not employed,,,,
