,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
1277,No,Employed Part Time,2018-08-01,Yes,No,No
1278,No,Employed Full Time,2018-02-05,Yes,No,No
1279,Yes,Employed Full Time,2018-11-05,Yes,No,No
1280,Yes,Employed Full Time,2018-08-13,Yes,No,No
1281,No,Employed Full Time,2009-01-01,Yes,No,No
1282,No,Not employed,,No,No,No
1283,No,Employed Part Time,2016-01-01,Yes,No,No
1284,No,Not employed,,No,No,No
1285,No,Not employed,,No,No,No
1286,No,Employed Full Time,2017-06-06,Yes,No,No
1287,No,Employed Full Time,2008-06-01,Yes,No,No
1288,Yes,Employed Full Time,2018-09-17,Yes,No,No
1289,No,Employed Part Time,2018-06-19,Yes,No,No
1290,No,Not employed,,No,No,No
1291,No,Employed Full Time,2018-04-20,Yes,No,No
1292,No,Employed Full Time,2018-04-01,Yes,No,No
1293,No,Employed Full Time,2015-03-01,Yes,No,No
1294,No,Employed Full Time,2018-12-17,Yes,No,No
1295,No,Employed Part Time,2004-10-01,Yes,No,No
1296,No,Not employed,,No,No,No
1297,No,Not employed,,No,No,No
1298,No,Not employed,,No,No,No
1299,No,Not employed,,No,No,No
1300,Yes,Employed Full Time,2016-12-01,Yes,No,No
1301,Yes,Employed Part Time,2018-10-01,Yes,No,No
1302,No,Employed Full Time,2017-10-01,Yes,No,No
1303,No,Employed Full Time,2018-11-14,Yes,No,No
1304,No,Employed Full Time,2018-07-01,Yes,No,No
1305,No,Employed Full Time,2001-11-01,Yes,No,No
1306,No,Employed Full Time,2018-08-11,Yes,No,No
1307,No,Employed Full Time,2018-06-06,Yes,No,No
1308,No,Employed Full Time,2019-02-01,Yes,No,No
1309,No,Not employed,,No,No,No
1310,Yes,Employed Full Time,2019-02-18,Yes,No,No
1311,Yes,Not employed,,No,No,No
1312,No,Employed Full Time,2017-09-01,Yes,No,No
1313,No,Employed Full Time,2017-11-01,Yes,No,No
1314,No,Employed Full Time,2018-10-01,Yes,No,No
1315,No,Employed Part Time,2019-01-07,Yes,No,No
1316,No,Employed Full Time,2011-10-01,Yes,No,No
1317,No,Employed Part Time,2017-04-01,Yes,No,No
1318,Yes,Employed Full Time,2018-09-30,Yes,No,No
1319,No,Employed Full Time,2018-11-01,Yes,No,No
1320,No,Employed Full Time,2019-01-16,Yes,No,No
1321,No,Employed Full Time,2018-11-12,Yes,No,No
1322,Yes,Employed Full Time,2018-06-01,Yes,No,No
1323,No,Employed Full Time,2007-12-01,Yes,No,No
1324,No,Employed Full Time,2018-08-01,Yes,No,No
1325,No,Not employed,,No,No,No
1326,No,Employed Full Time,2019-02-25,Yes,No,No
1327,No,Employed Full Time,2016-09-01,Yes,No,No
1328,No,Employed Part Time,2018-11-04,Yes,No,No
1329,No,Employed Part Time,1999-09-01,Yes,No,No
1330,No,Employed Full Time,2019-02-18,Yes,No,No
1331,Yes,Employed Full Time,2019-01-25,No,No,No
1332,Yes,Employed Full Time,2019-07-01,Yes,No,No
1333,No,Employed Full Time,2018-12-21,Yes,No,No
1334,No,Not employed,,No,No,No
1335,No,Employed Full Time,2017-06-01,Yes,No,No
1336,No,Employed Full Time,2018-07-21,Yes,No,No
1337,No,Employed Full Time,2017-04-01,Yes,No,No
1338,No,Not employed,,No,No,No
1339,Yes,Employed Full Time,2019-03-20,Yes,No,No
1340,Yes,Employed Full Time,2018-10-11,Yes,No,No
1341,Yes,Employed Part Time,2019-03-27,Yes,Yes,No
1342,Yes,Employed Full Time,2017-05-01,Yes,No,No
1343,Yes,Employed Full Time,2019-06-03,No,No,No
1344,Yes,Employed Full Time,2019-06-03,No,No,No
1345,Yes,Employed Full Time,2019-03-01,Yes,Yes,No
1346,No,Employed Full Time,2019-02-01,Yes,No,No
1347,No,Employed Full Time,2019-02-25,Yes,No,No
1348,No,Employed Full Time,2017-05-01,Yes,No,No
1349,Yes,Employed Full Time,2019-01-12,Yes,No,No
1350,No,Employed Full Time,2018-01-01,Yes,No,No
1351,Yes,Employed Full Time,2019-02-01,Yes,Yes,No
1352,Yes,Employed Full Time,2013-09-01,Yes,No,No
1353,No,Employed Part Time,2019-04-12,No,No,No
1354,Yes,Employed Full Time,2018-04-01,Yes,No,No
1355,No,Employed Full Time,2019-05-01,No,No,No
1356,No,Employed Full Time,2019-04-01,No,No,No
1357,Yes,Employed Full Time,2018-09-24,Yes,No,No
1358,Yes,Employed Full Time,2019-06-17,Yes,No,No
1359,No,Employed Full Time,2019-03-04,Yes,No,No
1360,No,Not employed,,No,No,No
1361,No,Employed Full Time,2018-03-01,Yes,No,No
1362,No,Not employed,,No,No,No
1363,No,Not employed,,No,No,No
1364,No,Employed Full Time,2015-10-01,Yes,No,No
1365,Yes,Employed Part Time,2018-11-20,,Yes,
1366,Yes,Not employed,,,No,
1367,Yes,Not employed,,,Yes,
1368,Yes,Not employed,,,No,
1369,Yes,Not employed,,,No,
1370,Yes,Employed Part Time,2019-03-18,,No,
1371,Yes,Not employed,,,No,
1372,Yes,Not employed,,,No,
1373,Yes,Not employed,,,No,
1374,Yes,Not employed,,,Yes,
1375,Yes,Not employed,,,No,
1376,Yes,Employed Full Time,2012-08-12,,Yes,
1377,Yes,Not employed,,,No,
1378,Yes,Not employed,,,No,
1379,Yes,Not employed,,,No,
1380,Yes,Employed Part Time,2017-09-17,,No,
1381,Yes,Not employed,,,No,
1382,Yes,Employed Full Time,2017-10-30,,Yes,
1383,Yes,Employed Part Time,2018-09-03,,Yes,
1384,Yes,Not employed,,,No,
1385,,Employed Full Time,2019-05-01,,No,
1386,Yes,Employed Part Time,2018-08-01,,Yes,
1387,Yes,Employed Part Time,2018-03-10,,Yes,Yes
1388,,Employed Full Time,2019-03-27,,No,
1389,Yes,Not employed,,,Yes,
1390,Yes,Not employed,,,No,
1391,Yes,Not employed,,,No,
1392,Yes,Employed Part Time,2018-09-01,,Yes,
1393,Yes,Not employed,,,No,
1394,Yes,Not employed,,,No,
1395,Yes,Not employed,,,No,
1396,Yes,Not employed,,,No,
1397,,Not employed,,,No,
1398,Yes,Employed Part Time,2017-08-14,,Yes,
1399,,Not employed,,,No,
1400,Yes,Employed Part Time,2016-07-13,,No,
1401,Yes,Not employed,,,No,
1402,Yes,Employed Full Time,2018-05-07,,Yes,
1403,Yes,Employed Part Time,2019-05-04,,No,
1404,Yes,Not employed,,,No,
1405,Yes,Employed Full Time,2018-10-28,,Yes,
1406,Yes,Employed Part Time,2019-01-01,,No,
1407,Yes,Not employed,,,Yes,
1408,Yes,Employed Part Time,2015-08-01,,Yes,
1409,Yes,Employed Part Time,2017-11-04,,No,
1410,Yes,Not employed,,,Yes,
1411,Yes,Not employed,,,No,
1412,Yes,Employed Part Time,2019-02-13,,No,
1413,Yes,Not employed,,,Yes,Yes
1414,Yes,Not employed,,,Yes,
1415,Yes,Not employed,,,No,
1416,Yes,Employed Part Time,2019-01-04,,No,
1417,Yes,Not employed,,,No,
1418,,Not employed,,,No,
1419,Yes,Not employed,,,Yes,
1420,Yes,Not employed,,,No,
1421,Yes,Not employed,,,No,
1422,Yes,Employed Full Time,2016-11-26,,No,
1423,Yes,Employed Part Time,2019-02-05,,No,
1424,Yes,Employed Full Time,2018-05-01,,Yes,
1425,Yes,Not employed,,,No,
1426,Yes,Not employed,,,No,
1427,Yes,Employed Part Time,2018-08-01,,No,
1428,Yes,Not employed,,,No,
1429,Yes,Employed Full Time,2019-02-26,,Yes,
1430,Yes,Employed Full Time,2019-05-13,,No,
1431,Yes,Employed Full Time,2019-01-14,,No,
1432,Yes,Not employed,,,No,
1433,Yes,Not employed,,,No,
1434,Yes,Not employed,,,No,
1435,Yes,Not employed,,,No,
1436,Yes,Employed Full Time,2018-10-15,,Yes,
1437,Yes,Not employed,,,Yes,
1438,,Employed Full Time,2019-03-13,,No,
1439,Yes,Not employed,,,No,
1440,Yes,Employed Part Time,2019-06-01,,No,
1441,Yes,Employed Part Time,2019-01-28,,No,
1442,Yes,Employed Full Time,2018-08-05,,Yes,
1443,Yes,Not employed,,,No,
1444,Yes,Employed Full Time,2015-12-27,,Yes,Yes
1445,Yes,Not employed,,,No,
1446,Yes,Employed Full Time,2013-04-25,,Yes,Yes
1447,Yes,Employed Full Time,2014-01-20,,Yes,Yes
1448,Yes,Not employed,,,Yes,
1449,Yes,Not employed,,,No,
1450,,Employed Part Time,2013-04-01,,Yes,
1451,Yes,Employed Full Time,2019-04-08,,Yes,Yes
1452,Yes,Employed Part Time,2019-01-03,,Yes,
1453,Yes,Not employed,,,Yes,
1454,Yes,Employed Full Time,2019-02-05,,No,
1455,Yes,Employed Part Time,2017-06-01,,Yes,
1456,Yes,Not employed,,,No,
1457,Yes,Employed Part Time,2016-08-01,,No,
1458,Yes,Employed Full Time,2018-06-04,,No,
1459,Yes,Employed Part Time,2017-09-11,,Yes,Yes
1460,Yes,Not employed,,,No,
1461,Yes,Not employed,,,No,
1462,Yes,Not employed,,,No,
1463,Yes,Employed Full Time,2017-09-13,,Yes,Yes
1464,Yes,Employed Full Time,2017-11-02,,Yes,Yes
1465,Yes,Employed Full Time,2017-06-21,,No,Yes
1466,Yes,Employed Full Time,2012-08-12,,Yes,
1467,Yes,Employed Full Time,2017-10-26,,Yes,Yes
1468,Yes,Not employed,,,No,
1469,Yes,Employed Full Time,2017-08-10,,Yes,Yes
1470,Yes,Employed Full Time,2017-08-14,,Yes,Yes
1471,Yes,Employed Full Time,2017-10-09,,Yes,Yes
1472,Yes,Employed Full Time,2017-08-11,,Yes,Yes
1473,Yes,Employed Full Time,2018-01-09,,Yes,Yes
1474,Yes,Employed Full Time,2017-10-23,,Yes,Yes
1475,Yes,Employed Full Time,2017-11-13,,Yes,Yes
1476,,Employed Part Time,2017-09-11,,No,
1477,Yes,Employed Full Time,2017-09-25,,Yes,Yes
1478,Yes,Not employed,,,No,
1479,Yes,Employed Full Time,2017-11-13,,Yes,Yes
1480,Yes,Employed Full Time,2017-10-16,,Yes,Yes
1481,Yes,Employed Full Time,2018-02-12,,Yes,Yes
1482,Yes,Not employed,,,Yes,Yes
1483,Yes,Employed Full Time,2018-02-20,,Yes,Yes
1484,Yes,Employed Full Time,2018-05-10,,Yes,Yes
1485,Yes,Employed Part Time,2019-01-01,,No,
1486,Yes,Employed Full Time,2018-08-30,,Yes,Yes
1487,Yes,Employed Full Time,2018-07-30,,Yes,Yes
1488,Yes,Employed Full Time,2018-04-30,,Yes,Yes
1489,Yes,Not employed,,,Yes,Yes
1490,Yes,Employed Part Time,2018-07-09,,Yes,Yes
1491,Yes,Employed Full Time,2018-04-30,,Yes,Yes
1492,Yes,Employed Full Time,2018-05-11,,Yes,Yes
1493,Yes,Employed Full Time,2018-06-11,,Yes,Yes
1494,Yes,Not employed,,,No,
1495,Yes,Employed Full Time,2018-05-07,,Yes,Yes
1496,Yes,Employed Full Time,2018-07-16,,Yes,Yes
1497,Yes,Employed Full Time,2018-04-03,,No,
1498,Yes,Employed Full Time,2018-06-18,,Yes,Yes
1499,Yes,Not employed,,,No,
1500,Yes,Employed Full Time,2018-07-09,,Yes,Yes
1501,Yes,Employed Full Time,2018-05-07,,Yes,Yes
1502,Yes,Employed Part Time,2018-03-05,,Yes,Yes
1503,,Employed Full Time,2018-08-27,,No,
1504,Yes,Employed Full Time,2019-05-01,,Yes,Yes
1505,Yes,Employed Full Time,2018-05-18,,Yes,Yes
1506,Yes,Employed Full Time,2018-08-30,,No,
1507,Yes,Employed Full Time,2018-12-17,,Yes,Yes
1508,Yes,Employed Full Time,2018-07-16,,Yes,Yes
1509,Yes,Employed Full Time,2018-06-27,,Yes,Yes
1510,Yes,Employed Full Time,2019-07-06,,Yes,Yes
1511,Yes,Employed Full Time,2018-08-09,,Yes,Yes
1512,Yes,Employed Full Time,2018-06-26,,Yes,Yes
1513,,Not employed,,,No,
1514,Yes,Employed Full Time,2018-07-25,,Yes,Yes
1515,Yes,Employed Part Time,2019-04-01,,Yes,
1516,Yes,Not employed,,,No,
1517,Yes,Employed Full Time,2019-06-06,,No,
1518,Yes,Not employed,,,Yes,Yes
1519,Yes,Employed Full Time,2019-03-27,,Yes,Yes
1520,Yes,Employed Full Time,2018-08-28,,Yes,Yes
1521,Yes,Employed Full Time,2019-01-09,,Yes,Yes
1522,Yes,Employed Full Time,2019-05-30,,Yes,Yes
1523,Yes,Employed Full Time,2018-10-01,,Yes,Yes
1524,Yes,Not employed,,,Yes,Yes
1525,Yes,Employed Full Time,2019-03-01,,No,
1526,Yes,Employed Full Time,2018-09-10,,Yes,Yes
1527,Yes,Employed Full Time,2018-08-24,,Yes,Yes
1528,Yes,Employed Full Time,2018-11-12,,Yes,Yes
1529,Yes,Not employed,,,Yes,Yes
1530,Yes,Employed Part Time,2018-12-24,,No,
1531,Yes,Employed Full Time,2018-10-15,,Yes,Yes
1532,Yes,Employed Part Time,2018-11-05,,Yes,Yes
1533,Yes,Employed Part Time,2017-02-15,,Yes,Yes
1534,,Not employed,,,No,
1535,Yes,Not employed,,,No,
1536,Yes,Employed Full Time,2019-01-19,,Yes,Yes
1537,Yes,Employed Full Time,2018-07-25,,Yes,Yes
1538,Yes,Employed Full Time,2018-07-16,,Yes,Yes
1539,Yes,Employed Full Time,2018-11-19,,Yes,Yes
1540,Yes,Employed Full Time,2018-12-10,,Yes,Yes
1541,Yes,Employed Full Time,2018-10-13,,Yes,Yes
1542,Yes,Employed Full Time,2018-08-20,,No,
1543,Yes,Not employed,,,Yes,
1544,Yes,Not employed,,,No,
1545,Yes,Employed Full Time,2018-12-03,,Yes,Yes
1546,Yes,Not employed,,,No,
1547,Yes,Employed Full Time,2018-11-26,,Yes,Yes
1548,Yes,Employed Full Time,2019-04-15,,Yes,Yes
1549,Yes,Employed Full Time,2018-09-13,,Yes,Yes
1550,Yes,Not employed,,,Yes,Yes
1551,Yes,Not employed,,,Yes,
1552,Yes,Not employed,,,Yes,Yes
1553,Yes,Employed Full Time,2019-02-11,,Yes,Yes
1554,Yes,Employed Full Time,2019-01-28,,Yes,Yes
1555,Yes,Employed Part Time,2018-12-17,,No,
1556,Yes,Employed Part Time,2018-10-01,,No,
1557,Yes,Employed Full Time,2019-04-10,,Yes,Yes
1558,Yes,Employed Part Time,2015-08-08,,Yes,Yes
1559,Yes,Employed Full Time,2018-11-05,,Yes,Yes
1560,Yes,Employed Full Time,2018-08-23,,Yes,
1561,Yes,Employed Full Time,2018-11-13,,Yes,Yes
1562,Yes,Employed Part Time,2019-02-04,,Yes,Yes
1563,Yes,Not employed,,,Yes,Yes
1564,Yes,Not employed,,,Yes,
1565,Yes,Employed Part Time,2017-08-14,,Yes,
1566,Yes,Employed Full Time,2019-04-12,,Yes,
1567,Yes,Not employed,,,No,
1568,Yes,Employed Full Time,2019-02-18,,Yes,Yes
1569,Yes,Employed Full Time,2014-04-01,,Yes,
1570,Yes,Not employed,,,Yes,Yes
1571,Yes,Employed Part Time,2019-01-25,,Yes,Yes
1572,Yes,Employed Full Time,2019-05-21,,Yes,Yes
1573,Yes,Employed Full Time,2015-08-01,,Yes,Yes
1574,Yes,Employed Part Time,2018-08-25,,Yes,
1575,Yes,Employed Full Time,2018-08-01,,Yes,
1576,Yes,Employed Full Time,2017-08-15,,Yes,
1577,Yes,Not employed,,,No,
1578,Yes,Not employed,,,Yes,Yes
1579,Yes,Not employed,,,No,
1580,Yes,Employed Part Time,2018-03-08,,Yes,Yes
1581,Yes,Not employed,,,No,
1582,Yes,Employed Full Time,2018-09-01,,Yes,Yes
1583,Yes,Employed Part Time,2018-09-01,,Yes,
1584,Yes,Employed Part Time,2018-09-15,,No,
1585,Yes,Not employed,,,Yes,
1586,Yes,Employed Full Time,2019-04-15,,Yes,Yes
1587,Yes,Not employed,,,No,
1588,Yes,Not employed,,,Yes,
1589,Yes,Employed Full Time,2018-10-28,,Yes,
1590,Yes,Employed Full Time,2019-03-04,,No,
1591,Yes,Employed Full Time,2016-09-16,,Yes,Yes
1592,Yes,Employed Full Time,2018-09-08,,Yes,Yes
1593,Yes,Employed Full Time,2018-07-05,,Yes,
1594,Yes,Not employed,,,No,
1595,Yes,Employed Part Time,2006-04-01,,No,
1596,Yes,Employed Full Time,2019-05-14,,Yes,Yes
1597,Yes,Employed Full Time,2019-04-15,,Yes,Yes
1598,Yes,Not employed,,,Yes,
1599,Yes,Not employed,,,Yes,
1600,Yes,Not employed,,,No,
1601,Yes,Not employed,,,No,
1602,Yes,Not employed,,,Yes,Yes
1603,Yes,Not employed,,,No,
1604,Yes,Not employed,,,No,
1605,Yes,Not employed,,,No,
1606,,Employed Full Time,2019-03-12,,No,
1607,Yes,Not employed,,,No,
1608,Yes,Not employed,,,Yes,Yes
1609,Yes,Not employed,,,No,
1610,Yes,Employed Full Time,2019-01-03,,Yes,
1611,Yes,Not employed,,,No,
1612,Yes,Not employed,,,No,
1613,Yes,Not employed,,,Yes,
1614,Yes,Not employed,,,Yes,
1615,Yes,Not employed,,,No,
1616,Yes,Not employed,,,No,
1617,Yes,Not employed,,,Yes,Yes
1618,,Employed Full Time,2019-03-13,,No,
1619,Yes,Not employed,,,Yes,Yes
1620,Yes,Not employed,,,Yes,Yes
1621,Yes,Employed Full Time,2019-05-14,,No,
1622,Yes,Not employed,,,Yes,
1623,Yes,Employed Full Time,2019-05-20,,Yes,Yes
1624,Yes,Employed Part Time,2018-11-20,,Yes,
1625,Yes,Not employed,,,No,
1626,Yes,Employed Full Time,2019-06-10,,Yes,Yes
1627,Yes,Not employed,,,No,
1628,Yes,Not employed,,,Yes,
1629,Yes,Employed Part Time,2019-02-21,,Yes,Yes
1630,Yes,Employed Part Time,2016-07-13,,No,
1631,Yes,Not employed,,,No,
1632,Yes,Not employed,,,No,
1633,Yes,Not employed,,,No,
1634,Yes,Not employed,,,Yes,
1635,Yes,Not employed,,,Yes,
1636,Yes,Not employed,,,No,
1637,Yes,Not employed,,,No,
1638,Yes,Employed Part Time,2018-03-10,,Yes,Yes
1639,,Not employed,,,No,
1640,Yes,Not employed,,,No,
1641,,Employed Full Time,2019-03-27,,No,
1642,Yes,Employed Part Time,2019-03-18,,No,
1643,Yes,Employed Part Time,2018-08-01,,No,
1644,Yes,Not employed,,,Yes,Yes
1645,Yes,Employed Full Time,2018-05-07,,Yes,
1646,Yes,Employed Full Time,2019-08-01,,No,
1647,Yes,Employed Part Time,2019-01-28,,No,
1648,Yes,Employed Full Time,2019-04-15,,No,
1649,Yes,Employed Part Time,2019-02-13,,No,
1650,Yes,Employed Full Time,2019-05-21,,No,
1651,Yes,Not employed,,,Yes,
1652,Yes,Employed Full Time,2018-10-15,,Yes,
1653,Yes,Not employed,,,No,
1654,Yes,Employed Full Time,2019-02-26,,Yes,
1655,Yes,Employed Full Time,2019-05-22,,No,
1656,Yes,Not employed,,,No,
1657,Yes,Not employed,,,No,
1658,Yes,Not employed,,,Yes,
1659,,Employed Part Time,2019-05-23,,No,
1660,,Not employed,,,No,
1661,Yes,Not employed,,,No,
1662,Yes,Employed Part Time,2015-08-01,,Yes,
1663,Yes,Not employed,,,No,
1664,Yes,Not employed,,,No,
1665,,Not employed,,,No,
1666,Yes,Not employed,,,No,
1667,Yes,Not employed,,,No,
1668,Yes,Not employed,,,No,
1669,Yes,Not employed,,,No,
1670,Yes,Not employed,,,No,
1671,Yes,Employed Full Time,2018-05-01,,Yes,
1672,Yes,Not employed,,,No,
1673,Yes,Employed Part Time,2019-06-01,,No,
1674,Yes,Not employed,,,No,
1675,Yes,Employed Part Time,2019-05-04,,No,
1676,Yes,Employed Full Time,2019-01-14,,No,
1677,Yes,Employed Full Time,2019-05-13,,No,
1678,Yes,Not employed,,,No,
1679,Yes,Not employed,,,No,
1680,,Employed Full Time,2019-05-11,,No,
1681,Yes,Employed Part Time,2017-09-17,,No,
1682,Yes,Not employed,,,No,
1683,Yes,Not employed,,,No,
1684,Yes,Employed Full Time,2019-08-12,,No,
1685,Yes,Not employed,,,No,
1686,Yes,Employed Part Time,2019-01-04,,Yes,
1687,Yes,Not employed,,,Yes,
1688,Yes,Not employed,,,No,
1689,Yes,Not employed,,,No,
1690,Yes,Employed Full Time,2016-11-26,,No,
1691,Yes,Employed Full Time,2018-08-05,,Yes,
1692,Yes,Not employed,,,Yes,
1693,Yes,Employed Part Time,2017-11-04,,No,
